ctuniq,boroCT2000,ctrdlong,ctrdlat,popdens,povrate,unemp,busdens,subdens,subacc,intdens,landind,nonres,resid,ptrans,pwalk,propoa,propnonw,borocodenum,precpop,precinct,offpcap
BX002702,2002702,-73.913058,40.806364,30121.47809,0.625408586,0.362142857,38.16065636,25.44043758,1,69.96120333,0.94190103,0.37948136,0.62051864,0.562285714,0.252571429,0.028293919,0.763513514,2,4736,40,0.029784491
BX008500,2008500,-73.898891,40.816821,30285.50039,0.50887338,0.3664042,45.37153617,11.34288404,1,85.07163031,0.835663621,0.297307882,0.702692118,0.577777778,0.134188034,0.063108614,0.794756554,2,5428,41,0.038030856
BX009700,2009700,-73.884225,40.807964,92.6035902,0.347826087,0.583333333,11.07216839,0,0,48.31491663,0.021792996,0.99452174,0.00547826,0,1,0.163043478,0.652173913,2,133,41,0.038030856
BX009900,2009900,-73.888188,40.815517,15338.14216,0.445933014,0.262732919,11.43144562,0,0,74.30439653,0.873133696,0.678091482,0.321908518,0.476149176,0.150910668,0.042668157,0.737469722,2,5317,41,0.038030856
BX009100,2009100,-73.893759,40.814462,246.4823149,0.913793103,0,16.99878034,0,0,97.74298694,0.056065392,0.985781486,0.014218514,1,0,0,0,2,81,41,0.038030856
BX010500,2010500,-73.881984,40.814132,343.857858,0.654185022,0.562248996,7.573961629,0,0,40.14199663,0,1,0,0.174311927,0.440366973,0.037444934,0.898678414,2,439,41,0.038030856
BX011502,2011502,-73.887384,40.819877,14180.42921,0.536534986,0.251056636,6.907174482,0,0,82.88609379,0.997487915,0.474939647,0.525060353,0.551208285,0.117376295,0.055041403,0.762542621,2,4139,41,0.038030856
BX012901,2012901,-73.898308,40.822735,18271.65945,0.556903318,0.180250784,71.42439728,12.98625405,1,64.93127025,0.992702766,0.457288076,0.542711924,0.532,0.192,0.112295665,0.736318408,2,2728,41,0.038030856
BX012102,2012102,-73.88903,40.825713,30931.22137,0.450661853,0.175588865,72.99403274,18.24850818,1,109.4910491,0.868414529,0.318626441,0.681373559,0.75596817,0.015915119,0.047787611,0.712094395,2,1619,41,0.038030856
BX008900,2008900,-73.894853,40.818154,31738.33785,0.441117765,0.234886026,84.2983741,31.61189029,1,105.3729676,0.91537602,0.354548995,0.645451005,0.562942009,0.077793494,0.117529881,0.666334661,2,2886,41,0.038030856
BX011501,2011501,-73.885352,40.815909,15616.48151,0.410395656,0.155932203,24.23038248,0,0,60.57595619,0.977356295,0.575239127,0.424760873,0.670833333,0.079166667,0.086889061,0.7742436,2,1256,41,0.038030856
BX012902,2012902,-73.895307,40.822042,13548.00707,0.72293578,0.5,24.54349107,0,0,98.17396427,0.876031757,0.676045621,0.323954379,0.542372881,0.338983051,0.123188406,0.637681159,2,582,41,0.038030856
BX013100,2013100,-73.89822,40.82522,15227.50384,0.518936109,0.237859267,12.9816742,0,0,90.87171942,0.946792138,0.384665853,0.615334147,0.672972973,0.013513514,0.05541347,0.771526002,2,3519,41,0.038030856
BX008700,2008700,-73.89742,40.82054,23633.02719,0.430608556,0.214105794,36.3375394,13.62657728,1,72.67507881,0.968045149,0.4106204,0.5893796,0.529942576,0.1804758,0.100326735,0.768979435,2,5203,41,0.038030856
BX011900,2011900,-73.888909,40.82255,29609.44933,0.425,0.180306905,30.8882217,12.35528868,1,74.13173209,0.858312395,0.31179293,0.68820707,0.670896114,0.062648692,0.07636136,0.755476737,2,4793,41,0.038030856
BX012702,2012702,-73.893272,40.822969,24749.31632,0.332082552,0.268333333,60.77180188,30.38590094,1,45.57885141,0.999404914,0.487802804,0.512197196,0.498817967,0.208037825,0.062001228,0.691835482,2,1588,41,0.038030856
BX000500,2000500,-73.898477,40.800805,0,,,0,0,0,0,0,1,0,,,,,2,0,41,0.038030856
BX012701,2012701,-73.891375,40.826035,21501.91033,0.543331837,0.199300699,85.325041,28.44168033,1,94.80560112,0.994419375,0.46264821,0.53735179,0.623582766,0.056689342,0.084656085,0.767636684,2,2309,41,0.038030856
BX008300,2008300,-73.90244,40.813886,30416.68505,0.288734668,0.150951949,34.31927714,14.70826163,1,78.44406203,0.925271504,0.363317433,0.636682567,0.66359977,0.089131685,0.033204384,0.778207608,2,6204,41,0.038030856
BX016300,2016300,-73.893113,40.838688,509.666444,1,1,10.33107657,0,0,20.66215313,0,1,0,,,0,0.935810811,2,301,42,0.027344273
BX012500,2012500,-73.894205,40.828779,13040.12257,0.324755989,0.128883775,46.07817162,11.51954291,1,97.91611469,0.84352794,0.302217253,0.697782747,0.376,0.094666667,0.094964664,0.796378092,2,2271,42,0.027344273
BX013700,2013700,-73.906005,40.826146,18258.304,0.412763892,0.248498499,30.64208296,0,0,96.30368931,0.999951792,0.496528402,0.503471598,0.580348004,0.078812692,0.050347639,0.881563174,2,4179,42,0.027344273
BX015700,2015700,-73.887137,40.832217,18558.81359,0.343813683,0.19719472,21.12557039,0,0,58.09531857,0.991718287,0.454498041,0.545501959,0.689762151,0.028955533,0.026465566,0.818155948,2,3571,42,0.027344273
BX014900,2014900,-73.900579,40.832566,23379.13979,0.429634038,0.202020202,44.61667899,0,0,70.11192413,0.988093525,0.445441603,0.554558397,0.638921454,0.120750293,0.0891494,0.881406761,2,3668,42,0.027344273
BX014300,2014300,-73.91189,40.827612,5772.56886,0.636363636,0.361702128,13.45587147,0,0,127.830779,0.828551918,0.707031448,0.292968552,0.524475525,0.195804196,0.048951049,0.951048951,2,817,42,0.027344273
BX015500,2015500,-73.890708,40.835301,22835.28738,0.369324276,0.164149043,72.62105527,16.13801228,1,104.8970798,0.999876055,0.505566533,0.494433467,0.660305344,0.069974555,0.08869258,0.807773852,2,2779,42,0.027344273
BX013900,2013900,-73.908517,40.826565,3314.663283,0.49009901,0.293650794,10.93948278,0,0,71.10663808,0.779120088,0.734989314,0.265010686,0.320512821,0,0.067656766,0.981848185,2,571,42,0.027344273
BX014100,2014100,-73.911738,40.823263,13335.18107,0.58580457,0.379154079,94.48640341,0,0,132.2809648,0.953133374,0.391756494,0.608243506,0.761557178,0.01703163,0.055739254,0.814359943,2,2209,42,0.027344273
BX012300,2012300,-73.888905,40.830962,20825.02989,0.399087399,0.231121282,42.70341058,14.23447019,1,56.93788077,0.888494007,0.333037435,0.666962565,0.508270677,0.129323308,0.083390294,0.780929597,2,2919,42,0.027344273
BX015100,2015100,-73.897681,40.831539,22117.24987,0.449617347,0.230980123,69.94702679,0,0,102.5889726,0.880898253,0.327444395,0.672555605,0.65154265,0.032667877,0.040691545,0.852203247,2,4743,42,0.027344273
BX016900,2016900,-73.902143,40.838028,21646.6408,0.415236788,0.211908932,46.75300388,0,0,81.81775679,0.981450455,0.431901643,0.568098358,0.703370787,0.119101124,0.01187905,0.88012959,2,1796,42,0.027344273
BX012101,2012101,-73.888572,40.828612,23838.4904,0.503045503,0.162130178,59.55368765,0,0,102.092036,0.80244766,0.277765698,0.722234302,0.572262774,0.086131387,0.056031406,0.796573876,2,2878,42,0.027344273
BX015300,2015300,-73.893703,40.834184,12614.13192,0.384483351,0.142564103,42.58653584,0,0,93.69037885,0.815825064,0.285421963,0.714578037,0.531612903,0.127741936,0.084740041,0.858541526,2,2962,42,0.027344273
BX013300,2013300,-73.902857,40.821861,36664.4839,0.418196995,0.198142415,30.31625922,0,0,60.63251843,0.536595705,0.159630974,0.840369026,0.685624013,0.078988942,0.104349264,0.85811146,2,6047,42,0.027344273
BX016700,2016700,-73.901874,40.841087,8732.891494,0.549529607,0.271405493,52.75222758,0,0,91.11748401,0.773779634,0.737813144,0.262186856,0.599078341,0.129032258,0.05601318,0.869302581,2,1822,42,0.027344273
BX016100,2016100,-73.88473,40.837922,19190.72065,0.426226058,0.16091954,28.25132378,8.071806793,1,84.75397133,0.99502961,0.535250495,0.464749505,0.721311475,0.054098361,0.060778128,0.81913775,2,4755,42,0.027344273
BX013500,2013500,-73.901771,40.827309,18843.69857,0.4605729,0.165847666,18.0841637,0,0,66.30860023,0.891292797,0.335146123,0.664853877,0.623987034,0.032414911,0.079014715,0.887715931,2,3126,42,0.027344273
BX014700,2014700,-73.904828,40.835943,42499.80549,0.563804248,0.305426357,23.34085428,0,0,50.57185093,0.747828617,0.248916656,0.751083344,0.749708285,0.047841307,0.073226545,0.879267735,2,10925,42,0.027344273
BX014500,2014500,-73.907802,40.830814,26761.61426,0.453471503,0.19650655,32.91711471,0,0,60.34804363,0.894466383,0.33757031,0.66242969,0.627973359,0.119885823,0.069905699,0.896268963,2,4878,42,0.027344273
BX000400,2000400,-73.854074,40.810561,4491.373034,0.129222188,0.087783467,17.92688039,0,0,95.15036516,0.459816525,0.132514124,0.867485876,0.359605911,0.058292282,0.081363218,0.656739331,2,3314,43,0.021240957
BX005200,2005200,-73.882843,40.826567,11803.89439,0.40625,0.143939394,16.76689544,0,0,44.71172118,0.931648313,0.630720778,0.369279222,0.671171171,0.092342342,0.079545455,0.734848485,2,2186,43,0.021240957
BX000200,2000200,-73.857962,40.810047,7991.054988,0.202634529,0.075067024,8.874019975,0,0,128.6732896,0.553134241,0.165759907,0.834240093,0.348923534,0,0.094392004,0.701832315,2,3545,43,0.021240957
BX005000,2005000,-73.878134,40.826505,51447.13017,0.427661169,0.211371056,9.580471168,4.790235584,1,52.69259142,0.412545366,0.116772054,0.883227946,0.667743093,0.040545389,0.062104283,0.718249535,2,10740,43,0.021240957
BX020602,2020602,-73.853136,40.838668,11669.0607,0.098984772,0.035830619,29.61690533,0,0,103.6591687,0.869105155,0.680896963,0.319103037,0.686206897,0.117241379,0.110406091,0.600253807,2,859,43,0.021240957
BX004800,2004800,-73.874302,40.826844,25091.18261,0.515571914,0.15916955,42.5755361,7.095922683,1,56.76738146,0.863076226,0.314983937,0.685016063,0.729967069,0.069154775,0.053167421,0.727658371,2,3678,43,0.021240957
BX005400,2005400,-73.879784,40.829884,27340.44021,0.381383557,0.177009156,29.55723266,4.926205443,1,34.4834381,0.835260503,0.297059432,0.702940568,0.636305733,0.067515924,0.080720721,0.736936937,2,5550,43,0.021240957
BX009400,2009400,-73.84607,40.831159,6957.586809,0.087613293,0.084210526,4.604623963,0,0,69.06935945,0.984484564,0.562280486,0.437719514,0.431740614,0,0.200529451,0.725347452,2,1600,43,0.021240957
BX021400,2021400,-73.865231,40.833185,12255.35881,0.024081115,0.081395349,62.13109661,0,0,62.13109661,0.883221797,0.329135871,0.670864129,0.498701299,0.020779221,0.129277567,0.776932826,2,816,43,0.021240957
BX006400,2006400,-73.872032,40.83338,23572.89578,0.225601693,0.163411458,18.44995757,0,0,43.04990099,0.192738261,0.050761272,0.949238728,0.381487889,0,0.09731281,0.786068354,2,3967,43,0.021240957
BX006600,2006600,-73.86821,40.833771,26900.99023,0.259313726,0.138961039,52.3238322,6.540479025,1,85.02622732,0.758542584,0.254308417,0.745691583,0.600461894,0.034642032,0.069049356,0.701191345,2,4113,43,0.021240957
BX002400,2002400,-73.872037,40.822712,0,,,0,0,0,7.311021072,0,1,0,,,,,2,0,43,0.021240957
BX007200,2007200,-73.861589,40.831656,25345.61061,0.268946211,0.066539014,29.97706754,0,0,74.94266886,0.494436593,0.144485089,0.855514911,0.632610939,0.054179567,0.097181155,0.734673763,2,5073,43,0.021240957
BX021800,2021800,-73.869648,40.837355,20932.12174,0.309559711,0.221304707,12.59453775,0,0,100.756302,0.607177801,0.186622353,0.813377647,0.526055952,0.018650576,0.067839952,0.745186522,2,6648,43,0.021240957
BX002800,2002800,-73.879076,40.822464,13706.97095,0.146577512,0.094924448,23.97161761,0,0,76.70917634,0.811634738,0.282994665,0.717005335,0.626938414,0.008418254,0.101084295,0.924623994,2,5718,43,0.021240957
BX006800,2006800,-73.870276,40.829992,20111.34442,0.283779426,0.089766607,38.52747973,0,0,70.63371283,0.501488528,0.146973276,0.853026724,0.515392254,0.076464747,0.076628353,0.798850575,2,3209,43,0.021240957
BX003800,2003800,-73.863107,40.8202,20121.21212,0.302710843,0.126373626,0,0,0,75.75757576,0.111786404,0.028774577,0.971225423,0.422746781,0.17167382,0.077560241,0.613704819,2,1263,43,0.021240957
BX007800,2007800,-73.852259,40.829681,22740.42164,0.196510111,0.098491199,29.4803716,0,0,58.9607432,0.804389495,0.278860618,0.721139382,0.487106017,0.059694365,0.079565711,0.675903419,2,6171,43,0.021240957
BX004001,2004001,-73.858015,40.828332,11399.60415,0.27985348,0.069852941,8.351358348,0,0,58.45950844,0.995385608,0.46603534,0.53396466,0.399209486,0.057312253,0.195604396,0.66007326,2,1420,43,0.021240957
BX019600,2019600,-73.843689,40.834599,1082.494728,0.086267606,0.050847458,5.628222157,1.876074052,1,75.0429621,0.236332975,0.936940221,0.06305978,0.509433962,0.075471698,0.088388215,0.40727903,2,499,43,0.021240957
BX004002,2004002,-73.857476,40.825019,0,,,17.01490506,0,0,34.02981011,0,1,0,,,,,2,1,43,0.021240957
BX004400,2004400,-73.866549,40.826519,18571.01395,0.575510204,0.271386431,23.85486699,0,0,79.5162233,0.654824075,0.206241628,0.793758372,0.594594595,0.101871102,0.084136159,0.743952045,2,4671,43,0.021240957
BX021200,2021200,-73.858745,40.836071,52214.00557,0.15175841,0.061712299,39.9189645,0,0,149.6961169,0.959893817,0.39986736,0.60013264,0.768674699,0.042891566,0.107798165,0.823776758,2,5232,43,0.021240957
BX021000,2021000,-73.859237,40.838612,43566.47444,0.226266226,0.112703766,41.35010861,0,0,126.8069998,0.474772168,0.86236302,0.13763698,0.648849909,0.071984114,0.102758795,0.813401671,2,15804,43,0.021240957
BX005600,2005600,-73.879546,40.832447,19045.08876,0.364890049,0.292896175,13.98317824,0,0,97.88224766,0.956149038,0.395296893,0.604703107,0.631083203,0.025117739,0.096182085,0.761380323,2,2710,43,0.021240957
BX021601,2021601,-73.864904,40.836579,25698.794,0.266788072,0.163355408,34.57236861,0,0,97.9550444,0.71443161,0.232807003,0.767192997,0.563735515,0.077709612,0.065022422,0.693049327,2,4339,43,0.021240957
BX009800,2009800,-73.847984,40.82573,10376.69385,0.165266618,0.106093819,14.98980693,0,0,50.59059839,0.640572027,0.200238439,0.799761561,0.379543095,0.03271028,0.106536656,0.726616107,2,5538,43,0.021240957
BX008800,2008800,-73.846747,40.820711,18826.41129,0.405405405,0.190989226,16.62620956,0,0,27.71034926,0.519663434,0.153468412,0.846531588,0.525339926,0.045735476,0.077126877,0.745657934,2,3523,43,0.021240957
BX021602,2021602,-73.861664,40.836633,28582.53727,0.16749522,0.10282436,70.20082837,10.80012744,1,151.2017842,0.922806567,0.638918531,0.361081469,0.741265823,0.027341772,0.110712262,0.798979785,2,5293,43,0.021240957
BX008600,2008600,-73.849965,40.820959,22979.28141,0.455777625,0.293459553,26.22606871,0,0,52.45213743,0.183503297,0.048198965,0.951801036,0.524969549,0.130328867,0.096553298,0.754850491,2,4381,43,0.021240957
BX003600,2003600,-73.861714,40.824401,21295.13089,0.324257426,0.113248639,31.11255675,0,0,59.39669924,0.704699988,0.228292431,0.771707569,0.495586381,0.061370324,0.108513747,0.774073582,2,7529,43,0.021240957
BX004600,2004600,-73.868803,40.823438,10274.51932,0.322173089,0.152097902,51.08524211,0,0,127.7131053,0.967735878,0.410188918,0.589811082,0.475268817,0.103225807,0.131137352,0.804226228,2,1428,43,0.021240957
BX007400,2007400,-73.85282,40.819262,17336.64871,0.164266013,0.144452718,26.56550522,0,0,31.87860627,0.676200266,0.215482982,0.784517018,0.44845815,0.030837004,0.114924916,0.787312289,2,3503,43,0.021240957
BX007000,2007000,-73.866034,40.828799,20248.29446,0.24499382,0.093137255,9.915913057,4.957956529,1,44.62160876,0.595064557,0.18182731,0.81817269,0.581920904,0.03460452,0.087169442,0.646914789,2,4160,43,0.021240957
BX006200,2006200,-73.874802,40.833059,33636.10559,0.410004749,0.302896416,31.53877693,10.51292564,1,52.56462821,0.3192135,0.087451064,0.912548936,0.584960231,0.037599422,0.098609158,0.817784029,2,6399,43,0.021240957
BX001600,2001600,-73.858933,40.818514,10945.17744,0.221734796,0.150581102,21.01608571,0,0,65.14986571,0.958834918,0.601445899,0.398554101,0.450549451,0.102564103,0.135752688,0.667050691,2,5237,43,0.021240957
BX005800,2005800,-73.882029,40.834162,12.08303461,1,,10.06919551,2.013839102,1,36.24910384,0.002306937,0.999422933,0.000577067,,,0.166666667,0.5,2,5,43,0.021240957
BX010200,2010200,-73.84357,40.82039,114.989817,0.355555556,0.125,0,0,0,28.10862194,0.031947843,0.991948208,0.008051792,0.214285714,0,0.088888889,0.844444444,2,43,43,0.021240957
BX008400,2008400,-73.846604,40.815679,13626.18844,0.184601113,0.099601594,6.288042658,0,0,88.03259721,0.295019574,0.080184438,0.919815562,0.350903615,0.051204819,0.125519151,0.760959852,2,2079,43,0.021240957
BX009200,2009200,-73.852627,40.831877,14944.46375,0.194160882,0.113496933,41.93675937,2.995482812,1,80.87803592,0.824611068,0.290602691,0.709397309,0.565883555,0.049540347,0.08258168,0.708157948,2,4877,43,0.021240957
BX002000,2002000,-73.865445,40.817611,22836.30926,0.459290654,0.175548589,20.07367037,0,0,60.22101111,0.505548894,0.148413913,0.851586087,0.615759186,0.019920319,0.096472915,0.825074168,2,9068,43,0.021240957
BX020800,2020800,-73.856388,40.834868,15100.5605,0.250655022,0.092274678,26.37652489,0,0,125.2884932,0.987588238,0.444295955,0.555704045,0.535160906,0.083432658,0.084716157,0.67860262,2,2165,43,0.021240957
BX017900,2017900,-73.914715,40.836866,53298.34111,0.492673316,0.180678466,38.88024883,12.96008295,1,155.5209953,0.356958064,0.099050522,0.900949478,0.621448213,0.09624198,0.043039514,0.808632219,2,8225,44,0.026689554
BX018100,2018100,-73.917356,40.831979,50165.30618,0.352522327,0.168610148,40.9608239,11.70309254,1,146.2886568,0.782358351,0.266739604,0.733260396,0.69928115,0.06230032,0.065787939,0.853026945,2,8573,44,0.026689554
BX019500,2019500,-73.922257,40.830912,32289.76617,0.402991218,0.172427185,13.22086782,30.84869158,1,105.7669425,0.835985638,0.297506567,0.702493434,0.624875622,0.047761194,0.055138529,0.853418862,2,7327,44,0.026689554
BX020100,2020100,-73.925217,40.842661,21140.29468,0.416642672,0.243485342,17.47131792,0,0,81.53281696,0.911699809,0.351423259,0.648576741,0.550884956,0.088495575,0.031680441,0.858953168,2,3629,44,0.026689554
BX022702,2022702,-73.913106,40.844396,45593.34527,0.379511059,0.293846154,0,26.32410235,1,157.9446141,0.763744502,0.256969396,0.743030604,0.783908046,0.082758621,0.038106236,0.825635104,2,1710,44,0.026689554
BX005301,2005301,-73.93093,40.82967,0,,,6.609682392,0,0,27.76066604,0,1,0,,,,,2,34,44,0.026689554
BX005700,2005700,-73.929341,40.819749,2056.935386,0.196832579,0.216080402,21.96016426,4.880036503,1,73.20054754,0.098893291,0.974633203,0.025366797,0.618421053,0.032894737,0.055753262,0.769869514,2,858,44,0.026689554
BX005902,2005902,-73.923202,40.824358,34121.47091,0.254762794,0.064606742,25.49232044,0,0,127.4616022,0.99185798,0.454883428,0.545116572,0.661616162,0.103030303,0.094882331,0.780351139,2,2682,44,0.026689554
BX022902,2022902,-73.907073,40.843244,35411.48911,0.362995299,0.175021988,23.78206119,0,0,118.910306,0.809207488,0.281600989,0.718399011,0.688741722,0.059602649,0.045668234,0.872397582,2,3112,44,0.026689554
BX021900,2021900,-73.918963,40.839444,9039.316433,0.522283034,0.095744681,42.40492463,7.067487438,1,141.3497488,0.443586752,0.872965564,0.127034436,0.785488959,0.104100946,0.06567631,0.71696638,2,1307,44,0.026689554
BX005901,2005901,-73.926299,40.824054,23334.72566,0.367587327,0.170610897,28.15936322,9.386454408,1,75.09163526,0.984555425,0.437861898,0.562138102,0.667805878,0.090909091,0.074014481,0.825623492,2,4972,44,0.026689554
BX019900,2019900,-73.925939,40.837767,45160.1811,0.357079025,0.155223881,34.3859247,0,0,85.96481174,0.656723424,0.207050953,0.792949047,0.60482726,0.038807383,0.05215736,0.865482234,2,7880,44,0.026689554
BX022100,2022100,-73.917806,40.838429,59951.42528,0.456823851,0.226427623,28.40626642,21.30469982,1,149.1328987,0.679094628,0.216757449,0.783242552,0.634813818,0.073575594,0.049514333,0.761312485,2,8442,44,0.026689554
BX022703,2022703,-73.910863,40.844404,39625.50607,0.228607918,0.109281437,50.60728745,0,0,177.1255061,0.945482459,0.616744959,0.383255041,0.559380379,0.234079174,0.033205619,0.873563218,2,1585,44,0.026689554
BX022500,2022500,-73.909855,40.839529,38674.64848,0.483053435,0.254617414,66.82444661,5.568703884,1,183.7672282,0.838537547,0.299088046,0.700911954,0.727272727,0.046699876,0.042476602,0.847804176,2,6926,44,0.026689554
BX022300,2022300,-73.914224,40.841036,59308.1734,0.404193481,0.154904832,24.50244718,12.25122359,1,128.6378477,0.626155037,0.194285688,0.805714312,0.683040516,0.081749731,0.060937823,0.809853336,2,9682,44,0.026689554
BX018700,2018700,-73.928404,40.829925,0,,,26.74753338,26.74753338,1,93.61636682,0,1,0,,,,,2,33,44,0.026689554
BX021702,2021702,-73.916429,40.843013,7976.930567,0.408450704,0.240740741,18.72518912,0,0,56.17556737,0.671184567,0.786712152,0.213287848,0.355932203,0.186440678,0,0.753521127,2,467,44,0.026689554
BX017300,2017300,-73.916436,40.826634,28645.12465,0.378074198,0.15473756,35.49581741,0,0,112.4034218,0.742213195,0.246136451,0.753863549,0.648989899,0.103535354,0.093969434,0.833952912,2,4842,44,0.026689554
BX019700,2019700,-73.920065,40.834621,51816.31071,0.378444818,0.190691661,46.77768571,40.09515918,1,140.3330571,0.907766731,0.348150346,0.651849654,0.69500846,0.137055838,0.045137993,0.82563838,2,7754,44,0.026689554
BX019300,2019300,-73.927606,40.835029,38844.28989,0.51251926,0.263358779,14.79782472,0,0,51.79238652,0.410499447,0.116105303,0.883894697,0.660447761,0.04011194,0.059619048,0.913142857,2,5248,44,0.026689554
BX018300,2018300,-73.919176,40.828755,47068.14402,0.249819755,0.140620632,22.47494044,0,0,134.8496427,0.997670369,0.524133127,0.475866873,0.630456515,0.079973342,0.10397517,0.825355139,2,8377,44,0.026689554
BX018900,2018900,-73.928743,40.832528,35655.9087,0.410173313,0.150753769,24.5428887,0,0,93.26297705,0.698065354,0.225257099,0.774742901,0.555320051,0.071640526,0.053689427,0.859994493,2,7264,44,0.026689554
BX017700,2017700,-73.910141,40.835697,32458.2129,0.431139307,0.239771228,43.97590121,0,0,55.96932881,0.803709606,0.278476641,0.721523359,0.640233236,0.07755102,0.118241163,0.839265919,2,8119,44,0.026689554
BX017500,2017500,-73.913846,40.831042,45565.37426,0.51345011,0.173044925,56.37534706,0,0,63.42226544,0.82073432,0.28830111,0.71169889,0.620253165,0.146272855,0.098515311,0.887256418,2,6466,44,0.026689554
BX021302,2021302,-73.919854,40.843052,22925.18421,0.346612535,0.189863843,34.64763357,0,0,86.61908392,0.638293801,0.199289924,0.800710076,0.654178674,0.064361191,0.0395466,0.812846348,2,3981,44,0.026689554
BX006100,2006100,-73.922546,40.822083,16371.51462,0.158585859,0.147847785,28.37350887,0,0,44.58694251,0.865102345,0.683642081,0.316357919,0.566789668,0.144649447,0.252785343,0.922753157,2,4039,44,0.026689554
BX017100,2017100,-73.907432,40.840482,23.54339931,1,,11.77169966,0,0,41.2009488,,,,,,0,1,2,3,44,0.026689554
BX021100,2021100,-73.922936,40.84018,30263.16668,0.426615799,0.184567901,86.80961316,0,0,160.2639012,0.64482061,0.202015357,0.797984643,0.5921875,0.128125,0.05207414,0.830097087,2,4532,44,0.026689554
BX013800,2013800,-73.808644,40.82172,2614.403446,0.070773931,0.055429864,15.97395181,0,0,115.8111506,0.219282391,0.05820887,0.94179113,0.294044665,0.012406948,0.124236253,0.235743381,2,1940,45,0.017353709
BX018400,2018400,-73.829149,40.837419,8465.33934,0.092274678,0.029779631,27.24894637,0,0,95.37131231,0.621955034,0.192573193,0.807426807,0.343730505,0.027448534,0.210032189,0.07805794,2,3695,45,0.017353709
BX015800,2015800,-73.818293,40.823611,7724.077436,0.06466877,0.056726094,12.18308744,0,0,60.91543719,0.999965587,0.497066889,0.502933111,0.357394366,0.084507042,0.214511041,0.193217666,2,1211,45,0.017353709
BX019400,2019400,-73.836172,40.832937,1800.57037,0.070617907,0.024707412,9.082322168,0,0,32.92341786,0.910219792,0.649816728,0.350183272,0.359504132,0.037190083,0.114754098,0.203656999,2,1666,45,0.017353709
BX019800,2019800,-73.845906,40.841282,18816.62767,0.2136,0.128472222,69.83902106,4.988501504,1,149.6550451,0.963374442,0.404310975,0.595689025,0.499203822,0.154458599,0.08854719,0.596235419,2,3772,45,0.017353709
BX026602,2026602,-73.831012,40.846238,16245.01405,0.085491241,0.080495356,24.67909465,6.169773662,1,77.12217077,0.773193571,0.261879007,0.738120993,0.506779661,0.086864407,0.209077098,0.193695405,2,5266,45,0.017353709
BX026400,2026400,-73.831804,40.841546,11295.6576,0.086131387,0.070880361,18.83394348,0,0,115.3579038,0.356480908,0.098901791,0.901098209,0.384805131,0.044893932,0.174239266,0.144643602,2,4798,45,0.017353709
BX030000,2030000,-73.830372,40.85288,14110.74843,0.118022054,0.052631579,24.07155993,0,0,91.47192775,0.635276213,0.19803817,0.80196183,0.493690852,0.08044164,0.214602525,0.213408393,2,5862,45,0.017353709
BX026601,2026601,-73.833782,40.846602,16087.42347,0.163110805,0.052450559,16.60780124,16.60780124,1,99.64680743,0.581477066,0.176533258,0.823466743,0.469406393,0.098630137,0.246386786,0.150378527,2,3003,45,0.017353709
BX020200,2020200,-73.847459,40.838024,14807.53454,0.22709819,0.05514316,8.122619057,8.122619057,1,121.8392859,0.730033239,0.240208371,0.759791629,0.536416185,0.10867052,0.094898519,0.639605047,2,1824,45,0.017353709
BX016400,2016400,-73.825204,40.832329,7398.389212,0.145147679,0.052356021,49.94693139,0,0,99.89386277,0.975445233,0.421650196,0.578349804,0.231343284,0.143656716,0.142616034,0.101265823,2,1212,45,0.017353709
BX030200,2030200,-73.822403,40.863412,18810.34739,0.053303219,0.049750114,27.58737771,0,0,57.29686141,0.725162213,0.237875131,0.762124869,0.538611926,0.028347996,0.194833033,0.769968412,2,8864,45,0.017353709
BX015400,2015400,-73.82677,40.825646,8403.764887,0.059428571,0.040983607,0,0,0,67.23011909,0.928619058,0.36641394,0.63358606,0.22818792,0.070469799,0.260571429,0.172571429,2,900,45,0.017353709
BX013000,2013000,-73.814636,40.819812,9124.96242,0.080142476,0.136622391,8.125523081,0,0,65.00418464,0.420335675,0.119321551,0.880678449,0.252796421,0.024608501,0.129118433,0.197684773,2,1179,45,0.017353709
BX013200,2013200,-73.820666,40.815335,9180.671723,0.067483573,0.047285464,24.35191439,0,0,82.79650891,0.368713266,0.102732227,0.897267773,0.242289112,0.016722408,0.142528736,0.269142352,2,5655,45,0.017353709
BX015600,2015600,-73.82247,40.825879,7952.937259,0.067974772,0.056910569,27.74925771,0,0,122.0967339,0.924899176,0.362977352,0.637022648,0.304913295,0.059248555,0.12072575,0.247034194,2,1459,45,0.017353709
BX016000,2016000,-73.817534,40.831704,10405.61054,0.085450346,0.016978668,20.02619426,0,0,66.08644107,0.259269409,0.069671465,0.930328535,0.24327957,0.018369176,0.159353349,0.026943803,2,5196,45,0.017353709
BX016200,2016200,-73.822663,40.829321,9445.829683,0.056156969,0.040366973,11.23166431,0,0,78.62165016,0.892539768,0.336094362,0.663905638,0.253384913,0.059961315,0.2960761,0.101070155,2,1719,45,0.017353709
BX011800,2011800,-73.8065,40.812276,5175.487969,0.048637694,0.064542154,26.70424433,0,0,110.9253226,0.999998293,0.499346691,0.50065331,0.199912702,0.035792231,0.133161342,0.106370312,2,5039,45,0.017353709
BX025800,2025800,-73.843648,40.842646,1628.156249,0.319444444,0.052631579,31.65859373,0,0,99.49843742,0.338893852,0.906542171,0.093457829,0.375,0.161764706,0.097222222,0.541666667,2,365,45,0.017353709
