ctuniq,boroCT2000,ctrdlong,ctrdlat,popdens,povrate,unemp,busdens,subdens,subacc,intdens,landind,nonres,resid,ptrans,pwalk,propoa,propnonw,borocodenum,precpop,precinct,offpcap
BK024700,3024700,-73.950466,40.678498,11722.13887,0.389203309,0.210191083,40.82590812,10.20647703,1,96.96153179,0.899702749,0.658348707,0.341651294,0.814070352,0.048576214,0.093164998,0.992599042,3,2349,77,0.028590148
BK022300,3022300,-73.958104,40.675719,22993.13543,0.295732536,0.233576642,11.50807579,11.50807579,1,23.01615158,0.999981144,0.497828834,0.502171167,0.709254144,0.056629834,0.122122122,0.927427427,3,3996,77,0.028590148
BK022100,3022100,-73.954218,40.675813,25966.47099,0.38912988,0.330675173,33.05304352,0,0,52.88486964,0.934185083,0.37172791,0.628272091,0.626271186,0.060169492,0.086303462,0.96308554,3,3928,77,0.028590148
BK021900,3021900,-73.954905,40.6712,25359.64895,0.265816055,0.12623926,39.83190934,13.27730311,1,99.57977336,0.672213804,0.213736924,0.786263076,0.733656174,0.03874092,0.098429319,0.980104712,3,3820,77,0.028590148
BK021700,3021700,-73.957681,40.671809,31680.736,0.179500657,0.092761394,65.95000989,0,0,57.70625866,0.994834413,0.46406399,0.535936011,0.664067187,0.134373125,0.056726516,0.941972417,3,3843,77,0.028590148
BK021500,3021500,-73.961488,40.673598,35567.74145,0.187288588,0.066407515,12.66431955,6.332159773,1,69.6537575,0.520006216,0.153592081,0.846407919,0.802969938,0.022093444,0.083318497,0.801673491,3,5617,77,0.028590148
BK020700,3020700,-73.967456,40.674512,33589.50816,0.138418079,0.049965302,14.4595386,0,0,36.14884649,0.376892272,0.105314135,0.894685865,0.740060015,0.071642911,0.062419285,0.68058545,3,4659,77,0.028590148
BK020500,3020500,-73.964444,40.677104,15587.90394,0.157916325,0.059068798,25.46003093,0,0,57.2850696,0.999961495,0.503102608,0.496897392,0.679640719,0.064371258,0.040832993,0.752143732,3,2444,77,0.028590148
BK020300,3020300,-73.964269,40.679613,7943.808607,0.201077199,0.095486111,71.30887439,0,0,78.43976183,0.996033603,0.531489668,0.468510332,0.63,0.06,0.068222621,0.831238779,3,1192,77,0.028590148
BK035900,3035900,-73.923468,40.669445,27701.09322,0.408886279,0.184911243,78.87555016,0,0,57.84207012,0.631361386,0.196421915,0.803578085,0.655758339,0.09502832,0.045747912,0.972095672,3,5257,77,0.028590148
BK035700,3035700,-73.926462,40.668704,13552.16486,0.400085397,0.169491525,45.04250887,0,0,67.5637633,0.597184279,0.182661174,0.817338826,0.674094708,0.04735376,0.048192771,0.961778147,3,2295,77,0.028590148
BK034700,3034700,-73.928177,40.672377,22489.56226,0.459206708,0.265977444,28.69481628,0,0,28.69481628,0.982880224,0.434578718,0.565421282,0.764546685,0.039242219,0.072408294,0.989473684,3,3140,77,0.028590148
BK034500,3034500,-73.934478,40.67273,15110.21533,0.189232624,0.129230769,6.070797642,0,0,30.35398821,0.535240483,0.159133635,0.840866366,0.654261705,0.075630252,0.13017276,0.97830454,3,2529,77,0.028590148
BK034300,3034300,-73.939072,40.672038,33350.72268,0.376418077,0.204631126,12.27483352,0,0,61.37416761,0.906600657,0.347193469,0.652806531,0.657163743,0.059210526,0.099190283,0.977732794,3,5434,77,0.028590148
BK034100,3034100,-73.945597,40.673334,18927.37718,0.180987962,0.140677966,21.43530824,0,0,42.87061648,0.975957644,0.422472011,0.577527989,0.689340102,0.088324873,0.184975462,0.971309928,3,2779,77,0.028590148
BK033900,3033900,-73.941001,40.671288,25370.38935,0.212379936,0.148214286,64.72038099,0,0,59.32701591,0.623882668,0.193357973,0.806642028,0.688189846,0.018211921,0.155612245,0.994472789,3,4541,77,0.028590148
BK033700,3033700,-73.943092,40.669604,22680.16522,0.193355641,0.151335312,19.97812395,9.989061977,1,99.89061977,0.748327525,0.249165156,0.750834844,0.719361856,0.052211748,0.112750496,0.718784409,3,4541,77,0.028590148
BK031702,3031702,-73.948616,40.670803,25603.26675,0.194242594,0.134673979,49.79796255,0,0,49.79796255,0.70882055,0.230194769,0.769805231,0.667391304,0.094927536,0.093081412,0.971658794,3,3579,77,0.028590148
BK031701,3031701,-73.948353,40.67343,26848.82642,0.280619298,0.158185163,14.61956244,0,0,36.54890609,0.879553928,0.326473293,0.673526707,0.662632375,0.10892587,0.085760958,0.983392322,3,3673,77,0.028590148
BK031500,3031500,-73.950852,40.677039,31413.39822,0.257212439,0.138912856,40.94093977,0,0,58.48705681,0.810517001,0.282351775,0.717648225,0.700406918,0.07629705,0.094954385,0.979705828,3,5371,77,0.028590148
BK031300,3031300,-73.942523,40.675769,28796.3002,0.289440471,0.119477912,48.174488,0,0,60.21810999,0.604811939,0.185680075,0.814319925,0.733173077,0.028846154,0.146173149,0.984943538,3,4782,77,0.028590148
BK031100,3031100,-73.937934,40.676204,19465.91657,0.311487759,0.148576513,50.6171679,0,0,101.2343358,0.914845644,0.354093903,0.645906097,0.717041801,0.091103966,0.119985141,0.996656761,3,2650,77,0.028590148
BK030900,3030900,-73.931329,40.675919,10069.77425,0.406025825,0.248927039,35.70841933,0,0,57.13347093,0.898837506,0.65903026,0.34096974,0.682593857,0,0.058865248,0.936879433,3,1593,77,0.028590148
BK030700,3030700,-73.925561,40.675218,15387.3983,0.543572706,0.29064588,39.32378814,0,0,82.57995509,0.942877377,0.380498302,0.619501698,0.728476821,0.03807947,0.12266803,0.959110657,3,3734,77,0.028590148
BK015900,3015900,-73.972884,40.675436,19809.64684,0.05980198,0.051767325,42.8022226,15.56444458,1,116.7333344,0.52678695,0.156047587,0.843952413,0.709812109,0.076647778,0.065213121,0.253977608,3,5091,78,0.02638397
BK015500,3015500,-73.977288,40.669524,22766.66195,0.058456973,0.039550562,13.48735897,0,0,74.18047435,0.772452066,0.261490077,0.738509923,0.665406427,0.074669187,0.07257109,0.186315166,3,3312,78,0.02638397
BK015300,3015300,-73.979299,40.667095,19854.06756,0.047702561,0.03030303,33.59402295,20.15641377,1,53.75043672,0.988182758,0.554353569,0.445646431,0.596719457,0.152149321,0.07749577,0.217597293,3,2955,78,0.02638397
BK015100,3015100,-73.983216,40.666361,21660.55475,0.097568389,0.010426111,39.50253145,19.75126573,1,46.0862867,0.634997285,0.197922727,0.802077273,0.71421976,0.048476454,0.059270517,0.223404255,3,3390,78,0.02638397
BK015700,3015700,-73.975998,40.672412,24399.72438,0.057929037,0.030659537,17.66815668,0,0,58.8938556,0.76654509,0.25841414,0.74158586,0.721189591,0.040520446,0.082066136,0.195027758,3,4143,78,0.02638397
BK013900,3013900,-73.986104,40.666911,25180.19221,0.169369848,0.071879553,26.69514148,0,0,80.08542445,0.817561181,0.286435713,0.713564287,0.691644205,0.075471698,0.083487941,0.416909621,3,3832,78,0.02638397
BK013700,3013700,-73.9841,40.6693,18878.66552,0.105225989,0.045427376,46.33613557,6.619447938,1,66.19447938,0.965659935,0.407344637,0.592655363,0.631984586,0.072575466,0.072230014,0.278050491,3,2972,78,0.02638397
BK013500,3013500,-73.982056,40.671777,19717.05319,0.134364261,0.042184965,20.27808007,0,0,54.07488019,0.987189734,0.556591223,0.443408777,0.600463231,0.082223509,0.047994515,0.296880357,3,2830,78,0.02638397
BK013300,3013300,-73.98,40.674158,25191.84133,0.095890411,0.023184602,20.60963294,13.7397553,1,75.56865412,0.550815799,0.164893972,0.835106028,0.742964353,0.084896811,0.069811835,0.329424598,3,3667,78,0.02638397
BK013100,3013100,-73.978277,40.676686,26314.60861,0.192448234,0.062094156,19.23113906,0,0,70.51417656,0.768695055,0.259529136,0.740470864,0.713096803,0.06000876,0.052375152,0.488428745,3,3994,78,0.02638397
BK012902,3012902,-73.975701,40.680515,16073.15316,0.085360038,0.051532033,61.31865774,38.32416108,1,76.64832217,0.998866349,0.483165134,0.516834866,0.681350955,0.081497797,0.056747735,0.325703386,3,2125,78,0.02638397
BK012901,3012901,-73.977835,40.68209,17090.67972,0.114235501,0.074319353,60.07268795,15.01817199,1,127.6544619,0.984200139,0.437151251,0.562848749,0.688763137,0.095392078,0.089191564,0.537785589,3,2239,78,0.02638397
BK012700,3012700,-73.983751,40.681973,21003.21988,0.381652455,0.091679507,0,0,0,80.18850467,0.995197022,0.465348241,0.534651759,0.706927176,0.108348135,0.099559471,0.735389134,3,3405,78,0.02638397
BK012500,3012500,-73.985864,40.678832,5328.957073,0.255190311,0.130872483,0,9.219648916,1,106.0259625,0.486890631,0.858158264,0.141841736,0.655935614,0.136820926,0.10899654,0.424740484,3,1240,78,0.02638397
BK016300,3016300,-73.969638,40.679137,17014.09835,0.095025729,0.030886076,44.68574748,5.585718435,1,44.68574748,0.999545959,0.510654117,0.489345883,0.729888119,0.044752264,0.07780696,0.586342745,3,3175,78,0.02638397
BK012300,3012300,-73.993829,40.67387,644.3494674,0.373737374,0.091954023,2.169526826,0,0,65.08580479,0.096145706,0.97535626,0.02464374,0.664556962,0,0.090909091,0.437710438,3,315,78,0.02638397
BK012100,3012100,-73.991563,40.672126,11725.45346,0.228571429,0.058885384,27.34799642,20.51099731,1,61.53299194,0.961148577,0.598553822,0.401446178,0.684695052,0.047180667,0.094460641,0.571428571,3,1796,78,0.02638397
BK011700,3011700,-73.992273,40.667372,14013.35999,0.272220286,0.088659794,0,0,0,68.26271393,0.933643312,0.62879896,0.37120104,0.693861694,0.114996115,0.082463466,0.534446764,3,2788,78,0.02638397
BK017700,3017700,-73.96776,40.657277,0,,,7.197226443,1.270098784,1,23.70851064,0,1,0,,,,,3,11,78,0.02638397
BK016500,3016500,-73.973985,40.669533,27686.38472,0.03177223,0.026692088,0,0,0,85.68099253,0.278950537,0.075426843,0.924573157,0.702369036,0.056056056,0.072003301,0.150195998,3,4847,78,0.02638397
BK016700,3016700,-73.978404,40.664163,28100.92534,0.055837564,0.043712385,43.3847546,18.59346626,1,43.3847546,0.306173083,0.083518633,0.916481367,0.719931857,0.0439523,0.073445082,0.179973533,3,4534,78,0.02638397
BK016100,3016100,-73.972606,40.678886,14520.68658,0.100078493,0.050028106,45.48374809,5.685468511,1,102.3384332,0.935962636,0.373471975,0.626528025,0.786390533,0.061538462,0.045810493,0.479639781,3,2568,78,0.02638397
BK025902,3025902,-73.944681,40.696663,62394.78115,0.543277553,0.386875612,0,0,0,70.14590348,0,0,1,0.67120954,0.080068143,0.07925801,0.873243395,3,3595,79,0.030098668
BK026100,3026100,-73.94666,40.6919,22409.88152,0.445046265,0.255798969,20.16637257,0,0,45.37433829,0.596146317,0.182252583,0.817747417,0.606116775,0.019462465,0.07424072,0.934983127,3,4445,79,0.030098668
BK027700,3027700,-73.939706,40.685901,24918.96516,0.386605416,0.204160247,48.19915893,0,0,54.22405379,0.697942456,0.22520119,0.77479881,0.688118812,0.073267327,0.082446809,0.977756286,3,4001,79,0.030098668
BK027500,3027500,-73.939168,40.68301,25334.67771,0.34908648,0.202090592,48.59204548,0,0,54.66605117,0.802273925,0.277667999,0.722332001,0.644727001,0.080777861,0.107168545,0.976504435,3,4171,79,0.030098668
BK027101,3027101,-73.939432,40.67811,12687.2337,0.283311772,0.056818182,29.28386313,14.64193156,1,117.1354525,0.812864443,0.283704163,0.716295837,0.751004016,0.058232932,0.107905366,0.987305251,3,1728,79,0.030098668
BK026900,3026900,-73.941658,40.681179,20861.93948,0.266423358,0.152647975,45.51695886,7.58615981,1,60.68927848,0.83417047,0.29638914,0.70361086,0.724838412,0.112650046,0.095272727,0.990181818,3,2809,79,0.030098668
BK026700,3026700,-73.942242,40.684137,25503.94608,0.275068767,0.172902494,24.77915577,0,0,30.97394472,0.589406822,0.179612275,0.820387725,0.654661017,0.050141243,0.138693223,0.984697595,3,4151,79,0.030098668
BK025700,3025700,-73.947762,40.697815,11517.32009,0.184777406,0.172631579,38.59322193,5.513317418,1,55.13317418,0.714188816,0.767306558,0.232693442,0.661842105,0.143421053,0.039731929,0.787936812,3,2026,79,0.030098668
BK025500,3025500,-73.951046,40.69822,36582.29034,0.50208292,0.225521669,14.41098694,14.41098694,1,43.23296081,0,0,1,0.746153846,0.07032967,0.089422888,0.889107741,3,5077,79,0.030098668
BK025100,3025100,-73.949051,40.687906,27173.87444,0.310507057,0.186751796,14.20484812,0,0,56.81939246,0.71950693,0.235192018,0.764807983,0.625766871,0.08793456,0.078933612,0.959487716,3,3779,79,0.030098668
BK024900,3024900,-73.948012,40.682764,24780.39543,0.215038314,0.085345312,17.53329866,5.844432886,1,40.9110302,0.873595534,0.322232971,0.677767029,0.558212712,0.104468219,0.102358491,0.989858491,3,4240,79,0.030098668
BK028501,3028501,-73.942468,40.699174,16942.98328,0.37075718,0.15,82.19049408,23.48299831,1,46.96599662,0.256755617,0.931058112,0.068941888,0.183006536,0.758169935,0.082467083,0.705474706,3,1422,79,0.030098668
BK028502,3028502,-73.939082,40.697309,23766.75648,0.538461539,0.326478149,58.21109004,0,0,16.63174001,0.399679307,0.112598176,0.887401824,0.745762712,0.093220339,0.10846746,0.907977607,3,2921,79,0.030098668
BK024500,3024500,-73.951485,40.682381,21699.05757,0.339654684,0.069281046,54.93432297,6.103813663,1,67.14195029,0.766084559,0.258175972,0.741824028,0.616835994,0.057329463,0.090576653,0.980590717,3,3555,79,0.030098668
BK024300,3024300,-73.952528,40.687502,25635.30559,0.273316708,0.139333333,63.73770659,12.74754132,1,19.12131198,0.588392336,0.179216715,0.820783285,0.69540693,0.018533441,0.103182496,0.959970164,3,3954,79,0.030098668
BK024100,3024100,-73.953896,40.691778,7903.999113,0.3875,0.084745763,55.42776377,11.08555275,1,99.76997478,0.77966723,0.734698088,0.265301912,0.519354839,0.067741936,0.25315568,0.879382889,3,1564,79,0.030098668
BK023900,3023900,-73.954115,40.697864,1757.524599,0.243727599,0.194690266,31.49685661,0,0,44.09559926,0.665660056,0.789110681,0.210889319,0.505494506,0.120879121,0.021505376,0.874551971,3,417,79,0.030098668
BK028300,3028300,-73.939306,40.695769,30396.81941,0.543057504,0.295787546,33.5505733,0,0,50.32585994,0.612025156,0.188561867,0.811438134,0.708333333,0.072580645,0.068156733,0.889072848,3,3624,79,0.030098668
BK023700,3023700,-73.958921,40.696794,7010.454186,0.540517962,0.135549872,23.42674749,0,0,46.85349498,0.906705763,0.652720527,0.347279473,0.438438438,0.396396396,0.045112782,0.664160401,3,1421,79,0.030098668
BK025300,3025300,-73.949938,40.692334,15928.20384,0.290167866,0.170949721,12.55177608,6.275888038,1,31.37944019,0.987585679,0.444290214,0.555709787,0.684210526,0.055476529,0.080772262,0.941686367,3,2528,79,0.030098668
BK023500,3023500,-73.957893,40.691409,13354.553,0.419406151,0.21418637,34.59728757,0,0,55.35566012,0.976442534,0.423257791,0.576742209,0.613553114,0.073260073,0.065284974,0.773056995,3,1953,79,0.030098668
BK023300,3023300,-73.95673,40.689035,27872.59224,0.38924776,0.164518109,45.73963854,17.15236445,1,68.60945781,0.932004071,0.369619855,0.630380145,0.793789809,0.017515924,0.068102564,0.936615385,3,4875,79,0.030098668
BK022900,3022900,-73.957531,40.684676,18284.56128,0.285492389,0.166094715,45.34299139,0,0,68.01448709,0.754597659,0.252309497,0.747690503,0.664957265,0.035042735,0.09516429,0.967761934,3,3153,79,0.030098668
BK022700,3022700,-73.956757,40.680762,14217.2341,0.288155227,0.121980676,57.26158729,8.180226756,1,81.80226756,0.999518561,0.510970863,0.489029137,0.604929578,0.103521127,0.084004603,0.936708861,3,3406,79,0.030098668
BK025901,3025901,-73.944433,40.695207,24272.39583,0.45536186,0.369458128,25.23118069,0,0,50.46236139,0.986160514,0.441179328,0.558820672,0.606469003,0.018867925,0.045218295,0.840956341,3,1887,79,0.030098668
BK026300,3026300,-73.943265,40.689316,14610.13054,0.337576093,0.208823529,31.91727044,0,0,55.85522326,0.365935432,0.101859143,0.898140857,0.592936803,0.031598513,0.089568542,0.947023484,3,1877,79,0.030098668
BK026500,3026500,-73.942859,40.687121,23068.9026,0.337757313,0.177130045,24.82529201,0,0,49.65058402,0.85636581,0.310504492,0.689495508,0.654460094,0.076056338,0.074522464,0.989776702,3,3717,79,0.030098668
BK027900,3027900,-73.93764,40.689958,22822.91322,0.380699894,0.194018964,36.12173023,0,0,42.1420186,0.497629894,0.145609641,0.854390359,0.579395085,0.065217391,0.10076497,0.987074651,3,3791,81,0.031164401
BK027300,3027300,-73.936438,40.679992,20973.18261,0.30106486,0.152366864,40.39778351,6.732963918,1,74.0626031,0.626129634,0.194275301,0.805724699,0.664893617,0.040780142,0.094382023,0.985874799,3,3061,81,0.031164401
BK027102,3027102,-73.933692,40.678773,8199.843172,0.310564663,0.217391304,44.80788619,14.93596206,1,89.61577238,0.942573823,0.619818798,0.380181203,0.774509804,0.029411765,0.054644809,1,3,1082,81,0.031164401
BK028100,3028100,-73.938433,40.692091,22343.77387,0.580535966,0.269045323,30.55767762,0,0,61.11535523,0.932709917,0.370298339,0.629701661,0.692524683,0.078984485,0.044584245,0.914113786,3,3579,81,0.031164401
BK029100,3029100,-73.934471,40.689534,17092.68058,0.298220641,0.067708333,30.07157034,0,0,60.14314068,0.915516346,0.35466964,0.64533036,0.58781362,0.01911589,0.071780436,0.986980999,3,2777,81,0.031164401
BK038700,3038700,-73.926374,40.691234,18380.2206,0.317483329,0.197540354,56.45976728,0,0,66.72517952,0.990700422,0.451782839,0.548217161,0.724637681,0.034161491,0.067020385,0.966769059,3,3581,81,0.031164401
BK038500,3038500,-73.924981,40.687552,20693.11674,0.283070975,0.133287765,34.22235404,0,0,57.03725674,0.506565168,0.148775416,0.851224584,0.716842962,0.02441009,0.10446527,0.968026461,3,3628,81,0.031164401
BK038300,3038300,-73.924375,40.684669,22844.90146,0.211562737,0.072372561,51.41388175,0,0,39.98857469,0.540155691,0.160940894,0.839059106,0.631652661,0.073529412,0.108277069,0.95923981,3,3999,81,0.031164401
BK038100,3038100,-73.926617,40.679929,19868.79792,0.392415672,0.170498084,16.39001684,0,0,49.17005052,0.429656772,0.122394641,0.877605359,0.822027135,0.027932961,0.107238606,0.988244999,3,4849,81,0.031164401
BK037900,3037900,-73.917835,40.680164,16615.79998,0.258157046,0.162098669,41.08463435,11.73846696,1,82.16926869,0.756658156,0.253351544,0.746648456,0.708933718,0.013448607,0.065347934,0.990815966,3,2827,81,0.031164401
BK037700,3037700,-73.918729,40.683752,20661.73768,0.242110846,0.134603565,54.04587414,0,0,59.45046155,0.540416807,0.161037173,0.838962827,0.626920263,0.016093636,0.094951609,0.986398117,3,3827,81,0.031164401
BK037500,3037500,-73.920241,40.688109,16175.37389,0.339032375,0.253205128,46.24838853,11.56209713,1,46.24838853,0.987540418,0.444188752,0.555811248,0.582668187,0.090079818,0.0768406,0.949606862,3,2831,81,0.031164401
BK029900,3029900,-73.925148,40.677339,10910.40021,0.303403331,0.198,40.76114648,0,0,108.6963906,0.699494222,0.225907963,0.774092037,0.704663212,0.049222798,0.165006227,0.965753425,3,1657,81,0.031164401
BK029700,3029700,-73.929781,40.681017,16074.49998,0.265625,0.160677966,34.3997248,9.828492801,1,58.9709568,0.82238666,0.289279011,0.710720989,0.550122249,0.036674817,0.131152553,1,3,3349,81,0.031164401
BK029500,3029500,-73.933309,40.68367,23376.95726,0.257920922,0.122857143,42.84857314,0,0,48.96979788,0.47903068,0.139108978,0.860891022,0.621418827,0.076398363,0.115213407,0.995286724,3,3745,81,0.031164401
BK029300,3029300,-73.93383,40.686593,19922.56332,0.313355643,0.191310976,53.94195845,0,0,47.94840751,0.918847284,0.357563421,0.642436579,0.635651322,0.05582762,0.124548737,0.967509025,3,3277,81,0.031164401
BK028900,3028900,-73.932155,40.692781,20558.82175,0.364292155,0.209115282,42.42681375,12.12194679,1,84.85362749,0.779686988,0.265312435,0.734687565,0.602125148,0.070838253,0.091981132,0.890330189,3,3432,81,0.031164401
BK028700,3028700,-73.935765,40.695309,18584.74137,0.488146552,0.193686007,66.46903208,13.29380642,1,86.4097417,0.960598138,0.400750488,0.599249512,0.635346756,0.124161074,0.070100143,0.896638054,3,2755,81,0.031164401
BK044700,3044700,-73.922052,40.707019,11458.30029,0.412513843,0.1414791,6.344573803,38.06744282,1,107.8577547,0.822936173,0.710394764,0.289605236,0.6171875,0.171875,0.070874862,0.613510521,3,1883,83,0.024463865
BK044500,3044500,-73.918668,40.704669,29341.51293,0.298330404,0.141700405,51.22918014,25.61459007,1,83.24741773,0.981990985,0.432901165,0.567098835,0.493284493,0.262515263,0.061326932,0.714098647,3,4576,83,0.024463865
BK044300,3044300,-73.915696,40.702843,30471.12596,0.312730807,0.117040359,23.529827,23.529827,1,70.58948099,0.994282296,0.462192249,0.537807752,0.582411796,0.249078462,0.052509653,0.654054054,3,5210,83,0.024463865
BK044100,3044100,-73.913221,40.701463,38662.53717,0.350258329,0.134985049,20.6017072,0,0,75.53959305,0.746144994,0.248079871,0.751920129,0.591591592,0.157657658,0.074600355,0.709946714,3,5630,83,0.024463865
BK043900,3043900,-73.908367,40.697071,18909.7872,0.258921385,0.147019868,45.59016468,10.13114771,1,106.3770509,0.960635134,0.400797095,0.599202906,0.660714286,0.133116883,0.077417627,0.786498795,3,3778,83,0.024463865
BK043700,3043700,-73.907307,40.693531,32447.12094,0.352774975,0.161172161,38.72741708,0,0,58.09112561,0.681338064,0.217749253,0.782250747,0.584177215,0.150632911,0.056296002,0.837875472,3,5027,83,0.024463865
BK043500,3043500,-73.912394,40.694294,29680.99861,0.378402499,0.157701712,13.20916716,0,0,52.83666865,0.895090252,0.338051128,0.661948872,0.563498099,0.090494297,0.040720961,0.880729862,3,4494,83,0.024463865
BK043300,3043300,-73.915665,40.69808,23388.53146,0.459916782,0.234058515,51.01097374,0,0,95.64557575,0.969498063,0.412675981,0.587324019,0.644934804,0.115346038,0.070883315,0.752181025,3,3668,83,0.024463865
BK043100,3043100,-73.918705,40.698511,32394.33161,0.385185185,0.201594533,42.97959083,12.2798831,1,116.6588894,0.999203404,0.514112018,0.485887982,0.605224964,0.160377359,0.041698256,0.709438969,3,5276,83,0.024463865
BK042900,3042900,-73.922959,40.700352,33742.59764,0.484239695,0.188635032,34.73247313,0,0,52.09870969,0.871138605,0.320513653,0.679486347,0.601231717,0.173979985,0.037913879,0.766683822,3,5829,83,0.024463865
BK042700,3042700,-73.927455,40.702832,38219.21268,0.426220712,0.111774281,40.9564701,0,0,102.3911753,0.793931014,0.273025891,0.72697411,0.589227774,0.198572356,0.028219325,0.662439721,3,5599,83,0.024463865
BK042500,3042500,-73.930497,40.702246,13522.6584,0.424400872,0.161697248,17.65360104,0,0,82.38347152,0.94759646,0.614459097,0.385540903,0.581529582,0.213564214,0.049608355,0.726283725,3,2260,83,0.024463865
BK042300,3042300,-73.926245,40.697915,14452.17583,0.441334356,0.121767241,33.13452618,11.04484206,1,93.8811575,0.997338013,0.525797223,0.474202777,0.595,0.175,0.057317539,0.782193351,3,2634,83,0.024463865
BK042100,3042100,-73.923145,40.69756,21239.62752,0.4370723,0.239412273,49.46638141,0,0,74.19957212,0.670626178,0.213044506,0.786955494,0.486735871,0.14994233,0.065211063,0.790101892,3,3481,83,0.024463865
BK041900,3041900,-73.91979,40.69615,26399.04077,0.364745587,0.143922446,20.3225872,0,0,47.41937014,0.701615501,0.226877088,0.773122912,0.572444444,0.088,0.057223505,0.845265589,3,3908,83,0.024463865
BK041700,3041700,-73.917621,40.692466,21813.78918,0.447649919,0.218258132,42.13867839,0,0,35.11556533,0.606004084,0.18615453,0.81384547,0.505494506,0.133241758,0.079523503,0.794913072,3,3197,83,0.024463865
BK041500,3041500,-73.914626,40.69089,22149.43257,0.367414796,0.141146279,18.26506259,0,0,73.06025035,0.660776723,0.208785613,0.791214387,0.522403259,0.038696538,0.064321056,0.907366685,3,3638,83,0.024463865
BK041300,3041300,-73.909482,40.690215,20112.44601,0.387786733,0.246959776,49.64503798,0,0,55.85066773,0.775629722,0.263161301,0.736838699,0.577889447,0.052763819,0.073125579,0.906510336,3,3249,83,0.024463865
BK041100,3041100,-73.906456,40.688498,21448.6269,0.364759887,0.166500499,37.53697392,0,0,37.53697392,0.467247603,0.135050553,0.864949448,0.563204005,0.13767209,0.081904095,0.914245712,3,2837,83,0.024463865
BK040900,3040900,-73.90502,40.689953,25139.02914,0.421504146,0.187453323,42.66879062,7.111465104,1,56.89172083,0.881481674,0.327867547,0.672132453,0.568030447,0.078972407,0.057708628,0.876379067,3,3507,83,0.024463865
BK040700,3040700,-73.901286,40.683922,0,,,0,0,0,5.982029982,0,1,0,,,,,3,0,83,0.024463865
BK040500,3040500,-73.905079,40.681572,9351.273289,0.345173745,0.142585551,21.44787452,7.149291505,1,85.79149806,0.953407964,0.392074058,0.607925942,0.67849224,0.026607539,0.046636086,0.956422018,3,1335,83,0.024463865
BK040300,3040300,-73.90795,40.684653,14814.33562,0.313367174,0.222389181,39.8101058,9.952526449,1,64.69142192,0.807700237,0.280740015,0.719259985,0.665330661,0.042084168,0.075915351,0.946254619,3,2981,83,0.024463865
BK040100,3040100,-73.911646,40.686872,20102.6625,0.381921281,0.152235966,62.29520452,6.229520452,1,87.21328632,0.909323795,0.34943755,0.65056245,0.674712644,0.051724138,0.046792687,0.886272079,3,3157,83,0.024463865
BK039900,3039900,-73.916885,40.689829,25472.42342,0.395816354,0.382067851,13.48817761,0,0,87.67315448,0.698719483,0.22555487,0.77444513,0.668994413,0.032122905,0.084193805,0.919512841,3,3777,83,0.024463865
BK039700,3039700,-73.918309,40.688419,20551.97852,0.336715282,0.146656535,25.88410393,19.41307794,1,84.12333776,0.822246707,0.289196007,0.710803993,0.573500967,0.106382979,0.071473552,0.962216625,3,3237,83,0.024463865
BK039500,3039500,-73.923879,40.693377,21774.54554,0.337928922,0.125,30.73764193,0,0,116.8030393,0.928572459,0.366370343,0.633629657,0.642725599,0.079189687,0.175889328,0.792490119,3,3636,83,0.024463865
BK039300,3039300,-73.930384,40.695179,15119.70663,0.335315985,0.120921305,53.69214001,10.738428,1,102.015066,0.997270716,0.473878724,0.526121276,0.510497238,0.116022099,0.061079546,0.850852273,3,2800,83,0.024463865
BK039100,3039100,-73.932483,40.698807,8370.360264,0.379310345,0.200527705,17.79665542,0,0,112.712151,0.976122134,0.577262323,0.422737677,0.542307692,0.15,0.141034727,0.80368533,3,1467,83,0.024463865
BK038900,3038900,-73.93675,40.698718,14468.16503,0.329046563,0.156211562,37.56338822,0,0,131.4718588,0.896032419,0.661220021,0.338779979,0.630177515,0.170118343,0.057983557,0.751622674,3,2287,83,0.024463865
BK002500,3002500,-73.982461,40.696453,11554.17187,0.382767624,0.23628692,18.10053035,0,0,211.172854,0.855126008,0.690311581,0.309688419,0.821359223,0.141747573,0.088250653,0.871018277,3,2105,84,0.043077435
BK004100,3004100,-73.983694,40.68596,20823.91643,0.061204344,0.041747573,31.38968409,0,0,69.05730501,0.946568042,0.384423231,0.615576769,0.623909697,0.097998974,0.157371119,0.273138378,3,3251,84,0.043077435
BK003900,3003900,-73.979505,40.68427,13238.60377,0.216190476,0.102008032,69.34506736,6.304097033,1,69.34506736,0.874821363,0.676902966,0.323097035,0.667274385,0.12579763,0.060952381,0.541904762,3,2119,84,0.043077435
BK003700,3003700,-73.98455,40.688636,2263.030103,0.283854167,0.164750958,111.9728436,35.35984536,1,135.5460739,0.042205402,0.989334905,0.010665095,0.935779817,0.027522936,0.135416667,0.606770833,3,357,84,0.043077435
BK002100,3002100,-73.987578,40.702528,2085.373772,0.16710642,0.01558753,14.67281458,1.834101822,1,132.0553312,0.622527194,0.807194078,0.192805922,0.626699629,0.121137206,0.004397537,0.243623571,3,1134,84,0.043077435
BK000700,3000700,-73.996325,40.692278,25260.47263,0.074452117,0.051851852,20.79621786,0,0,90.11694407,0.68796316,0.220698711,0.779301289,0.703214443,0.106120652,0.08946213,0.158068057,3,3682,84,0.043077435
