"","CTLabel","BoroCode","BoroName","CT2000","BoroCT2000","CDEligibil","NTACode","NTANAme","PUMA","Shape_Leng","Shape_Area","id","Name","popdens","povrate","unemp","busdens","subdens","subacc","intdens","landind","nonres","resid","ptrans","pwalk","propoa","propnonw","offpcap","avg_er_charges_tot","avg_charges_tot","avgChronCond","ctrdlong","ctrdlat"
"222","401","2","Bronx","040100","2040100","E","BX05","Bedford Park-Fordham North","3706",5663.36440693,1841945.91254,"221",NA,29932.98669,0.341274952,0.199212155,33.87361753,5.645602922,1,124.2032643,0.999579881,0.510248398,0.489751602,0.752967359,0.045994065,0.13410034,0.713881554,0.025792854,2070.37542857143,42960.1892307692,4.59459459459459,-73.897537,40.865379
"223","403.01","2","Bronx","040301","2040301","E","BX28","Van Cortlandt Village","3701",5389.79939931,1672516.08358,"222",NA,57171.10581,0.326634958,0.196658851,33.40214175,33.40214175,1,113.5672819,0.350280624,0.09697414,0.90302586,0.595882577,0.073198628,0.060528161,0.745851835,0.025792854,1692.48538461538,35671.195177305,4.91919191919192,-73.894308,40.869813
"224","403.02","2","Bronx","040302","2040302","E","BX05","Bedford Park-Fordham North","3706",4411.19902186,679921.955842,"223",NA,80418.63727,0.398878924,0.21468575,107.8962039,35.96540128,1,305.7059109,0.215234853,0.057065144,0.942934856,0.720613288,0.055366269,0.045169946,0.730769231,0.025792854,1710.45677419355,44248.485257732,4.44117647058824,-73.891781,40.868111
"225","404","2","Bronx","040400","2040400","E","BX44","Williamsbridge-Olinville","3702",6116.02702416,2316966.97336,"224",NA,13781.65979,0.22907489,0.087608524,9.218501533,0,0,50.70175843,0.932452045,0.370050053,0.629949948,0.436619718,0.037852113,0.152508361,0.953177258,0.020663587,2347.5588,95793.5141176471,4.79166666666667,-73.852614,40.886511
"226","405","2","Bronx","040500","2040500","E","BX05","Bedford Park-Fordham North","3706",6427.75840191,2410330.73641,"225",NA,52784.67743,0.396306306,0.164260826,14.16658009,0,0,80.27728719,0.612230263,0.1886442,0.8113558,0.614427861,0.112873134,0.047861872,0.788423689,0.025792854,2251.73837209302,52734.6219202899,4.56382978723404,-73.888997,40.866668
"227","406","2","Bronx","040600","2040600","E","BX44","Williamsbridge-Olinville","3702",6241.56726793,2403938.55539,"226",NA,15476.1959,0.253982301,0.105919003,22.77250721,4.554501442,1,45.54501442,0.792211261,0.27208075,0.72791925,0.529202279,0.036324786,0.091818717,0.968510889,0.020663587,2436.93089285714,71444.5466141732,5.24444444444444,-73.85832,40.888327
"228","407.01","2","Bronx","040701","2040701","E","BX28","Van Cortlandt Village","3701",3907.03265237,630566.033669,"227",NA,59060.80997,0.423764777,0.16203336,35.69707463,0,0,178.4853731,0.337288186,0.092964432,0.907035568,0.673135853,0.063329929,0.04502871,0.710788758,0.025792854,1674.88305555556,45131.8296190476,4.27027027027027,-73.889857,40.871359
"229","407.02","2","Bronx","040702","2040702","E","BX05","Bedford Park-Fordham North","3706",6195.82466868,1956959.09937,"228",NA,38789.99244,0.255392451,0.123969903,40.41827137,0,0,144.3509692,0.690711389,0.221931388,0.778068612,0.547058824,0.086134454,0.069514737,0.703334326,0.025792854,2279.35807692308,34532.9064548495,4.60576923076923,-73.886054,40.868643
"230","415","2","Bronx","041500","2041500","E","BX05","Bedford Park-Fordham North","3706",5181.19316487,1471378.01706,"229",NA,43793.86187,0.24764109,0.110166216,62.17407186,0,0,93.26110779,0.386167164,0.108262576,0.891737424,0.548214286,0.058035714,0.070452529,0.647382431,0.025792854,2159.71309090909,42453.576374269,4.88135593220339,-73.883714,40.869601
"231","418","2","Bronx","041800","2041800","E","BX62","Woodlawn-Wakefield","3702",5752.51750293,1927794.21171,"230",NA,19821.14255,0.145950506,0.08518754,22.24595124,0,0,55.61487809,0.751957668,0.250980758,0.749019242,0.56372549,0.027310924,0.077160494,0.805274972,0.020663587,2162.15483870968,40065.8576146789,5.23684210526316,-73.857137,40.896851
"232","421","2","Bronx","042100","2042100","E","BX43","Norwood","3706",8763.67552795,2669986.36684,"231",NA,27382.15971,0.271709531,0.110581831,28.05959859,16.03405634,1,80.17028168,0.973145272,0.581937061,0.418062939,0.490342925,0.275916437,0.082271995,0.722002635,0.025792854,2231.79325301205,42701.3146666667,5,-73.881678,40.881445
"233","422","2","Bronx","042200","2042200","E","BX44","Williamsbridge-Olinville","3702",5599.1611379,1884434.58738,"232",NA,15975.40071,0.224926254,0.058362369,23.56253792,5.89063448,1,70.68761376,0.684802621,0.21928779,0.78071221,0.483474976,0.050991501,0.159292035,0.824115044,0.020663587,2373.38818181818,45911.7012711864,4.31707317073171,-73.854971,40.891711
"234","423","2","Bronx","042300","2042300","E","BX43","Norwood","3706",6158.03140706,1910068.97723,"233",NA,20927.20757,0.259681698,0.117840685,21.95353534,16.46515151,1,49.39545452,0.627654236,0.194899294,0.805100707,0.567463377,0.074016962,0.074219775,0.611329662,0.025792854,2427.6645,81933.0414765101,4.96153846153846,-73.87719,40.877695
"235","424","2","Bronx","042400","2042400","I","BX44","Williamsbridge-Olinville","3702",5694.37169254,1882378.42719,"234",NA,14349.07532,0.117077465,0.08161512,17.10259275,0,0,57.00864251,0.803947266,0.278610787,0.721389213,0.431332655,0.014242116,0.178784267,0.937624156,0.020663587,2898.70071038251,84646.0099180328,6.33846153846154,-73.848169,40.888414
"236","426","2","Bronx","042600","2042600","I","BX62","Woodlawn-Wakefield","3702",11165.0148284,5473783.53231,"235",NA,12840.43527,0.119595645,0.101486749,13.89227927,0,0,55.56911707,0.409775463,0.115869639,0.884130361,0.432677761,0.047276853,0.108191654,0.936321484,0.020663587,2308.26752380952,57312.6743154762,5,-73.843027,40.889408
"237","428","2","Bronx","042800","2042800","I","BX62","Woodlawn-Wakefield","3702",5422.98019135,1821035.09921,"236",NA,13502.285,0.046153846,0.035159444,23.74028132,0,0,53.41563298,0.4973919,0.145525706,0.854474294,0.407407407,0.017592593,0.097582418,0.906373626,0.020663587,1852.70512820513,51889.385412844,5.10526315789474,-73.845302,40.893743
"238","429.01","2","Bronx","042901","2042901","E","BX43","Norwood","3706",5723.46023012,1032407.71104,"237",NA,33089.60603,0.332695985,0.110210697,10.3566842,0,0,62.14010522,0.188632608,0.049620329,0.950379671,0.651162791,0.090116279,0.056338028,0.613458529,0.025792854,2641.93954545455,48314.8484285714,4.76,-73.874477,40.873839
"239","429.02","2","Bronx","042902","2042902","E","BX43","Norwood","3706",5428.6705926,1084491.21673,"238",NA,32313.37378,0.270025474,0.145265889,26.37826431,0,0,87.9275477,0.578211726,0.175273856,0.824726144,0.665605096,0.051751592,0.074013605,0.674285714,0.025792854,2675.84047169811,67365.0145581395,6.53846153846154,-73.873171,40.877645
"240","430","2","Bronx","043000","2043000","I","BX62","Woodlawn-Wakefield","3702",5850.89679381,2219376.16223,"239",NA,14820.9999,0.084674823,0.090852905,4.744238123,0,0,80.65204809,0.187104213,0.049196332,0.950803668,0.55,0.029166667,0.091229193,0.816581306,0.020663587,1967.19919354839,58957.3786124402,5.39189189189189,-73.851225,40.894233
"241","431","2","Bronx","043100","2043100","E","BX43","Norwood","3706",10450.207612,2207623.17212,"240",NA,47262.06468,0.259727731,0.122760096,33.70359136,4.814798766,1,81.85157901,0.85936733,0.312494887,0.687505114,0.544251969,0.153700787,0.103198859,0.771699267,0.025792854,2615.01564032698,72845.8308148148,6.20408163265306,-73.876725,40.881142
"242","432","2","Bronx","043200","2043200","E","BX62","Woodlawn-Wakefield","3702",6059.33069393,1742383.76634,"241",NA,16395.50302,0.195245518,0.116258741,25.13683867,6.284209666,1,106.8315643,0.842854641,0.301792181,0.69820782,0.50513347,0.059548255,0.087006516,0.801073208,0.020663587,1727.36547619048,64987.6420353982,5.35,-73.8544,40.89596
"243","436","2","Bronx","043600","2043600","I","BX62","Woodlawn-Wakefield","3702",5633.95486034,1679294.19118,"242",NA,14388.7621,0.109251101,0.099384345,12.64390343,0,0,69.54146884,0.252298844,0.067651427,0.932348573,0.514084507,0.020120724,0.074253076,0.844463972,0.020663587,1687.5527027027,34512.567047619,5.32432432432432,-73.849354,40.896978
"244","438","2","Bronx","043800","2043800","I","BX62","Woodlawn-Wakefield","3702",5863.74312374,2120209.9997,"243",NA,15782.22483,0.128557409,0.071777004,20.55646347,0,0,56.53027453,0.264512936,0.071197288,0.928802712,0.410436137,0,0.125040703,0.872679909,0.020663587,2004.10777777778,59193.5902061856,4.89393939393939,-73.845803,40.899978
"245","440","2","Bronx","044000","2044000","E","BX62","Woodlawn-Wakefield","3702",6218.42534977,2018629.2944,"244",NA,4977.370522,0.173572228,0.148571429,11.14752636,5.573763182,1,72.45892137,0.962875396,0.59633873,0.40366127,0.456375839,0.10738255,0.1075028,0.77043673,0.020663587,3494.794,49120.7305555556,4.85,-73.851704,40.900628
"246","449.01","2","Bronx","044901","2044901","I","BX62","Woodlawn-Wakefield","3702",5579.05414583,1702192.64125,"245",NA,12247.50656,0.083165323,0.005586592,12.29052339,0,0,92.17892544,0.223947867,0.059530894,0.940469106,0.453941121,0.005698006,0.21224285,0.081786252,0.020663587,1459.43533333333,42759.484969697,5.64347826086957,-73.873626,40.897825
"247","458","2","Bronx","045800","2045800","E","BX03","Eastchester-Edenwald-Baychester","3702",6479.61056043,2582651.18719,"246",NA,29884.03575,0.528506034,0.192326856,20.3875261,0,0,44.85255741,0.475444757,0.137869069,0.862130931,0.633928571,0.089285714,0.060581253,0.820848683,0.020663587,2573.2996124031,76392.8126792453,5.01075268817204,-73.845038,40.885734
"248","312","2","Bronx","031200","2031200","I","BX31","Allerton-Pelham Gardens","3704",7184.57074611,2175833.77186,"247",NA,7729.287385,0.033205619,0.047158404,34.5498159,0,0,74.03531978,0.838302601,0.298941925,0.701058075,0.288486417,0.012936611,0.229246488,0.217752235,0.022355939,2214.55195121951,42576.1117127072,5,-73.842385,40.861914
"249","314","2","Bronx","031400","2031400","I","BX31","Allerton-Pelham Gardens","3704",7230.03919661,2272270.86214,"248",NA,9509.516596,0.054794521,0.039906103,14.15808922,0,0,75.5098092,0.733807806,0.242030916,0.757969084,0.37944664,0.014492754,0.237220844,0.282878412,0.022355939,2584.88191780822,77027.4787238979,6.84810126582278,-73.845726,40.861935
"250","316","2","Bronx","031600","2031600","I","BX31","Allerton-Pelham Gardens","3704",6325.93394938,1906941.25059,"249",NA,10290.20563,0.148022599,0.050974513,11.4910169,0,0,86.18262673,0.073868508,0.018821371,0.981178629,0.274881517,0.055292259,0.203238414,0.372417644,0.022355939,2352.95333333333,52548.2378034682,5.2741935483871,-73.848599,40.862003
"251","318","2","Bronx","031800","2031800","I","BX31","Allerton-Pelham Gardens","3704",7249.43184983,1919429.49216,"250",NA,9933.868335,0.037271004,0.085152838,5.647452152,0,0,101.6541387,0.532328538,0.158067455,0.841932545,0.329736211,0.017985612,0.209209778,0.359295054,0.022355939,2181.42206703911,56604.1053629977,6.12258064516129,-73.851404,40.862029
"252","320","2","Bronx","032000","2032000","I","BX31","Allerton-Pelham Gardens","3704",7318.88752362,2117799.74603,"251",NA,10769.50691,0.055642226,0.083780881,10.25667325,5.128336624,1,82.05338598,0.287408009,0.07792418,0.92207582,0.368802902,0.032648126,0.234761905,0.339047619,0.022355939,1642.97350877193,34028.4597757848,5.32051282051282,-73.854154,40.862079
"253","322","2","Bronx","032200","2032200","I","BX31","Allerton-Pelham Gardens","3704",6789.62044862,1442378.55393,"252",NA,8024.327608,0.117860381,0.014553015,29.10000946,0,0,58.20001892,0.987360912,0.44378815,0.55621185,0.361173815,0,0.175883953,0.282864914,0.022355939,1997.89960526316,54955.5047674419,6.56451612903226,-73.857081,40.862203
"254","323","2","Bronx","032300","2032300","I","BX22","North Riverdale-Fieldston-Riverdale","3701",11388.227638,6051827.86297,"253",NA,9373.142848,0.047100039,0.033767971,7.225394371,0,0,54.19045778,0.707209305,0.229449314,0.770550686,0.439788732,0.042957747,0.197147813,0.260358451,0.017284562,1626.54635087719,43064.7387866109,5.26409495548961,-73.908266,40.903674
"255","324","2","Bronx","032400","2032400","E","BX07","Bronxdale","3704",7625.53450556,2893734.1097,"254",NA,10677.85083,0.346744696,0.12849162,11.33529812,0,0,64.233356,0.999866701,0.505772761,0.494227239,0.486129458,0.064729194,0.171266808,0.526185421,0.022355939,2713.35155405405,78630.0665780731,5.68518518518519,-73.859485,40.862172
"256","330","2","Bronx","033000","2033000","E","BX07","Bronxdale","3704",7143.78148303,2218401.15616,"255",NA,25838.97028,0.177555425,0.09632572,30.33336367,10.11112122,1,91.000091,0.783948369,0.267593228,0.732406772,0.552766686,0.071876783,0.14185091,0.473292898,0.022355939,2308.57266233766,70023.1015710723,5.35971223021583,-73.865631,40.862152
"257","333","2","Bronx","033300","2033300","I","BX22","North Riverdale-Fieldston-Riverdale","3701",10318.0836184,4558529.52955,"256",NA,956.3712542,0.015789474,0,9.108297659,0,0,63.75808361,0.601449749,0.184345818,0.815654182,0.281105991,0.050691244,0.252380952,0.178571429,0.017284562,NA,32034.6190740741,4.52631578947368,-73.906538,40.896978
"258","338","2","Bronx","033800","2033800","E","BX07","Bronxdale","3704",5944.42355068,1737241.41821,"257",NA,23569.00211,0.335956581,0.16286645,25.4937827,6.373445676,1,70.10790244,0.771487636,0.260985166,0.739014834,0.658516707,0.056234719,0.074094105,0.775013521,0.022355939,1747.80333333333,30720.5292682927,5.02325581395349,-73.86541,40.868604
"259","339","2","Bronx","033900","2033900","I","BX22","North Riverdale-Fieldston-Riverdale","3701",7415.68627328,2687238.23937,"258",NA,4803.531245,0.09009009,0.032102729,11.80228807,0,0,82.61601649,0.981714716,0.432388455,0.567611545,0.301003345,0.048494983,0.151515152,0.121212121,0.017284562,1672.57358974359,42207.95328,5,-73.901882,40.905703
"260","341","2","Bronx","034100","2034100","I","BX22","North Riverdale-Fieldston-Riverdale","3701",5261.4225776,1512612.40634,"259",NA,13427.71865,0.116124751,0.233898305,21.47289762,0,0,57.26106033,0.48568028,0.141419563,0.858580437,0.289120715,0.114754098,0.194029851,0.195628998,0.017284562,1237.71434782609,36863.9292165899,4.89473684210526,-73.901451,40.910766
"261","343","2","Bronx","034300","2034300","I","BX22","North Riverdale-Fieldston-Riverdale","3701",5165.12548878,1341098.87609,"260",NA,12647.97716,0.044764795,0.033333333,8.348499775,0,0,75.13649797,0.581591172,0.176577355,0.823422645,0.294706724,0.032904149,0.210561056,0.378217822,0.017284562,2013.66397435897,56727.2840174672,6.79878048780488,-73.898025,40.910057
"262","345","2","Bronx","034500","2034500","I","BX22","North Riverdale-Fieldston-Riverdale","3701",7334.76309106,2745146.52608,"261",NA,13939.68368,0.108316662,0.060520362,11.95171507,0,0,115.5332457,0.493563495,0.144178238,0.855821762,0.343428225,0.036341611,0.198056588,0.323521006,0.017284562,1705.62081967213,33810.7015063521,5.21243523316062,-73.898826,40.905103
"263","346","2","Bronx","034600","2034600","E","BX31","Allerton-Pelham Gardens","3704",7410.12661885,3329632.29734,"262",NA,17009.30535,0.216676453,0.119581465,6.658565412,0,0,79.90278495,0.368753561,0.102744906,0.897255094,0.483086053,0.021958457,0.117439812,0.780583284,0.022355939,2053.88898148148,40251.4294984326,4.8,-73.852904,40.868578
"264","350","2","Bronx","035000","2035000","I","BX31","Allerton-Pelham Gardens","3704",6356.58022428,2066274.80807,"263",NA,10991.0611,0.071046229,0.087179487,15.99087454,5.330291514,1,106.6058303,0.480906715,0.139759357,0.860240644,0.446712018,0.01814059,0.114451988,0.826382153,0.022355939,2478.2116,39867.2371428571,5.24137931034483,-73.848367,40.868786
"265","352","2","Bronx","035200","2035200","E","BX31","Allerton-Pelham Gardens","3704",5069.25175122,1610441.21309,"264",NA,11989.48386,0.125140925,0.065217391,27.03378547,0,0,87.85980279,0.189877409,0.049965948,0.950034052,0.329073482,0.033546326,0.162344983,0.597519729,0.022355939,1554.82421052632,58195.2688095238,4.96666666666667,-73.844621,40.866459
"266","354","2","Bronx","035400","2035400","I","BX31","Allerton-Pelham Gardens","3704",5008.65260256,1246933.86746,"265",NA,8793.41803,0.094089264,0.106060606,59.12961211,0,0,84.47087444,0.998669546,0.518237692,0.481762308,0.331343284,0,0.235350624,0.620557157,0.022355939,2116.01093220339,91402.1426991151,7.16470588235294,-73.840092,40.866232
"267","364","2","Bronx","036400","2036400","I","BX03","Eastchester-Edenwald-Baychester","3702",6813.17424499,2191493.94533,"266",NA,13813.81089,0.066525124,0.082467083,29.24589461,0,0,102.3606311,0.838085081,0.298806735,0.701193265,0.537242472,0.015847861,0.133027523,0.989414256,0.020663587,2236.84596491228,47367.4750980392,5.16666666666667,-73.848504,40.872695
"268","80","3","Brooklyn","008000","3008000","E","BK32","Sunset Park West","4012",4989.72362438,1506326.57754,"267",NA,32036.44513,0.251952228,0.057962529,7.347808516,29.39123406,1,102.8693192,0.868218637,0.318491486,0.681508514,0.509980683,0.197037991,0.101605505,0.613990826,0.015888098,2447.33387096774,49250.0281653226,5.79310344827586,-74.009265,40.64759
"269","85","3","Brooklyn","008500","3008500","E","BK33","Carroll Gardens-Columbia Street-Red Hook","4005",7950.92087787,2624917.43524,"268",NA,29479.43164,0.545882353,0.278704612,20.25242624,0,0,72.90873447,0.189016808,0.049726974,0.950273026,0.597938144,0.192194404,0.080516625,0.859302006,0.018991997,2110.06224852071,73041.7075,5.88709677419355,-74.005748,40.675551
"270","90","3","Brooklyn","009000","3009000","E","BK34","Sunset Park East","4012",4476.8586822,1029133.88741,"269",NA,24225.43026,0.280737705,0.093161546,49.54075718,0,0,69.35706005,0.985792352,0.440402081,0.559597919,0.608305275,0.162738496,0.056850716,0.634764826,0.015888098,2625.90884615385,30929.0051428571,5.42105263157895,-73.99845,40.647428
"271","98","3","Brooklyn","009800","3009800","E","BK34","Sunset Park East","4012",5203.97932758,1625498.61135,"270",NA,39535.46954,0.328576116,0.103846154,38.75393191,0,0,45.21292056,0.851432309,0.307277602,0.692722398,0.522693267,0.230922693,0.051788923,0.698415292,0.015888098,2493.16782051282,40353.0217647059,5.25609756097561,-74.00875,40.64452
"272","100","3","Brooklyn","010000","3010000","E","BK34","Sunset Park East","4012",5203.434409,1625060.75381,"271",NA,41048.36651,0.264819588,0.082309582,6.545744939,0,0,39.27446963,0.493424688,0.144129479,0.855870521,0.546617916,0.185557587,0.080210493,0.696539627,0.015888098,2235.33738738739,31792.9860784314,5.21774193548387,-74.011179,40.642276
"273","101","3","Brooklyn","010100","3010100","E","BK32","Sunset Park West","4012",7585.52908959,3393635.72308,"272",NA,13502.46309,0.226503068,0.088016967,9.891914349,6.594609566,1,92.32453393,0.849039048,0.694268469,0.305731531,0.697384067,0.099286564,0.085470086,0.512576313,0.015888098,2085.62215384615,33930.4612149533,5.61333333333333,-73.999534,40.65719
"274","102","3","Brooklyn","010200","3010200","E","BK34","Sunset Park East","4012",5223.3784216,1640687.85327,"273",NA,29384.99048,0.346279019,0.118731989,25.46359661,0,0,57.29309236,0.978924106,0.427412305,0.572587695,0.541168659,0.193227092,0.122833622,0.655979203,0.015888098,2295.36956521739,23766.2639516129,5.02325581395349,-74.01349,40.640086
"275","104","3","Brooklyn","010400","3010400","E","BK34","Sunset Park East","4012",5221.79194853,1639390.94627,"274",NA,36513.94199,0.341861731,0.060063644,33.01441409,0,0,59.42594537,0.751200653,0.250601049,0.749398951,0.505908096,0.216630197,0.096925859,0.779385172,0.015888098,2470.25384615385,43719.5068533333,5.40458015267176,-74.009043,40.637397
"276","106","3","Brooklyn","010600","3010600","E","BK34","Sunset Park East","4012",5203.31883559,1624784.30242,"275",NA,37401.61526,0.325325509,0.085264539,20.55033805,0,0,68.50112684,0.670403097,0.212947347,0.787052654,0.450766947,0.181098466,0.095054945,0.792490843,0.015888098,1834.38582089552,19928.1233021807,4.91818181818182,-74.006691,40.639618
"277","108","3","Brooklyn","010800","3010800","E","BK34","Sunset Park East","4012",5203.51659971,1624849.99473,"276",NA,31806.68318,0.319490818,0.076653307,46.35577394,0,0,59.60028078,0.906676734,0.347255715,0.652744285,0.488610478,0.222665148,0.08702894,0.722673329,0.015888098,1762.41580645161,29667.1196496815,5.19090909090909,-74.00434,40.641862
"278","110","3","Brooklyn","011000","3011000","E","BK34","Sunset Park East","4012",5365.03620942,1699091.7673,"277",NA,12701.51753,0.305161943,0.096330275,31.96154387,6.392308774,1,57.53077897,0.930892302,0.631441715,0.368558285,0.565941101,0.175416133,0.133366885,0.566683442,0.012508169,2519.552,60453.7663366337,5.64864864864865,-73.993599,40.644538
"279","112","3","Brooklyn","011200","3011200","E","BK34","Sunset Park East","4012",5459.47217967,1843964.58769,"278",NA,35111.99613,0.370980772,0.085186938,0,11.25023907,1,67.50143441,0.63614804,0.198399287,0.801600713,0.513721186,0.171789243,0.11454662,0.522749119,0.012508169,1800.55471774194,54844.8794170404,7.10610932475884,-73.994754,40.641544
"280","114","3","Brooklyn","011400","3011400","E","BK88","Borough Park","4014",5462.28164977,1806159.28883,"279",NA,23846.35439,0.304095185,0.043103448,17.38072478,0,0,69.52289911,0.89242999,0.663989337,0.336010663,0.295798319,0.414285714,0.198979592,0.305393586,0.012508169,2816.37370535714,73569.1022205882,6.78600823045267,-73.998377,40.638275
"281","116","3","Brooklyn","011600","3011600","E","BK88","Borough Park","4014",5869.31370291,1725357.37203,"280",NA,26410.929,0.284573844,0.114446529,12.40240855,0,0,43.40842992,0.313796218,0.08581291,0.91418709,0.440373563,0.20545977,0.139234562,0.697581592,0.012508169,2068.54678787879,40102.3493514916,6.52851711026616,-74.003462,40.635831
"282","117","3","Brooklyn","011700","3011700","E","BK37","Park Slope-Gowanus","4005",5828.22087315,2162689.75957,"281",NA,14013.35999,0.272220286,0.088659794,0,0,0,68.26271393,0.933643312,0.62879896,0.37120104,0.693861694,0.114996115,0.082463466,0.534446764,0.02638397,1875.10225806452,34201.847752809,5.53125,-73.992273,40.667372
"283","118","3","Brooklyn","011800","3011800","E","BK34","Sunset Park East","4012",7958.05461955,2359853.93219,"282",NA,8713.027403,0.325533021,0.061522419,40.77859939,4.530955488,1,45.30955488,0.739449995,0.755220495,0.244779505,0.509758898,0.15499426,0.103484139,0.70774831,0.015888098,2572.99303030303,42120.260661157,5.66666666666667,-74.011494,40.635239
"284","121","3","Brooklyn","012100","3012100","E","BK37","Park Slope-Gowanus","4005",5142.25538045,1593259.28072,"283",NA,11725.45346,0.228571429,0.058885384,27.34799642,20.51099731,1,61.53299194,0.961148577,0.598553822,0.401446178,0.684695052,0.047180667,0.094460641,0.571428571,0.02638397,2614.641,40606.9009638554,5.66666666666667,-73.991563,40.672126
"285","128.01","3","Brooklyn","012801","3012801","I","BK30","Dyker Heights","4013",4828.98392283,1238338.84438,"284",NA,17505.52924,0.261892583,0.082758621,53.72540943,0,0,80.58811415,0.686463982,0.220028565,0.779971435,0.465539662,0.11183355,0.142710997,0.483375959,0.014589612,2294.4419047619,26582.8487044534,5.44047619047619,-74.012836,40.630355
"286","129.02","3","Brooklyn","012902","3012902","I","BK37","Park Slope-Gowanus","4005",5143.83900854,1363614.85379,"285",NA,16073.15316,0.085360038,0.051532033,61.31865774,38.32416108,1,76.64832217,0.998866349,0.483165134,0.516834866,0.681350955,0.081497797,0.056747735,0.325703386,0.02638397,1923.6564,52899.5104054054,5.88461538461539,-73.975701,40.680515
"287","130","3","Brooklyn","013000","3013000","E","BK31","Bay Ridge","4013",5648.23650717,1899181.50412,"286",NA,26984.59481,0.214030666,0.102902375,51.01057619,5.667841799,1,45.34273439,0.798304955,0.275447642,0.724552358,0.591429995,0.096661684,0.132115102,0.387733669,0.014589612,2919.74929133858,36477.9901995565,5.3741935483871,-74.01984,40.632295
"288","132","3","Brooklyn","013200","3013200","E","BK30","Dyker Heights","4013",6369.33528048,1665114.6016,"287",NA,12815.71329,0.208129285,0.133891213,62.39393032,0,0,74.87271638,0.604166923,0.185423667,0.814576333,0.523869347,0.108040201,0.131937683,0.350048686,0.014589612,2514.22946428571,47054.2132038835,5.56164383561644,-74.015094,40.628033
"289","133","3","Brooklyn","013300","3013300","I","BK37","Park Slope-Gowanus","4005",5175.70350656,1596011.20468,"288",NA,25191.84133,0.095890411,0.023184602,20.60963294,13.7397553,1,75.56865412,0.550815799,0.164893972,0.835106028,0.742964353,0.084896811,0.069811835,0.329424598,0.02638397,1957.90612903226,33112.026367713,5.37179487179487,-73.98,40.674158
"290","136","3","Brooklyn","013600","3013600","I","BK31","Bay Ridge","4013",8233.6651817,2322222.27173,"289",NA,18054.41169,0.132736573,0.060197198,18.40408939,4.601022347,1,59.81329051,0.543873319,0.162314244,0.837685757,0.453567384,0.141562854,0.154943935,0.222986748,0.014589612,1839.78096296296,34157.4987387387,5.33333333333333,-74.022157,40.626619
"291","137","3","Brooklyn","013700","3013700","I","BK37","Park Slope-Gowanus","4005",5226.63181834,1638366.13289,"290",NA,18878.66552,0.105225989,0.045427376,46.33613557,6.619447938,1,66.19447938,0.965659935,0.407344637,0.592655363,0.631984586,0.072575466,0.072230014,0.278050491,0.02638397,1858.06690140845,40597.468,5.08536585365854,-73.9841,40.6693
"292","138","3","Brooklyn","013800","3013800","E","BK31","Bay Ridge","4013",6620.92875295,1749709.16556,"291",NA,20446.67941,0.150330728,0.078878748,24.59011355,0,0,73.77034064,0.823581623,0.289989061,0.710010939,0.626995646,0.061683599,0.211665665,0.22730006,0.014589612,2246.78045454545,41064.8263870968,5.61585365853659,-74.026009,40.624411
"293","139","3","Brooklyn","013900","3013900","I","BK37","Park Slope-Gowanus","4005",5219.68022622,1631336.46551,"292",NA,25180.19221,0.169369848,0.071879553,26.69514148,0,0,80.08542445,0.817561181,0.286435713,0.713564287,0.691644205,0.075471698,0.083487941,0.416909621,0.02638397,1857.99911392405,37485.23456621,5.32467532467532,-73.986104,40.666911
"294","150","3","Brooklyn","015000","3015000","I","BK30","Dyker Heights","4013",5244.45425499,1437045.87894,"293",NA,12599.66532,0.094350962,0.080932785,30.28765702,0,0,60.57531405,0.603176344,0.185030297,0.814969703,0.481191223,0.072100314,0.259615385,0.072115385,0.014589612,1643.83731958763,49939.0214583333,5.43965517241379,-74.010612,40.61513
"295","151","3","Brooklyn","015100","3015100","I","BK37","Park Slope-Gowanus","4005",5175.22164571,1607114.00638,"294",NA,21660.55475,0.097568389,0.010426111,39.50253145,19.75126573,1,46.0862867,0.634997285,0.197922727,0.802077273,0.71421976,0.048476454,0.059270517,0.223404255,0.02638397,1560.80803571429,36463.3803664922,5,-73.983216,40.666361
"296","153","3","Brooklyn","015300","3015300","I","BK37","Park Slope-Gowanus","4005",5188.38119116,1619490.33964,"295",NA,19854.06756,0.047702561,0.03030303,33.59402295,20.15641377,1,53.75043672,0.988182758,0.554353569,0.445646431,0.596719457,0.152149321,0.07749577,0.217597293,0.02638397,1902.73717391304,36706.1438666667,5.23076923076923,-73.979299,40.667095
"297","155","3","Brooklyn","015500","3015500","I","BK37","Park Slope-Gowanus","4005",5181.35151683,1610814.3847,"296",NA,22766.66195,0.058456973,0.039550562,13.48735897,0,0,74.18047435,0.772452066,0.261490077,0.738509923,0.665406427,0.074669187,0.07257109,0.186315166,0.02638397,2076.5727027027,70283.5134756098,5.53333333333333,-73.977288,40.669524
"298","157","3","Brooklyn","015700","3015700","I","BK37","Park Slope-Gowanus","4005",5427.70457519,1802056.17651,"297",NA,24399.72438,0.057929037,0.030659537,17.66815668,0,0,58.8938556,0.76654509,0.25841414,0.74158586,0.721189591,0.040520446,0.082066136,0.195027758,0.02638397,1697.21229885057,34095.1346557377,5.33333333333333,-73.975998,40.672412
