"","CTLabel","BoroCode","BoroName","CT2000","BoroCT2000","CDEligibil","NTACode","NTANAme","PUMA","Shape_Leng","Shape_Area","id","Name","popdens","povrate","unemp","busdens","subdens","subacc","intdens","landind","nonres","resid","ptrans","pwalk","propoa","propnonw","offpcap","avg_er_charges_tot","avg_charges_tot","avgChronCond","ctrdlong","ctrdlat"
"1336","125","1","Manhattan","012500","1012500","I","MN17","Midtown-Midtown South","3807",5683.93682134,1875481.37217,"1335",NA,10390.37718,0.091112353,0.031655844,40.51957674,98.40468638,1,75.25064253,0.222520833,0.940873896,0.059126104,0.413527397,0.48630137,0.085793872,0.33816156,0.093729627,1321.09875,46622.5857377049,5.16666666666667,-73.984411,40.760382
"1337","1072.01","4","Queens","107201","4107201","I","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4114",34287.8551813,14982225.1525,"1336",NA,1872.848539,0.121292776,0.035616438,0,0.712109711,1,61.2414351,0.593514581,0.181218955,0.818781045,0.245933014,0.049760766,0.0878327,0.031939164,0.012045705,1664.14816091954,49458.0561732852,5.69387755102041,-73.819225,40.603818
"1338","141","5","Staten Island","014100","5014100","I","SI22","West New Brighton-New Brighton-St. George","3903",7928.01348893,3338715.75497,"1337",NA,6888.895306,0.118770377,0.052678571,32.08614488,0,0,93.04982016,0.782315863,0.266716837,0.733283163,0.272988506,0.070881226,0.11597578,0.306939916,0.022133575,1589.999,67239.7444736842,5.86792452830189,-74.12607,40.628323
"1339","53","1","Manhattan","005300","1005300","I","MN24","SoHo-TriBeCa-Civic Center-Little Italy","3810",5242.32277666,1469519.70024,"1338",NA,2718.578206,0,0.044378698,30.12275021,0,0,97.89893817,0.30721672,0.916168019,0.083831981,0.39527027,0.385135135,0.069252078,0.088642659,0.084991718,3333.19230769231,55320.0411363636,4.625,-74.008869,40.726463
"1340","135","1","Manhattan","013500","1013500","E","MN15","Clinton","3807",7712.21279932,3517162.29619,"1339",NA,11146.58797,0.261626248,0.132707775,34.9821591,0,0,76.32471076,0.760881348,0.7444988,0.2555012,0.548183254,0.32385466,0.155777461,0.50128388,0.093729627,1318.09780876494,43501.8242237762,5.08502024291498,-73.992143,40.767585
"1341","147","1","Manhattan","014700","1014700","I","MN14","Lincoln Square","3806",5251.52564526,950072.275752,"1340",NA,25723.24689,0.037397158,0.036211699,11.70302406,0,0,58.51512031,0.938407861,0.375911183,0.624088818,0.435935199,0.427835052,0.026842584,0.360327571,0.018119032,NA,32717.32,4.42857142857143,-73.988953,40.771249
"1342","169","1","Manhattan","016900","1016900","I","MN12","Upper West Side","3806",5751.66140808,1937087.85456,"1341",NA,49775.63235,0.081854274,0.04345646,40.32281292,11.52080369,1,40.32281292,0.824890756,0.290769718,0.709230283,0.693996813,0.091730122,0.100335609,0.182039116,0.018119032,1564.32979253112,42306.259253366,5.09219858156028,-73.9744,40.786079
"1343","171","1","Manhattan","017100","1017100","I","MN12","Upper West Side","3806",5286.74331698,1708308.87,"1342",NA,61134.89956,0.079393121,0.037805663,57.17698182,12.70599596,1,95.2949697,0.65930701,0.208155439,0.791844561,0.728034188,0.087350427,0.112023278,0.1462122,0.018119032,1902.70398860399,44570.0354367201,5.07868020304569,-73.978559,40.786992
"1344","173","1","Manhattan","017300","1017300","I","MN12","Upper West Side","3806",5735.84507567,1922492.35551,"1343",NA,49409.5215,0.103059402,0.035832319,44.08612224,16.53229584,1,44.08612224,0.531536906,0.157778181,0.842221819,0.710710342,0.081339713,0.145103725,0.210907874,0.01424055,1746.71265,43098.1623114355,5.2080378250591,-73.97018,40.786877
"1345","175","1","Manhattan","017500","1017500","I","MN12","Upper West Side","3806",5328.05839679,1750027.83774,"1344",NA,63996.99259,0.06132542,0.030857497,53.70377001,11.93417111,1,101.4404545,0.745773537,0.247895625,0.752104375,0.698322202,0.084867242,0.155524476,0.139114219,0.01424055,1830.30822975518,52247.8542607004,5.61397058823529,-73.976509,40.789547
"1346","195","1","Manhattan","019500","1019500","I","MN09","Morningside Heights","3802",4792.82109052,1442979.50573,"1345",NA,59272.15818,0.13509434,0.055615903,58.77987671,7.347484589,1,110.2122688,0.709296125,0.230415192,0.769584808,0.697273363,0.101374971,0.081938763,0.333209372,0.01424055,1504.47189516129,46814.8159672619,4.8974358974359,-73.967879,40.802569
"1347","225","1","Manhattan","022500","1022500","E","MN04","Hamilton Heights","3802",5130.902259,1609916.46127,"1346",NA,70939.54655,0.301105991,0.186934452,45.25442685,0,0,116.3685262,0.4230825,0.120224573,0.879775427,0.76413478,0.065105654,0.094140162,0.810626082,0.023732557,1623.18565400844,51804.213292011,4.83657587548638,-73.952353,40.822705
"1348","203","1","Manhattan","020300","1020300","E","MN09","Morningside Heights","3802",6065.23360706,1916586.60255,"1347",NA,18573.67165,0.230281052,0.205405405,27.93873594,16.76324156,1,50.28972469,0.33599592,0.907432227,0.092567773,0.368131868,0.495879121,0.012635379,0.28700361,0.022033009,1036.425,19983.54675,4.92857142857143,-73.961589,40.80872
"1349","207.01","1","Manhattan","020701","1020701","E","MN09","Morningside Heights","3802",2984.72016666,508534.519641,"1348",NA,52622.52795,0.229380386,0.042081102,42.99226139,0,0,42.99226139,0.272968584,0.073669314,0.926330686,0.389558233,0.452208835,0.075163399,0.322712418,0.022033009,1495.89833333333,38557.2351492537,4.23404255319149,-73.95863,40.808751
"1350","233","1","Manhattan","023300","1023300","E","MN04","Hamilton Heights","3802",4803.03679513,1394306.22401,"1349",NA,47795.06375,0.345672919,0.152840397,62.38546419,0,0,109.1745623,0.711109717,0.231257426,0.768742574,0.709090909,0.091460055,0.082232012,0.882525698,0.023732557,1516.44925233645,30485.7626821192,4.79245283018868,-73.947977,40.827448
"1351","237","1","Manhattan","023700","1023700","E","MN04","Hamilton Heights","3802",6870.35423036,2329538.85287,"1350",NA,33674.56272,0.345094784,0.176362971,32.46858664,0,0,64.93717329,0.687588923,0.220531273,0.779468727,0.715726731,0.060981201,0.088705234,0.842561984,0.023732557,1834.46947643979,56094.0579014989,5.04848484848485,-73.948307,40.831687
"1352","245","1","Manhattan","024500","1024500","E","MN36","Washington Heights South","3801",6441.23505572,2282409.89172,"1351",NA,74668.80392,0.351811687,0.123863073,66.00348876,9.429069822,1,132.0069775,0.634323578,0.197644075,0.802355925,0.629259695,0.170387779,0.076524814,0.82687208,0.015278491,1803.25364341085,45597.7171216098,5.16120906801008,-73.941397,40.836291
"1353","247","1","Manhattan","024700","1024700","E","MN36","Washington Heights South","3801",6054.67293614,1711885.05302,"1352",NA,49845.43801,0.304573805,0.130737575,32.13346958,0,0,57.84024524,0.558927281,0.167933471,0.832066529,0.677897075,0.072565716,0.115523466,0.821041774,0.015278491,1790.21590027701,47067.2118834547,5.27963525835866,-73.945205,40.837888
"1354","251","1","Manhattan","025100","1025100","E","MN36","Washington Heights South","3801",5376.09254083,1715989.12186,"1353",NA,18071.52096,0.455501051,0.366371681,97.15871483,18.21725903,1,127.5208132,0.23774957,0.936534772,0.063465228,0.553440703,0.213762811,0.093413979,0.828293011,0.015278491,1610.28969230769,31868.6319047619,4.86301369863014,-73.939431,40.839827
"1355","271","1","Manhattan","027100","1027100","E","MN35","Washington Heights North","3801",6486.73175851,2076588.47292,"1354",NA,43928.86062,0.225460296,0.129317269,64.18738767,0,0,103.6873186,0.965383602,0.406972588,0.593027412,0.548043819,0.117683881,0.128695066,0.614251995,0.016107481,1849.37432176656,45353.831453252,5.64244186046512,-73.934248,40.851761
"1356","281","1","Manhattan","028100","1028100","I","MN35","Washington Heights North","3801",4404.71617518,722642.064825,"1355",NA,42081.71045,0.068924774,0.066666667,16.57412779,16.57412779,1,66.29651115,0.173968198,0.045568541,0.954431459,0.63750985,0.064617809,0.22489169,0.177628988,0.016107481,2070.66327659574,56683.2250882353,6.72177419354839,-73.934511,40.856524
"1357","291","1","Manhattan","029100","1029100","E","MN01","Marble Hill-Inwood","3801",5717.67691167,2018145.27263,"1356",NA,66823.50155,0.357500808,0.189532944,10.76669646,10.76669646,1,37.68343759,0.800204787,0.276507711,0.723492289,0.610713339,0.110050385,0.072585193,0.827197293,0.016107481,1675.51685714286,40232.2657164869,4.96428571428571,-73.924246,40.863697
"1358","293","1","Manhattan","029300","1029300","E","MN01","Marble Hill-Inwood","3801",5489.62407065,1690644.56002,"1357",NA,66537.62569,0.383621146,0.127421308,41.92667025,27.9511135,1,97.82889726,0.7286194,0.239528984,0.760471016,0.576090812,0.124866974,0.076664566,0.786179374,0.016107481,1872.88771028037,57121.9066034156,5.03723404255319,-73.919422,40.866718
"1359","182","1","Manhattan","018200","1018200","E","MN34","East Harlem North","3804",5768.14982334,1901550.3601,"1358",NA,39308.39236,0.465047393,0.204813806,40.11645233,22.92368705,1,85.96382642,0.927710012,0.365566012,0.634433988,0.69434629,0.172555948,0.121737863,0.783496137,0.02171985,2244.55985,59956.5688169643,5.56050955414013,-73.942186,40.799355
"1360","188","1","Manhattan","018800","1018800","E","MN34","East Harlem North","3804",5106.70303257,1598815.21835,"1359",NA,42530.11811,0.416289593,0.182438193,52.57934552,0,0,59.15176371,0.949944007,0.388134017,0.611865983,0.81300813,0.057452575,0.099984546,0.651831247,0.02171985,2182.02137254902,65486.8125501433,5.8130081300813,-73.938226,40.798515
"1361","196","1","Manhattan","019600","1019600","E","MN34","East Harlem North","3804",5776.46316064,1903066.50065,"1360",NA,19856.9525,0.439126245,0.154929578,74.02936118,22.77826498,1,108.1967587,0.818461426,0.713036719,0.286963282,0.734446131,0.165402124,0.251218813,0.864066533,0.02171985,1827.50322115385,57945.5450933997,6.14685314685315,-73.937832,40.802467
"1362","118","1","Manhattan","011800","1011800","I","MN31","Lenox Hill-Roosevelt Island","3805",5524.04214948,1903141.41699,"1361",NA,48072.35714,0.043695526,0.019388646,50.27904872,0,0,100.5580974,0.9474909,0.385425679,0.614574321,0.511226873,0.290102389,0.184776293,0.092155723,0.020178951,2078.79461215933,45964.4984266667,5.43378119001919,-73.959945,40.765004
"1363","26.01","1","Manhattan","002601","1002601","E","MN28","Lower East Side","3809",4522.84229218,1141510.09201,"1362",NA,33427.06019,0.294637596,0.129913391,49.15744145,0,0,49.15744145,0.936053245,0.373561522,0.626438478,0.610764431,0.258190328,0.058235294,0.637941177,0.029335479,2068.70277777778,66477.7081506849,4.51923076923077,-73.9789,40.722584
"1364","26.02","1","Manhattan","002602","1002602","E","MN28","Lower East Side","3809",4492.8558516,1115989.34061,"1363",NA,36637.5969,0.268976461,0.060711188,29.06976744,0,0,77.51937985,0.950950265,0.389264126,0.610735874,0.551498127,0.16994382,0.052896059,0.451467866,0.029335479,1221.45843373494,45416.2145360825,5.14179104477612,-73.977624,40.724382
"1365","11","3","Brooklyn","001100","3001100","E","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3810",5760.47188529,1814052.67345,"1364",NA,674.8515636,0,0,86.67818248,130.0172737,1,154.7824687,0.009961886,0.997503295,0.002496705,0.835820896,0.164179105,0,0.614678899,0.043077435,NA,NA,NA,-73.986393,40.692424
"1366","37","3","Brooklyn","003700","3003700","E","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","4004",7325.52993653,1805775.64448,"1365",NA,2263.030103,0.283854167,0.164750958,111.9728436,35.35984536,1,135.5460739,0.042205402,0.989334905,0.010665095,0.935779817,0.027522936,0.135416667,0.606770833,0.043077435,NA,NA,NA,-73.98455,40.688636
"1367","120","3","Brooklyn","012000","3012000","E","BK34","Sunset Park East","4012",7667.59157324,2102022.33065,"1366",NA,7064.900359,0.204964539,0.01958042,14.95744607,0,0,64.81559962,0.657081124,0.792796378,0.207203622,0.514032496,0.042836041,0.103740296,0.872265349,0.014589612,2073.50866666667,28932.738125,4.65217391304348,-74.011017,40.632062
"1368","128.02","3","Brooklyn","012802","3012802","E","BK31","Bay Ridge","4013",4598.33631604,878436.922354,"1367",NA,7002.214376,0.211965812,0.106617647,0,0,0,95.75677778,0.67207372,0.213675761,0.786324239,0.349794239,0.115226337,0.174358974,0.425641026,0.014589612,2376.43923076923,28233.5151515152,5.34782608695652,-74.016324,40.632998
"1369","148","3","Brooklyn","014800","3014800","I","BK30","Dyker Heights","4013",5240.87467536,1436625.8264,"1368",NA,8985.407158,0.124477861,0.038306452,22.51981744,0,0,37.53302907,0.524293955,0.155142767,0.844857233,0.277777778,0.034188034,0.207184628,0.113617377,0.014589612,1681.12288461538,29951.4560606061,5.525,-74.012815,40.616475
"1370","200","3","Brooklyn","020000","3020000","I","BK30","Dyker Heights","4013",5280.94208559,1451580.16972,"1369",NA,12419.22091,0.113953488,0.047489824,43.32286364,0,0,43.32286364,0.652151989,0.205106794,0.794893206,0.526475038,0.111951589,0.220930233,0.090116279,0.014589612,1626.19057971014,27405.4633922261,5.41836734693878,-74.008668,40.620386
"1371","202","3","Brooklyn","020200","3020200","I","BK30","Dyker Heights","4013",5281.12293906,1451352.6201,"1370",NA,13553.51646,0.117874931,0.083236994,7.382089574,0,0,66.43880617,0.096364217,0.024701204,0.975298796,0.319230769,0.041025641,0.181917211,0.195533769,0.014589612,1936.485,31541.3841401274,5.3394495412844,-74.01092,40.62175
"1372","156","3","Brooklyn","015600","3015600","I","BK30","Dyker Heights","4013",5974.09089194,1762012.27675,"1371",NA,3683.406166,0.108589951,0.045454546,11.93972825,0,0,29.84932063,0.999699986,0.508660453,0.491339547,0.305555556,0.05952381,0.200972447,0.244732577,0.014589612,1814.67966666667,48991.5708333333,5.88,-74.026848,40.612701
"1373","160","3","Brooklyn","016000","3016000","I","BK31","Bay Ridge","4013",7935.15399796,2785267.20055,"1372",NA,16765.15804,0.116791745,0.084854465,55.04507799,3.931791285,1,66.84045184,0.998873646,0.516780602,0.483219398,0.601630435,0.057608696,0.134146342,0.327626642,0.014589612,1893.9319266055,39759.3813529412,5.5655737704918,-74.027154,40.619295
"1374","517","4","Queens","051700","4051700","E","QN30","Maspeth","4110",10148.5160856,2965989.40544,"1373",NA,5812.761457,0.095505618,0.065683646,21.58203511,0,0,122.298199,0.960600092,0.400752949,0.599247051,0.273141123,0.097116844,0.133044555,0.129331683,0.018283384,2052.43216666667,33400.0924309392,5.3968253968254,-73.899905,40.724977
"1375","336","3","Brooklyn","033600","3033600","E","BK21","Seagate-Coney Island","4018",11020.5552326,7240019.30375,"1374",NA,7657.878779,0.240895296,0.099228792,0,0,0,82.2962086,0.305507909,0.08331904,0.91668096,0.279473369,0.058647517,0.132541478,0.191365008,0.021604714,1522.97659863946,37951.9671278459,6.22448979591837,-74.008478,40.576326
"1376","374","3","Brooklyn","037400","3037400","E","BK26","Gravesend","4018",9690.97799044,5660218.8197,"1375",NA,18137.63811,0.15040783,0.12284264,27.56779216,0,0,102.3946566,0.554967847,0.166446349,0.833553651,0.500746938,0.084553331,0.225274129,0.129736185,0.021604714,1413.86148344371,35748.1654083957,7.05188679245283,-73.969892,40.587027
"1377","64","1","Manhattan","006400","1006400","I","MN21","Gramercy","3808",5558.70588647,1938509.35362,"1376",NA,41043.60673,0.087401145,0.029350502,106.3305874,0,0,67.15616046,0.999892632,0.494819083,0.505180917,0.576382009,0.291460273,0.11535315,0.185574039,0.039018939,1556.83868913858,50506.343604888,5.49702380952381,-73.980659,40.736747
"1378","151","1","Manhattan","015100","1015100","E","MN14","Lincoln Square","3806",12452.5850152,4216530.00366,"1377",NA,15108.19264,0.184630598,0.101015361,17.04492189,0,0,46.8735352,0.975756549,0.422148457,0.577851543,0.626962963,0.189925926,0.101819207,0.526018897,0.018119032,1265.99362116992,52102.8053871681,5.11538461538461,-73.988899,40.775693
"1379","108","1","Manhattan","010800","1010800","I","MN19","Turtle Bay-East Midtown","3808",5627.47709465,1950021.3036,"1378",NA,44605.78622,0.056589725,0.032298358,71.77561838,0,0,55.21201413,0.951932179,0.609621874,0.390378126,0.449036843,0.381335328,0.169080332,0.10743904,0.025786108,2150.39622377622,52257.1443451143,5.29482071713147,-73.96481,40.759692
"1380","138","2","Bronx","013800","2013800","I","BX52","Schuylerville-Throgs Neck-Edgewater Park","3703",22553.6065392,8330445.56164,"1379",NA,2614.403446,0.070773931,0.055429864,15.97395181,0,0,115.8111506,0.219282391,0.05820887,0.94179113,0.294044665,0.012406948,0.124236253,0.235743381,0.017353709,2213.37238636364,51465.8337662338,5.35365853658537,-73.808644,40.82172
"1381","158","2","Bronx","015800","2015800","E","BX52","Schuylerville-Throgs Neck-Edgewater Park","3703",5918.69099875,1751816.19929,"1380",NA,7724.077436,0.06466877,0.056726094,12.18308744,0,0,60.91543719,0.999965587,0.497066889,0.502933111,0.357394366,0.084507042,0.214511041,0.193217666,0.017353709,1880.85112676056,37745.7655023923,5.74324324324324,-73.818293,40.823611
"1382","217.01","1","Manhattan","021701","1021701","E","MN06","Manhattanville","3802",6484.96645169,2066681.99845,"1381",NA,7429.976481,0.262890341,0.081174439,37.41714774,5.345306821,1,80.17960231,0.678483753,0.783512013,0.216487987,0.681214421,0.070208729,0.112230216,0.85323741,0.022033009,1097.20238095238,19391.9467164179,4.47826086956522,-73.951261,40.816247
"1383","156","2","Bronx","015600","2015600","I","BX52","Schuylerville-Throgs Neck-Edgewater Park","3703",7993.97238122,2019939.37998,"1382",NA,7952.937259,0.067974772,0.056910569,27.74925771,0,0,122.0967339,0.924899176,0.362977352,0.637022648,0.304913295,0.059248555,0.12072575,0.247034194,0.017353709,1932.48848484848,43691.2751304348,5.775,-73.82247,40.825879
"1384","360.01","3","Brooklyn","036001","3036001","E","BK19","Brighton Beach","4018",4460.54831411,1021600.50578,"1383",NA,36890.30884,0.25721709,0.048956661,31.94888179,21.29925453,1,138.4451544,0.517507083,0.15269145,0.84730855,0.562770563,0.0995671,0.355080831,0.068418014,0.021604714,1476.00283993115,41061.8401482855,7.8661311914324,-73.96502,40.575973
"1385","379","2","Bronx","037900","2037900","E","BX41","Mount Hope","3707",8418.60498398,2064159.35016,"1384",NA,24651.43376,0.418500408,0.251739405,44.43478948,0,0,98.74397662,0.996149521,0.468973884,0.531026116,0.627433628,0.073451327,0.043260565,0.863408772,0.022525116,1422.4503030303,38824.8267924528,4.5,-73.899397,40.851166
"1386","381","2","Bronx","038100","2038100","E","BX41","Mount Hope","3707",6779.14690613,1626409.75109,"1385",NA,40406.9407,0.435426155,0.154679376,19.57700615,6.525668718,1,91.35936205,0.496206852,0.145108063,0.854891937,0.663834307,0.12692512,0.063630491,0.810239018,0.022525116,1295.73960784314,25380.4812345679,4.32142857142857,-73.901382,40.852331
"1387","112.02","5","Staten Island","011202","5011202","I","SI45","New Dorp-Midland Beach","3902",49336.4151754,29353610.776,"1386",NA,2018.120962,0.105432452,0.048355899,15.48246233,0,0,52.92841774,0.999213024,0.485973452,0.514026548,0.266092661,0.038540385,0.097413024,0.12970562,0.012342527,1729.47317241379,42250.9954468085,5.98780487804878,-74.095333,40.572983
"1388","30.01","1","Manhattan","003001","1003001","E","MN27","Chinatown","3809",4758.46090919,1344750.56006,"1387",NA,37963.82846,0.228992073,0.076374019,34.30208128,0,0,128.6328048,0.992872249,0.542213005,0.457786995,0.534956795,0.285153182,0.060989383,0.555906935,0.019448373,961.712040816327,38450.9864457831,4.98245614035088,-73.987203,40.722125
"1389","30.02","1","Manhattan","003002","1003002","E","MN22","East Village","3809",4045.16613519,841097.93867,"1388",NA,36974.4523,0.218600192,0.018644068,82.71689552,0,0,106.3502942,0.780438816,0.265713219,0.734286781,0.668411867,0.189645143,0.147970598,0.338127197,0.029335479,1526.20032258064,46595.57724,5.28735632183908,-73.987267,40.723591
"1390","36.01","1","Manhattan","003601","1003601","E","MN27","Chinatown","3809",5184.96721956,1176748.78865,"1389",NA,30795.51963,0.385836386,0.117826618,46.94438968,18.77775587,1,122.0554132,0.989531777,0.551157166,0.448842834,0.462665736,0.368457781,0.074695122,0.713109756,0.027497567,1344.37338028169,39626.9117813765,5.04705882352941,-73.991263,40.722779
"1391","36.02","1","Manhattan","003602","1003602","I","MN22","East Village","3809",4076.02809592,960801.26138,"1390",NA,26216.29857,0.370641412,0.183728814,33.85660599,22.57107066,1,124.1408886,0.955803976,0.605114253,0.394885748,0.545219638,0.262704565,0.061988808,0.42057684,0.029335479,2317.79314285714,59537.9959550562,4.78787878787879,-73.991055,40.72531
"1392","219","4","Queens","021900","4021900","I","QN31","Hunters Point-Sunnyside-West Maspeth","4109",24501.5509165,15825101.161,"1391",NA,43.43949809,0,0.105263158,2.068547528,0,0,24.13305449,0.000523812,0.99986903,0.00013097,0.382352941,0.176470588,0.126984127,0.873015873,0.024062914,NA,NA,NA,-73.917602,40.725066
"1393","59","1","Manhattan","005900","1005900","I","MN23","West Village","3810",5280.10249773,1250316.2411,"1392",NA,47643.84497,0.070018699,0.059669686,34.14717432,17.07358716,1,128.0519037,0.99318054,0.45870999,0.54129001,0.486720554,0.322170901,0.151227379,0.15355671,0.037438439,1828.85016778523,47256.5380505796,5.44144144144144,-73.994763,40.731574
"1394","916.01","4","Queens","091601","4091601","I","QN10","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","4114",48998.0793304,47962830.2984,"1393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","220","2","Bronx","022000","2022000","E","BX17","East Tremont","3705",10870.8973039,2250736.50807,"1394",NA,6799.101913,0.533381192,0.208877285,29.28543538,14.64271769,1,68.33268255,0.987971042,0.554838304,0.445161697,0.569395018,0.113879004,0.096913137,0.728643216,0.025792854,NA,NA,NA,-73.872841,40.842418
"1396","215.01","2","Bronx","021501","2021501","E","BX36","University Heights-Morris Heights","3707",5032.87560682,986937.263348,"1395",NA,44350.42848,0.493979201,0.181303116,24.03817262,0,0,168.2672083,0.718620013,0.234773688,0.765226312,0.626157407,0.099537037,0.02601626,0.845799458,0.022525116,961.1475,39844.2366666667,4.96666666666667,-73.918064,40.849174
"1397","215.02","2","Bronx","021502","2021502","E","BX36","University Heights-Morris Heights","3707",6182.10514948,1693841.44183,"1396",NA,40414.84401,0.485833077,0.232513266,36.05249243,0,0,132.1924722,0.626328926,0.194356796,0.805643205,0.59125964,0.095758355,0.04014273,0.858757062,0.022525116,1796.69981132075,65420.9471186441,5.35714285714286,-73.916671,40.84796
"1398","357","3","Brooklyn","035700","3035700","E","BK61","Crown Heights North","4006",6563.65316772,1967227.44459,"1397",NA,13552.16486,0.400085397,0.169491525,45.04250887,0,0,67.5637633,0.597184279,0.182661174,0.817338826,0.674094708,0.04735376,0.048192771,0.961778147,0.028590148,2058.21642857143,71211.6956451613,6.52173913043478,-73.926462,40.668704
"1399","892","3","Brooklyn","089200","3089200","E","BK81","Brownsville","4007",7700.0731546,1932413.30637,"1398",NA,23215.42497,0.359151329,0.110377924,59.07232816,5.907232816,1,135.8663548,0.909276203,0.349398044,0.650601956,0.727272727,0.052854123,0.066412214,0.975826972,0.030442391,2704.94583333333,77407.4216470588,6.03333333333333,-73.920944,40.663314
"1400","900","3","Brooklyn","090000","3090000","E","BK81","Brownsville","4007",6711.16304988,2656846.18517,"1399",NA,23865.31661,0.414957343,0.224974722,56.20454997,8.646853842,1,99.43881919,0.887218409,0.332085147,0.667914853,0.713506139,0.030013643,0.047282609,0.960507246,0.030442391,1969.95844827586,43239.6414012739,5.59259259259259,-73.920065,40.66644
"1401","776","3","Brooklyn","077600","3077600","I","BK58","Flatlands","4009",6659.28400324,2018215.81888,"1400",NA,23468.80692,0.115945552,0.088003705,0,0,0,51.2295082,0.35687241,0.099023819,0.900976181,0.611932418,0.0374868,0.133640553,0.88260975,0.019976862,1355.36294736842,45010.5396676737,5.17391304347826,-73.941802,40.630182
"1402","780","3","Brooklyn","078000","3078000","I","BK91","East Flatbush-Farragut","4010",5408.7658311,1760740.26126,"1401",NA,15837.37573,0.081310212,0.078660436,24.01421642,0,0,60.03554104,0.413434972,0.117062333,0.882937667,0.505647263,0.06342311,0.096285064,0.922289613,0.023659578,1870.28592592593,41458.1890476191,4.60606060606061,-73.939012,40.633058
"1403","892","4","Queens","089200","4089200","I","QN57","Lindenwood-Howard Beach","4113",30608.7621234,30987233.9772,"1402",NA,3143.712198,0.069948483,0.038599393,0,0,0,51.058805,0.547133706,0.163523294,0.836476706,0.220348837,0.035755814,0.217202333,0.047009036,0.022339819,2167.26110824742,37300.8740790206,5.58252427184466,-73.846163,40.654338
"1404","56","1","Manhattan","005600","1005600","I","MN13","Hudson Yards-Chelsea-Flatiron-Union Square","3807",5723.84342292,1878242.13696,"1403",NA,15227.68028,0.12972973,0.036478599,111.7088515,82.31178528,1,141.1059176,0.332050518,0.908640882,0.091359118,0.536847492,0.296315251,0.023166023,0.243243243,0.039018939,1603.5959375,29383.4429166667,4.56,-73.988257,40.742445
"1405","86","2","Bronx","008600","2008600","E","BX09","Soundview-Castle Hill-Clason Point-Harding Park","3709",6419.33126449,2018806.9211,"1404",NA,22979.28141,0.455777625,0.293459553,26.22606871,0,0,52.45213743,0.183503297,0.048198965,0.951801036,0.524969549,0.130328867,0.096553298,0.754850491,0.021240957,1960.8962992126,71122.5764772727,4.98913043478261,-73.849965,40.820959
"1406","391","3","Brooklyn","039100","3039100","E","BK78","Bushwick South","4002",6244.99824226,1788632.14744,"1405",NA,8370.360264,0.379310345,0.200527705,17.79665542,0,0,112.712151,0.976122134,0.577262323,0.422737677,0.542307692,0.15,0.141034727,0.80368533,0.024463865,1551.66125,52040.6705625,5.68421052631579,-73.932483,40.698807
"1407","366","3","Brooklyn","036600","3036600","E","BK19","Brighton Beach","4018",6585.39470061,2482598.74612,"1406",NA,18068.84607,0.232124352,0.056511057,30.30959082,0,0,129.8982464,0.998085099,0.478120207,0.521879793,0.52293578,0.174311927,0.185238438,0.503474718,0.021604714,1712.60987096774,36826.0725239617,6.79439252336449,-73.962583,40.583441
"1408","370","3","Brooklyn","037000","3037000","I","BK19","Brighton Beach","4018",7917.8445893,3651619.39218,"1407",NA,11991.25011,0.119247897,0.07287234,26.56850098,0,0,103.3219482,0.986903861,0.442780818,0.557219182,0.501760563,0.089201878,0.206302314,0.221811915,0.021604714,1699.00517073171,33978.4869095816,6.31007751937984,-73.962527,40.587891
"1409","1208","3","Brooklyn","120800","3120800","E","BK82","East New York","4008",10835.3016873,5191433.84127,"1408",NA,17559.89839,0.240352812,0.134869536,33.39574163,0,0,96.01275717,0.439651002,0.125717688,0.874282313,0.61242485,0.049699399,0.093307976,0.923689528,0.02762367,2603.85211764706,70279.6526072041,5.98086124401914,-73.864602,40.670852
"1410","33","3","Brooklyn","003300","3003300","I","BK68","Fort Greene","4004",6435.571106,1773179.53384,"1409",NA,14542.02753,0.198824682,0.04050834,35.78841887,53.6826283,1,89.47104717,0.520566568,0.846205658,0.153794342,0.74645538,0.050041701,0.037735849,0.653814602,0.031192971,1442.16541666667,30556.5120547945,4.76,-73.977772,40.688474
"1411","35","3","Brooklyn","003500","3003500","I","BK68","Fort Greene","4004",5056.22670922,1450376.81877,"1410",NA,11135.35133,0.186394558,0.025433526,15.15013787,37.87534467,1,113.626034,0.571537477,0.827285244,0.172714756,0.753101737,0.065756824,0.047619048,0.756462585,0.031192971,1377.605,50729.1377272727,4.82608695652174,-73.975608,40.685919
"1412","25","2","Bronx","002500","2002500","E","BX39","Mott Haven-Port Morris","3710",5026.98470341,1373986.02211,"1411",NA,44455.46622,0.490041412,0.212669683,26.104208,17.40280533,1,52.208416,0.577763648,0.175101419,0.824898581,0.524263432,0.125649913,0.060481503,0.747700137,0.029784491,1982.09806451613,62662.3679329609,5.28571428571429,-73.920251,40.806847
