"","BoroCT2000","Name","popdens","povrate","unemp","busdens","subdens","subacc","intdens","landind","nonres","resid","ptrans","pwalk","propoa","propnonw","offpcap","avg_er_charges_tot","avg_charges_tot","avgChronCond","ctrdlong","ctrdlat"
"411",2016600,NA,6387.701127,0.117647059,0.073958333,8.738305235,0,0,61.16813664,0.806413798,0.28000784,0.71999216,0.274764151,0.037735849,0.192886457,0.214774282,0.017353709,1782.883,41737.5750660793,5.37037037037037,-73.829453,40.828279
"412",2016700,NA,8732.891494,0.549529607,0.271405493,52.75222758,0,0,91.11748401,0.773779634,0.737813144,0.262186856,0.599078341,0.129032258,0.05601318,0.869302581,0.027344273,NA,NA,NA,-73.901874,40.841087
"413",2016900,NA,21646.6408,0.415236788,0.211908932,46.75300388,0,0,81.81775679,0.981450455,0.431901643,0.568098358,0.703370787,0.119101124,0.01187905,0.88012959,0.027344273,1590.99307692308,71312.2538181818,5.8,-73.902143,40.838028
"414",2017100,NA,23.54339931,1,NA,11.77169966,0,0,41.2009488,NA,NA,NA,NA,NA,0,1,0.026689554,NA,NA,NA,-73.907432,40.840482
"415",2017300,NA,28645.12465,0.378074198,0.15473756,35.49581741,0,0,112.4034218,0.742213195,0.246136451,0.753863549,0.648989899,0.103535354,0.093969434,0.833952912,0.026689554,1993.06613207547,71036.0685321101,5.77631578947368,-73.916436,40.826634
"416",2017500,NA,45565.37426,0.51345011,0.173044925,56.37534706,0,0,63.42226544,0.82073432,0.28830111,0.71169889,0.620253165,0.146272855,0.098515311,0.887256418,0.026689554,1828.65335483871,65027.8378644068,5.58490566037736,-73.913846,40.831042
"417",2017700,NA,32458.2129,0.431139307,0.239771228,43.97590121,0,0,55.96932881,0.803709606,0.278476641,0.721523359,0.640233236,0.07755102,0.118241163,0.839265919,0.026689554,1693.03817708333,69849.1419047619,6.63775510204082,-73.910141,40.835697
"418",2017900,NA,53298.34111,0.492673316,0.180678466,38.88024883,12.96008295,1,155.5209953,0.356958064,0.099050522,0.900949478,0.621448213,0.09624198,0.043039514,0.808632219,0.026689554,1594.44411764706,59646.4035428571,4.85483870967742,-73.914715,40.836866
"419",2018100,NA,50165.30618,0.352522327,0.168610148,40.9608239,11.70309254,1,146.2886568,0.782358351,0.266739604,0.733260396,0.69928115,0.06230032,0.065787939,0.853026945,0.026689554,1342.05834645669,46974.5273497268,6.27480916030534,-73.917356,40.831979
"420",2018300,NA,47068.14402,0.249819755,0.140620632,22.47494044,0,0,134.8496427,0.997670369,0.524133127,0.475866873,0.630456515,0.079973342,0.10397517,0.825355139,0.026689554,1713.85,45257.534010989,5.01578947368421,-73.919176,40.828755
"421",2018400,NA,8465.33934,0.092274678,0.029779631,27.24894637,0,0,95.37131231,0.621955034,0.192573193,0.807426807,0.343730505,0.027448534,0.210032189,0.07805794,0.017353709,1921.099375,36186.0718809524,5.34931506849315,-73.829149,40.837419
"422",2018700,NA,0,NA,NA,26.74753338,26.74753338,1,93.61636682,0,1,0,NA,NA,NA,NA,0.026689554,NA,NA,NA,-73.928404,40.829925
"423",2018900,NA,35655.9087,0.410173313,0.150753769,24.5428887,0,0,93.26297705,0.698065354,0.225257099,0.774742901,0.555320051,0.071640526,0.053689427,0.859994493,0.026689554,1824.71353658537,38665.1857425743,5.35211267605634,-73.928743,40.832528
"424",2019300,NA,38844.28989,0.51251926,0.263358779,14.79782472,0,0,51.79238652,0.410499447,0.116105303,0.883894697,0.660447761,0.04011194,0.059619048,0.913142857,0.026689554,2076.49202702703,46109.3773006135,5.50847457627119,-73.927606,40.835029
"425",2019400,NA,1800.57037,0.070617907,0.024707412,9.082322168,0,0,32.92341786,0.910219792,0.649816728,0.350183272,0.359504132,0.037190083,0.114754098,0.203656999,0.017353709,3448.12903846154,72967.4146218487,6.28571428571429,-73.836172,40.832937
"426",2019500,NA,32289.76617,0.402991218,0.172427185,13.22086782,30.84869158,1,105.7669425,0.835985638,0.297506567,0.702493434,0.624875622,0.047761194,0.055138529,0.853418862,0.026689554,1860.00747474747,46431.0852631579,4.86138613861386,-73.922257,40.830912
"427",2019600,NA,1082.494728,0.086267606,0.050847458,5.628222157,1.876074052,1,75.0429621,0.236332975,0.936940221,0.06305978,0.509433962,0.075471698,0.088388215,0.40727903,0.021240957,3231.3652173913,76189.1362162162,4.61538461538461,-73.843689,40.834599
"428",2019700,NA,51816.31071,0.378444818,0.190691661,46.77768571,40.09515918,1,140.3330571,0.907766731,0.348150346,0.651849654,0.69500846,0.137055838,0.045137993,0.82563838,0.026689554,2281.08680555556,55432.284787234,4.95522388059702,-73.920065,40.834621
"429",2019800,NA,18816.62767,0.2136,0.128472222,69.83902106,4.988501504,1,149.6550451,0.963374442,0.404310975,0.595689025,0.499203822,0.154458599,0.08854719,0.596235419,0.017353709,1925.06984375,38213.7116363636,5.55932203389831,-73.845906,40.841282
"430",2019900,NA,45160.1811,0.357079025,0.155223881,34.3859247,0,0,85.96481174,0.656723424,0.207050953,0.792949047,0.60482726,0.038807383,0.05215736,0.865482234,0.026689554,1937.88191176471,61472.0169607843,4.77464788732394,-73.925939,40.837767
"431",2020100,NA,21140.29468,0.416642672,0.243485342,17.47131792,0,0,81.53281696,0.911699809,0.351423259,0.648576741,0.550884956,0.088495575,0.031680441,0.858953168,0.026689554,1403.7185,33783.4125892857,4.94736842105263,-73.925217,40.842661
"432",2020200,NA,14807.53454,0.22709819,0.05514316,8.122619057,8.122619057,1,121.8392859,0.730033239,0.240208371,0.759791629,0.536416185,0.10867052,0.094898519,0.639605047,0.017353709,2894.34519230769,64898.3804166667,5.76190476190476,-73.847459,40.838024
"433",2020400,NA,22477.51469,0.157033426,0.078838174,7.793867785,0,0,171.4650913,0.892702429,0.33621846,0.66378154,0.511353315,0.113533152,0.088072122,0.569348128,0.017353709,1348.75333333333,30846.4037398374,5.11363636363636,-73.850598,40.840427
"434",2020500,NA,39181.60161,0.361514467,0.184094256,50.50802657,0,0,84.18004428,0.46065501,0.132799445,0.867200555,0.597507331,0.023093842,0.077774197,0.882264475,0.022525116,2474.05628571429,50093.4275649351,5.35185185185185,-73.919955,40.85068
"435",2020601,NA,15478.59606,0.21173913,0.110998991,20.00680231,6.668934104,1,93.36507746,0.700837973,0.226521469,0.773478531,0.546712803,0.094579008,0.134855666,0.574752262,0.017353709,2221.37631578947,59501.6298076923,5.77027027027027,-73.850222,40.836653
"436",2020602,NA,11669.0607,0.098984772,0.035830619,29.61690533,0,0,103.6591687,0.869105155,0.680896963,0.319103037,0.686206897,0.117241379,0.110406091,0.600253807,0.021240957,NA,NA,NA,-73.853136,40.838668
"437",2020800,NA,15100.5605,0.250655022,0.092274678,26.37652489,0,0,125.2884932,0.987588238,0.444295955,0.555704045,0.535160906,0.083432658,0.084716157,0.67860262,0.021240957,1598.79268292683,38119.6294623656,4.76470588235294,-73.856388,40.834868
"438",2021000,NA,43566.47444,0.226266226,0.112703766,41.35010861,0,0,126.8069998,0.474772168,0.86236302,0.13763698,0.648849909,0.071984114,0.102758795,0.813401671,0.021240957,2048.25224806202,44615.3648982188,5.06593406593407,-73.859237,40.838612
"439",2021100,NA,30263.16668,0.426615799,0.184567901,86.80961316,0,0,160.2639012,0.64482061,0.202015357,0.797984643,0.5921875,0.128125,0.05207414,0.830097087,0.026689554,1977.8340625,90079.7372592593,4.77551020408163,-73.922936,40.84018
"440",2021200,NA,52214.00557,0.15175841,0.061712299,39.9189645,0,0,149.6961169,0.959893817,0.39986736,0.60013264,0.768674699,0.042891566,0.107798165,0.823776758,0.021240957,1986.78202247191,50541.3045519713,4.91752577319588,-73.858745,40.836071
"441",2021301,NA,23379.61522,0.486579491,0.184724689,31.13131187,0,0,124.5252475,0.612914838,0.188919158,0.811080843,0.47972973,0.207207207,0.039946738,0.806258322,0.022525116,NA,NA,NA,-73.919674,40.845105
"442",2021302,NA,22925.18421,0.346612535,0.189863843,34.64763357,0,0,86.61908392,0.638293801,0.199289924,0.800710076,0.654178674,0.064361191,0.0395466,0.812846348,0.026689554,1614.46940298507,49912.2949484536,5.25,-73.919854,40.843052
"443",2021400,NA,12255.35881,0.024081115,0.081395349,62.13109661,0,0,62.13109661,0.883221797,0.329135871,0.670864129,0.498701299,0.020779221,0.129277567,0.776932826,0.021240957,NA,NA,NA,-73.865231,40.833185
"444",2021501,NA,44350.42848,0.493979201,0.181303116,24.03817262,0,0,168.2672083,0.718620013,0.234773688,0.765226312,0.626157407,0.099537037,0.02601626,0.845799458,0.022525116,961.1475,39844.2366666667,4.96666666666667,-73.918064,40.849174
"445",2021502,NA,40414.84401,0.485833077,0.232513266,36.05249243,0,0,132.1924722,0.626328926,0.194356796,0.805643205,0.59125964,0.095758355,0.04014273,0.858757062,0.022525116,1796.69981132075,65420.9471186441,5.35714285714286,-73.916671,40.84796
"446",2021601,NA,25698.794,0.266788072,0.163355408,34.57236861,0,0,97.9550444,0.71443161,0.232807003,0.767192997,0.563735515,0.077709612,0.065022422,0.693049327,0.021240957,2718.32479166667,45389.3323489933,4.82352941176471,-73.864904,40.836579
"447",2021602,NA,28582.53727,0.16749522,0.10282436,70.20082837,10.80012744,1,151.2017842,0.922806567,0.638918531,0.361081469,0.741265823,0.027341772,0.110712262,0.798979785,0.021240957,2410.29642857143,56913.3176492537,5.51063829787234,-73.861664,40.836633
"448",2021701,NA,29060.80273,0.482868526,0.327777778,28.7673755,11.5069502,1,97.80907668,0.898873125,0.340997739,0.659002261,0.617523168,0.075821399,0.041377945,0.875272223,0.022525116,1298.61682926829,48092.9463636364,4.96774193548387,-73.912788,40.847771
"449",2021702,NA,7976.930567,0.408450704,0.240740741,18.72518912,0,0,56.17556737,0.671184567,0.786712152,0.213287848,0.355932203,0.186440678,0,0.753521127,0.026689554,NA,NA,NA,-73.916429,40.843013
"450",2021800,NA,20932.12174,0.309559711,0.221304707,12.59453775,0,0,100.756302,0.607177801,0.186622353,0.813377647,0.526055952,0.018650576,0.067839952,0.745186522,0.021240957,1897.79485294118,38200.1781081081,5.09230769230769,-73.869648,40.837355
"451",2021900,NA,9039.316433,0.522283034,0.095744681,42.40492463,7.067487438,1,141.3497488,0.443586752,0.872965564,0.127034436,0.785488959,0.104100946,0.06567631,0.71696638,0.026689554,NA,NA,NA,-73.918963,40.839444
"452",2022000,NA,6799.101913,0.533381192,0.208877285,29.28543538,14.64271769,1,68.33268255,0.987971042,0.554838304,0.445161697,0.569395018,0.113879004,0.096913137,0.728643216,0.025792854,NA,NA,NA,-73.872841,40.842418
"453",2022100,NA,59951.42528,0.456823851,0.226427623,28.40626642,21.30469982,1,149.1328987,0.679094628,0.216757449,0.783242552,0.634813818,0.073575594,0.049514333,0.761312485,0.026689554,1904.25894736842,62969.4402173913,4.79591836734694,-73.917806,40.838429
"454",2022300,NA,59308.1734,0.404193481,0.154904832,24.50244718,12.25122359,1,128.6378477,0.626155037,0.194285688,0.805714312,0.683040516,0.081749731,0.060937823,0.809853336,0.026689554,1882.45575471698,43397.6681543624,4.92523364485981,-73.914224,40.841036
"455",2022401,NA,32938.74119,0.251374705,0.113411341,103.4995795,12.93744744,1,77.62468465,0.537954413,0.160130324,0.839869676,0.586839267,0.053937433,0.135113904,0.510212097,0.022355939,1510.6209375,30726.0798342541,6.30645161290323,-73.867911,40.85568
"456",2022402,NA,33641.72764,0.215573078,0.159910629,18.88128393,9.440641964,1,80.24545669,0.638794309,0.199498049,0.800501951,0.639292731,0.045579568,0.111828259,0.534867406,0.022355939,1991.63526086957,55528.5480592105,6.61682242990654,-73.866067,40.85363
"457",2022500,NA,38674.64848,0.483053435,0.254617414,66.82444661,5.568703884,1,183.7672282,0.838537547,0.299088046,0.700911954,0.727272727,0.046699876,0.042476602,0.847804176,0.026689554,2160.22068493151,67943.9619170985,4.83823529411765,-73.909855,40.839529
"458",2022701,NA,23799.94118,0.429415627,0.162357808,54.17872788,30.95927308,1,139.3167288,0.479442331,0.139251587,0.860748413,0.696236559,0.063172043,0.039349594,0.837723577,0.022525116,1522.80425925926,36434.5962280702,5.3,-73.911352,40.846764
"459",2022702,NA,45593.34527,0.379511059,0.293846154,0,26.32410235,1,157.9446141,0.763744502,0.256969396,0.743030604,0.783908046,0.082758621,0.038106236,0.825635104,0.026689554,1092.44125,22747.6015789474,3.92307692307692,-73.913106,40.844396
"460",2022703,NA,39625.50607,0.228607918,0.109281437,50.60728745,0,0,177.1255061,0.945482459,0.616744959,0.383255041,0.559380379,0.234079174,0.033205619,0.873563218,0.026689554,NA,NA,NA,-73.910863,40.844404
"461",2022800,NA,33449.52174,0.188159945,0.076923077,0,0,0,52.11107766,0.522525023,0.154502179,0.845497821,0.544089147,0.03875969,0.124112861,0.517742773,0.022355939,1984.4814084507,47906.8656818182,6.70760233918129,-73.863254,40.853529
"462",2022901,NA,44130.42849,0.37366431,0.184071516,14.48561578,14.48561578,1,195.5558131,0.819779807,0.287738255,0.712261745,0.556074766,0.066458982,0.05284753,0.859182669,0.022525116,1499.97025641026,29104.2058415842,4.6,-73.906787,40.846152
"463",2022902,NA,35411.48911,0.362995299,0.175021988,23.78206119,0,0,118.910306,0.809207488,0.281600989,0.718399011,0.688741722,0.059602649,0.045668234,0.872397582,0.026689554,NA,62106.28625,5.21428571428571,-73.907073,40.843244
"464",2023000,NA,18266.22646,0.265235457,0.108259824,25.29948263,12.64974131,1,132.8222838,0.823979869,0.290226234,0.709773766,0.444444444,0.089072544,0.097299169,0.621191136,0.022355939,1765.85888888889,41064.5291836735,5.01960784313725,-73.866199,40.849203
"465",2023100,NA,12124.93342,0.543624161,0.419019317,29.59105167,0,0,110.9664438,0.793479183,0.727222808,0.272777192,0.664723032,0,0.044539353,0.859060403,0.022525116,NA,NA,NA,-73.902559,40.845376
"466",2023200,NA,14681.71569,0.191461268,0.084848485,19.10852368,0,0,50.95606314,0.697220706,0.224873077,0.775126923,0.396531792,0.047398844,0.106290673,0.473752712,0.022355939,1908.88333333333,35408.8832867133,5.12,-73.863342,40.847041
"467",2023301,NA,40249.88333,0.343730761,0.141227594,49.12516273,0,0,139.1879611,0.951849915,0.390284362,0.609715638,0.854595336,0.028806584,0.041497152,0.861472742,0.022525116,1933.54260869565,46534.1243382353,4.38297872340426,-73.908443,40.8496
"468",2023302,NA,48958.21633,0.345145491,0.145912911,42.12063349,0,0,154.4423228,0.693842457,0.223342476,0.776657524,0.580849142,0.196928636,0.041583023,0.882993978,0.022525116,1269.79166666667,25133.7526530612,4.70588235294118,-73.904344,40.848761
"469",2023400,NA,17343.90108,0.170763828,0.10727056,30.45461121,0,0,114.204792,0.723199566,0.236940865,0.763059135,0.456873315,0.009433962,0.111062335,0.380158033,0.022355939,2211.45769230769,48803.3935294118,6.20833333333333,-73.862774,40.845067
"470",2023501,NA,65750.19404,0.314874142,0.134718499,74.63132127,44.77879276,1,417.9353991,0.798830271,0.275740257,0.724259743,0.736378205,0.061698718,0.053575482,0.812258797,0.022525116,2414.6188,50128.1861904762,4.86363636363636,-73.904905,40.851779
"471",2023502,NA,55298.06275,0.359882583,0.155,74.75597514,21.35885004,1,266.9856255,0.547732067,0.163745657,0.836254343,0.710359408,0.083861875,0.103321746,0.81614523,0.022525116,1918.01130841121,65094.8669205298,5.33333333333333,-73.903178,40.852102
"472",2023600,NA,18237.17949,0.205882353,0.083850932,53.41880342,0,0,96.15384615,0.858428418,0.311870004,0.688129996,0.476534296,0.057761733,0.149970709,0.543057997,0.022355939,2233.6925,29255.814040404,5.05882352941176,-73.866942,40.844402
"473",2023701,NA,50149.85711,0.469163253,0.229395604,29.04207616,23.23366093,1,139.4019656,0.852592397,0.308031511,0.691968489,0.674352941,0.112470588,0.043317118,0.788973824,0.022525116,2301.29446428571,40825.3606451613,5,-73.900224,40.859783
"474",2023702,NA,27038.16345,0.608077786,0.199346405,39.24261748,58.86392622,1,235.4557049,0.758576769,0.74567419,0.25432581,0.81092437,0.033613445,0.021770682,0.723512337,0.022525116,2586.89133333333,78244.8744444444,5.27777777777778,-73.896959,40.860881
"475",2023900,NA,46313.09114,0.476006962,0.239285714,51.49713619,22.88761608,1,114.4380804,0.859713214,0.312725612,0.687274388,0.725186766,0.043223052,0.046207067,0.80219916,0.022525116,2198.82947368421,74932.8954375,5.39285714285714,-73.903403,40.858082
"476",2024000,NA,15130.00092,0.202146172,0.132835821,30.58331112,0,0,100.4880223,0.679817268,0.217076542,0.782923458,0.518029903,0.085312225,0.075656945,0.632977187,0.022355939,2579.39212765957,60417.8818699187,5.52380952380952,-73.869201,40.840888
"477",2024100,NA,43455.10005,0.397335155,0.208067941,43.78347612,14.59449204,1,65.67521417,0.845858212,0.303695525,0.696304475,0.683448276,0.046206897,0.051049538,0.810915197,0.022525116,1629.42861111111,21812.9893518519,3.84210526315789,-73.906331,40.852916
"478",2024200,NA,547.8734752,0.115044248,0,14.5453135,0,0,58.181254,0.164167148,0.957119473,0.042880527,0.305555556,0,0.123893805,0.592920354,0.022355939,NA,NA,NA,-73.85862,40.842173
"479",2024300,NA,35786.37792,0.396810507,0.214899714,60.15640666,13.36809037,1,66.84045184,0.589475256,0.179638976,0.820361024,0.590490798,0.042944785,0.036421367,0.821815465,0.022525116,2663.78641509434,57570.1803053435,5.11111111111111,-73.910972,40.852699
"480",2024400,NA,12335.08527,0.094279176,0.063808574,5.645347951,0,0,79.03487131,0.987887641,0.444971918,0.555028082,0.298701299,0.068181818,0.153775744,0.226544622,0.022355939,1715.65884615385,33111.984040404,4.97142857142857,-73.857712,40.846593
"481",2024500,NA,41838.54437,0.4182145,0.181982634,39.19301581,0,0,73.48690463,0.481193683,0.139858945,0.860141055,0.634067952,0.051423324,0.042388759,0.827166276,0.022525116,1897.13592105263,45799.1097530864,5.13095238095238,-73.914522,40.855162
"482",2024600,NA,13546.07663,0.063882064,0.068322981,0,0,0,93.19168198,0.373285329,0.104173437,0.895826563,0.372070313,0.076171875,0.171007371,0.202948403,0.022355939,2077.5874,43617.5513170732,5.65277777777778,-73.861466,40.851766
"483",2024700,NA,39242.19064,0.166756611,0.046568628,21.12066234,0,0,42.24132469,0.347566198,0.096133128,0.903866872,0.658108108,0.024324324,0.075888052,0.880516685,0.022525116,1754.35869565217,46889.8524590164,4.23809523809524,-73.91627,40.856864
"484",2024800,NA,11630.69931,0.072600349,0.025405787,25.08933596,3.584190851,1,129.0308706,0.762651466,0.256407854,0.743592146,0.52588147,0.067516879,0.274268105,0.209553159,0.022355939,2073.36944444444,51110.5185677083,5.55395683453237,-73.858417,40.854984
"485",2024900,NA,907.3464408,0.540540541,0.245283019,12.26143839,0,0,30.65359597,0,1,0,0.35,0.2,0,0.594594595,0.022525116,NA,NA,NA,-73.91294,40.857581
"486",2025000,NA,12368.29798,0.066725979,0.04509018,16.50573574,0,0,33.01147149,0.558903342,0.16792446,0.83207554,0.240252898,0.084299262,0.238879004,0.084519573,0.022355939,1847.85509090909,34924.6444736842,5.06611570247934,-73.855599,40.852433
"487",2025100,NA,31473.70317,0.320606061,0.128090799,23.70364752,0,0,118.5182376,0.784100723,0.267675186,0.732324814,0.710344828,0.068472906,0.046844404,0.807953005,0.022525116,1868.02611940299,63286.4645833333,5.10526315789474,-73.906455,40.856829
"488",2025200,NA,13128.91615,0.101234568,0.060240964,10.66524463,0,0,85.32195707,0.592078248,0.180656239,0.819343762,0.250915751,0.124542125,0.149878148,0.188058489,0.022355939,1786.39243902439,33107.0461397059,4.92708333333333,-73.855302,40.847694
"489",2025300,NA,51035.13149,0.464461759,0.203470716,39.85874062,7.971748125,1,87.68922937,0.581782549,0.176651329,0.823348671,0.681208054,0.061521253,0.034364261,0.79475164,0.025792854,2459.46153846154,40881.473164557,5.61111111111111,-73.904767,40.861086
"490",2025400,NA,10185.94727,0.08389089,0.057989691,10.48476302,0,0,52.42381509,0.673432076,0.214269391,0.785730609,0.208044383,0.123439667,0.251158003,0.125064334,0.022355939,1622.38783333333,24026.4383333333,5.16666666666667,-73.852822,40.848804
"491",2025500,NA,39399.55723,0.374769797,0.115088355,11.99925605,0,0,35.99776814,0.824973021,0.290818871,0.709181129,0.567839196,0.074818537,0.066544845,0.784528704,0.025792854,2562.43804123711,67341.1590547264,5.36486486486486,-73.909486,40.859577
"492",2025600,NA,9196.029291,0.166861144,0.052710843,20.58428493,0,0,82.33713971,0.827867359,0.292555645,0.707444355,0.326860841,0.090614887,0.181869054,0.367655288,0.022355939,2042.5236,42200.7047368421,5.75806451612903,-73.850521,40.843222
"493",2025700,NA,18662.5387,0.287141905,0.11509716,24.76780186,0,0,61.91950464,0.275537606,0.074423217,0.925576783,0.532758621,0.068965517,0.056403451,0.817518248,0.025792854,1288.203125,24016.5475925926,4.63157894736842,-73.912019,40.860694
"494",2025800,NA,1628.156249,0.319444444,0.052631579,31.65859373,0,0,99.49843742,0.338893852,0.906542171,0.093457829,0.375,0.161764706,0.097222222,0.541666667,0.017353709,NA,NA,NA,-73.843648,40.842646
"495",2026100,NA,9102.622719,0.040234089,0.111111111,23.7511356,0,0,29.6889195,0.846103117,0.696148466,0.303851534,0.442105263,0.078947368,0.194390085,0.797129811,0.025792854,2106.05151898734,47937.7408712121,4.54347826086957,-73.904885,40.867547
"496",2026300,NA,48297.36356,0.350235849,0.136281913,42.37672912,0,0,78.6996398,0.980883271,0.43086837,0.56913163,0.596306069,0.083992964,0.127350213,0.724241665,0.025792854,2315.2541443299,82090.6877289377,6.07268170426065,-73.904814,40.864739
"497",2026400,NA,11295.6576,0.086131387,0.070880361,18.83394348,0,0,115.3579038,0.356480908,0.098901791,0.901098209,0.384805131,0.044893932,0.174239266,0.144643602,0.017353709,2126.66746268657,43721.5189548694,5.74,-73.831804,40.841546
"498",2026500,NA,43409.21122,0.444673758,0.204772234,45.19102894,6.455861277,1,58.10275149,0.741315781,0.245694957,0.754305043,0.638434579,0.094626168,0.101279001,0.719066032,0.025792854,1814.06268518519,42382.6585766423,5.26041666666667,-73.900405,40.865478
"499",2026601,NA,16087.42347,0.163110805,0.052450559,16.60780124,16.60780124,1,99.64680743,0.581477066,0.176533258,0.823466743,0.469406393,0.098630137,0.246386786,0.150378527,0.017353709,2023.39646153846,52157.9278239609,5.4,-73.833782,40.846602
"500",2026602,NA,16245.01405,0.085491241,0.080495356,24.67909465,6.169773662,1,77.12217077,0.773193571,0.261879007,0.738120993,0.506779661,0.086864407,0.209077098,0.193695405,0.017353709,1938.91779220779,44961.5509224012,5.1375,-73.831012,40.846238
"501",2026700,NA,48460.80582,0.353843345,0.132011605,30.58291027,0,0,83.01075645,0.264885706,0.071305967,0.928694033,0.597334878,0.079374276,0.060223585,0.744771006,0.017284562,2001.59088709677,43911.4383008357,4.85826771653543,-73.899655,40.871278
"502",2026900,NA,21725.81177,0.279863481,0.143393864,20.9455886,0,0,57.60036864,0.984937706,0.438635732,0.561364269,0.644223412,0.032899771,0.057122198,0.749819234,0.025792854,2025.32753424658,66503.8368918919,4.88888888888889,-73.906193,40.868773
"503",2027101,NA,60884.89487,0.485169492,0.277777778,85.99561422,0,0,85.99561422,0,0,1,0.60899654,0.027681661,0.101694915,0.819915254,0.017284562,1529.06595238095,67294.4099038462,4.77777777777778,-73.90764,40.877328
"504",2027102,NA,72.83887071,0,NA,0,0,0,4.855924714,0,1,0,NA,NA,0,1,0.025792854,NA,NA,NA,-73.908396,40.870552
"505",2027300,NA,40492.86799,0.319344262,0.196900317,30.58758756,0,0,71.37103763,0.660854568,0.208819029,0.791180971,0.535825545,0.029372497,0.070250535,0.702505351,0.017284562,1905.0197979798,41535.3414058957,5.54545454545455,-73.903755,40.875178
"506",2027400,NA,6891.596782,0.069505095,0.054082715,19.48384059,0,0,77.12353567,0.36529109,0.101656897,0.898343103,0.212855935,0.025937412,0.211685711,0.031099069,0.017353709,1724.12186440678,32885.7124627976,5.36305732484076,-73.821501,40.841338
"507",2027600,NA,0,NA,NA,4.005781678,2.002890839,1,17.35838727,0.833523879,0.704007427,0.295992573,NA,NA,NA,NA,0.017353709,NA,NA,NA,-73.825943,40.85412
"508",2027700,NA,29117.32988,0.327691137,0.131401966,59.91220139,0,0,108.9312753,0.411079237,0.116294135,0.883705865,0.556954059,0.047828823,0.064347176,0.67134306,0.017284562,2038.5953968254,40573.3858762887,4.78260869565217,-73.902525,40.878697
"509",2027900,NA,25573.1891,0.160398731,0.099173554,53.4110048,0,0,53.4110048,0.447380931,0.128308236,0.871691764,0.534315626,0.052733618,0.194096352,0.465469229,0.017284562,2183.09097922849,54619.1156235012,6.85521885521886,-73.897224,40.882514
"510",2028100,NA,27265.19378,0.051017639,0.026369168,22.19690131,0,0,66.59070394,0.797586285,0.275047941,0.724952059,0.454785828,0.07985193,0.232564451,0.402442334,0.017284562,2016.46992217899,53259.6203380282,5.8531746031746,-73.891025,40.883533
"511",2028300,NA,5022.299361,0.184601925,0.168582376,35.15170156,17.57585078,1,52.72755234,0.706415788,0.770917059,0.229082941,0.548693587,0.014251782,0.081364829,0.633420822,0.017284562,NA,NA,NA,-73.902611,40.880866
"512",2028400,NA,766.4586413,0.556962025,0,10.34484056,0,0,31.03452167,0.001714353,0.999571228,0.000428772,1,0,0.14601227,0.73006135,0.017353709,NA,NA,NA,-73.835966,40.848559
"513",2028500,NA,12916.02243,0.16464891,0.112208892,19.52240391,11.71344235,1,62.47169251,0.844281955,0.302694371,0.697305629,0.45735786,0.12541806,0.213422007,0.34764208,0.017284562,1646.18049382716,41939.5767485822,5.82608695652174,-73.902344,40.886618
"514",2028600,NA,6697.96001,0.084745763,0.040185471,19.74343407,0,0,83.90959482,0.54378453,0.837718622,0.162281378,0.272575251,0.185618729,0.209285188,0.209285188,0.022355939,2487.45741935484,45113.3877118644,4.75609756097561,-73.848186,40.848655
"515",2028700,NA,19379.72262,0.150488599,0.11577424,6.312613233,0,0,88.37658526,0.787816174,0.269682922,0.730317078,0.562969141,0.118432027,0.129315961,0.537459283,0.017284562,1713.98294736842,40312.5332,5.0650406504065,-73.905267,40.881897
"516",2028800,NA,9404.734243,0.082565894,0.035868006,11.91603959,0,0,89.37029689,0.652658248,0.205321467,0.794678534,0.278037383,0.097352025,0.186252772,0.12100095,0.022355939,1907.52899159664,38965.2675164835,5.14649681528662,-73.851383,40.854343
"517",2028900,NA,24301.3084,0.216229713,0.109039548,52.17361059,11.59413569,1,104.3472212,0.902876951,0.344177145,0.655822855,0.551273677,0.135858916,0.161975191,0.474475191,0.017284562,1720.23560509554,48931.1294933921,5.36875,-73.906098,40.879745
"518",2029300,NA,10403.27885,0.048996801,0.032502101,8.674218055,0,0,41.92538727,0.775982935,0.263347795,0.736652205,0.429953107,0.018171161,0.285853252,0.196914953,0.017284562,2036.31832106038,46638.8937751903,5.67989756722151,-73.918106,40.880045
"519",2029500,NA,17592.2613,0.052826463,0.03847981,17.24308875,0,0,133.6339379,0.553350357,0.16584074,0.83415926,0.437996032,0.044642857,0.196275423,0.213183043,0.017284562,1823.25428571429,45656.172322695,5.42783505154639,-73.908427,40.885836
"520",2029600,NA,5108.733636,0.217614679,0.05291411,28.22504771,0,0,60.4822451,0.999996453,0.500941718,0.499058282,0.192751236,0.513179572,0.050249934,0.485661668,0.022355939,2210.83944444444,38647.5644827586,4.95,-73.842516,40.854971
"521",2029700,NA,14707.82493,0.05830824,0.039130435,15.09656138,0,0,75.4828069,0.652042544,0.205060406,0.794939594,0.409116809,0.037037037,0.295612009,0.186810367,0.017284562,2062.09967164179,49852.6655226642,5.54308093994778,-73.911802,40.884764
"522",2030000,NA,14110.74843,0.118022054,0.052631579,24.07155993,0,0,91.47192775,0.635276213,0.19803817,0.80196183,0.493690852,0.08044164,0.214602525,0.213408393,0.017353709,2116.93778350515,43440.2583710407,5.18614718614719,-73.830372,40.85288
