ctuniq,boroCT2000,ctrdlong,ctrdlat,popdens,povrate,unemp,busdens,subdens,subacc,intdens,landind,nonres,resid,ptrans,pwalk,propoa,propnonw,borocodenum
BK000100,3000100,-73.993664000,40.700001000,33766.867385,0.2209125475,0.1162068966,19.258669611,6.419556537,1,192.58669611,0.8933291264,0.3366974636,0.6633025364,0.6385964912,0.1372319688,0.1682509506,0.2385931559,3
BK000200,3000200,-74.009396000,40.652183000,4478.6894445,0.3128362798,0.2178423237,13.685834819,0,0,82.115008913,0.1890696423,0.9502583585,0.0497416415,0.5225464191,0.1936339523,0.0779220779,0.6745607334,3
BK000301,3000301,-73.996904000,40.696723000,39352.358328,0.1728124377,0.0463022508,0,0,0,109.39893102,0.4132675939,0.1170077004,0.8829922996,0.7117425539,0.1057856898,0.1153693407,0.1622319301,3
BK000302,3000302,-73.997168000,40.699102000,665.26315789,0.1044303797,0,12.631578947,0,0,46.315789474,0.3396210026,0.9063185319,0.0936814681,0.7489177489,0.0692640693,0,0.1613924051,3
BK000500,3000500,-73.992882000,40.694637000,33813.623589,0.0714885048,0.059569378,5.5761252621,27.88062631,1,105.94637998,0.9815195359,0.4320285647,0.5679714353,0.7502579979,0.112745098,0.1220316623,0.1454485488,3
BK000700,3000700,-73.996325000,40.692278000,25260.472629,0.0744521165,0.0518518519,20.796217861,0,0,90.116944065,0.6879631602,0.2206987111,0.7793012889,0.703214443,0.1061206517,0.0894621295,0.1580680571,3
BK000900,3000900,-73.991857000,40.692036000,13663.573027,0.1335489834,0.0392832529,44.015191529,37.727307025,1,94.318267562,0.6479167211,0.796683029,0.203316971,0.675035868,0.1542324247,0.0805338242,0.2761159687,3
BK001100,3001100,-73.986393000,40.692424000,674.85156361,0,0,86.678182482,130.01727372,1,154.78246872,0.0099618863,0.9975032949,0.0024967051,0.8358208955,0.1641791045,0,0.6146788991,3
BK001300,3001300,-73.987546000,40.697461000,8588.9611945,0.3075412412,0.0343417825,64.096725332,6.7470237192,1,165.30208112,0.4979018698,0.8542944151,0.1457055849,0.5860869565,0.1982608696,0.1127258445,0.3758837392,3
BK001800,3001800,-74.008103000,40.658241000,619.14969541,0.125,0.2857142857,3.4066008,0,0,31.5110574,0.0007391407,0.9998151807,0.0001848193,0.4,0,0.0020632737,0.681568088,3
BK002000,3002000,-74.014827000,40.647232000,10016.705217,0.3309813983,0.1430948419,6.4250835261,0,0,102.80133642,0.5938852981,0.8186356469,0.1813643531,0.5219123506,0.280876494,0.077613855,0.6228351507,3
BK002100,3002100,-73.987578000,40.702528000,2085.3737716,0.1671064204,0.01558753,14.672814576,1.834101822,1,132.05533118,0.6225271936,0.8071940781,0.1928059219,0.6266996292,0.1211372064,0.0043975374,0.2436235708,3
BK002200,3002200,-74.021437000,40.643007000,12438.358254,0.2440535183,0.1098191214,8.8007251798,0,0,82.140101678,0.7680706945,0.7407951959,0.2592048041,0.5483383686,0.166163142,0.15,0.6099056604,3
BK002300,3002300,-73.983872000,40.698919000,24559.802739,0.5737814378,0.2411230388,54.311814992,0,0,81.467722488,0.8073836695,0.2805596149,0.7194403851,0.702247191,0.0966292135,0.0791685095,0.8896505971,3
BK002500,3002500,-73.982461000,40.696453000,11554.171871,0.382767624,0.2362869198,18.100530346,0,0,211.17285403,0.8551260082,0.6903115812,0.3096884188,0.8213592233,0.1417475728,0.0882506527,0.8710182768,3
BK002700,3002700,-73.982812000,40.692427000,4351.1516481,0.2470978441,0.0786885246,21.647520637,50.510881487,1,230.9068868,0.0667780114,0.9830170775,0.0169829225,0.7758007117,0.0355871886,0.0663349917,0.8341625207,3
BK002901,3002901,-73.978676000,40.695775000,43870.889011,0.60888002,0.3142100618,30.508267741,0,0,142.37191612,0.9980613731,0.4779850796,0.5220149204,0.4902234637,0.3770949721,0.075336115,0.9091330552,3
BK002902,3002902,-73.976706000,40.696844000,9171.9416096,0.2524115756,0.138576779,43.060758731,0,0,43.060758731,0.3124226992,0.0853985948,0.9146014052,0.5608695652,0.1260869565,0.082942097,0.9733959311,3
BK003000,3003000,-74.029117000,40.638765000,20618.980141,0.1449203187,0.0585729499,10.268416405,0,0,102.68416405,0.1455487783,0.0378173463,0.9621826537,0.5795724466,0.0534441805,0.1494023904,0.2624501992,3
BK003100,3003100,-73.979239000,40.690649000,9652.7059484,0.170800451,0.0991150442,28.049999123,0,0,59.606248137,0.8412871301,0.6991939192,0.3008060808,0.5334018499,0.2846865365,0.2037776971,0.8085724664,3
BK003200,3003200,-74.040213000,40.629142000,0,,,17.110730873,0,0,25.666096309,0,1,0,,,,,3
BK003300,3003300,-73.977772000,40.688474000,14542.027533,0.1988246817,0.04050834,35.788418868,53.682628301,1,89.471047169,0.5205665683,0.8462056584,0.1537943416,0.7464553795,0.0500417014,0.0377358491,0.6538146021,3
BK003400,3003400,-74.033256000,40.636708000,16061.24287,0.0773231623,0.0424564064,55.594471686,0,0,77.83226036,0.5939598238,0.1813935907,0.8186064093,0.5452342488,0.0201938611,0.1730702665,0.1689165801,3
BK003500,3003500,-73.975608000,40.685919000,11135.351332,0.1863945578,0.025433526,15.150137866,37.875344666,1,113.626034,0.5715374769,0.8272852438,0.1727147562,0.753101737,0.0657568238,0.0476190476,0.756462585,3
BK003600,3003600,-74.030822000,40.634606000,31117.956008,0.1663703327,0.0611932687,7.8979583778,0,0,86.877542155,0.0468977385,0.011865218,0.988134782,0.5771554091,0.033498078,0.1484771574,0.1956852792,3
BK003700,3003700,-73.984550000,40.688636000,2263.030103,0.2838541667,0.1647509579,111.97284364,35.35984536,1,135.54607388,0.0422054019,0.9893349053,0.0106650947,0.9357798165,0.0275229358,0.1354166667,0.6067708333,3
BK003800,3003800,-74.033999000,40.633946000,17792.366752,0.0414572864,0.0184983678,11.12718371,0,0,89.017469678,0.0333922428,0.0084189392,0.9915810608,0.3098434004,0.0548098434,0.1575984991,0.0894308943,3
BK003900,3003900,-73.979505000,40.684270000,13238.603769,0.2161904762,0.1020080321,69.345067359,6.3040970327,1,69.345067359,0.8748213633,0.6769029655,0.3230970345,0.6672743847,0.1257976299,0.060952381,0.5419047619,3
BK004000,3004000,-74.035268000,40.630361000,6259.2904347,0.017167382,0.0256410256,17.90927163,0,0,85.069040242,0.043277138,0.010938945,0.989061055,0.3476331361,0.0295857988,0.1638054363,0.0979971388,3
BK004100,3004100,-73.983694000,40.685960000,20823.916428,0.0612043435,0.0417475728,31.389684094,0,0,69.057305007,0.9465680417,0.3844232308,0.6155767692,0.6239096973,0.0979989738,0.1573711185,0.2731383781,3
BK004200,3004200,-74.032755000,40.629691000,9329.3419975,0.0260869565,0.0118243243,16.224942604,0,0,32.449885209,0,0,1,0.4479717813,0.0723104056,0.2191304348,0.1060869565,3
BK004300,3004300,-73.989813000,40.688342000,17619.177007,0.136425648,0.0356902357,42.266702895,12.076200827,1,90.571506204,0.9682234529,0.589129887,0.410870113,0.7234636872,0.1040502793,0.0627141878,0.4331734064,3
BK004500,3004500,-73.995731000,40.688576000,20713.367417,0.0565819861,0.0137959866,17.938828594,0,0,101.65336204,0.8202792246,0.2880325641,0.7119674359,0.691503268,0.1368191721,0.0762124711,0.1400115473,3
BK004600,3004600,-74.033963000,40.626774000,5120.7930623,0.054730258,0.0681362725,12.011242523,0,0,64.059960123,0.9983164574,0.4794845025,0.5205154975,0.2444444444,0.0844444444,0.200938233,0.1180609851,3
BK004700,3004700,-73.999388000,40.687923000,9959.5095085,0.2032755299,0.0547945205,28.784709562,0,0,134.32864462,0.9982198327,0.4789039853,0.5210960147,0.5566502463,0.1215106732,0.0414258189,0.4643545279,3
BK004900,3004900,-73.997840000,40.687591000,25654.565018,0.1016949153,0.0199840128,19.925875742,0,0,99.629378711,0.903582093,0.6552561649,0.3447438351,0.6266447368,0.1866776316,0.2586407767,0.3029126214,3
BK005000,3005000,-74.037812000,40.624481000,12669.306781,0.0358208955,0.0390879479,21.610757835,0,0,48.624205129,0.1734723976,0.0454321826,0.9545678174,0.3686911891,0.0667236955,0.1714285714,0.132196162,3
BK005100,3005100,-74.002873000,40.682364000,12689.95403,0.0996769728,0.067440174,23.424003748,0,0,163.96802623,0.9996726472,0.4909535532,0.5090464468,0.6022099448,0.1239147593,0.0627595754,0.3147208122,3
BK005201,3005201,-74.036490000,40.620376000,15537.01955,0.1502532358,0.0817236256,17.486797468,0,0,61.203791138,0.1767984738,0.0463477306,0.9536522694,0.4611650485,0.0809061489,0.4727068092,0.0855374226,3
BK005202,3005202,-74.038516000,40.619026000,29782.735491,0.0579355365,0.0366782007,12.15125887,0,0,109.36132983,0.0083454815,0.0020907416,0.9979092584,0.5469208211,0.0197947214,0.2378620971,0.0762953896,3
BK005400,3005400,-74.034886000,40.617051000,24680.960835,0.0826928989,0.0517726505,45.522829699,15.174276566,1,91.045659398,0.3222464349,0.0883710515,0.9116289485,0.5886567164,0.0674626866,0.1647709806,0.1573931755,3
BK005500,3005500,-74.005271000,40.673077000,113.99197755,0.0377358491,0,5.7354454111,0,0,44.449701936,0.0288008,0.9927471969,0.0072528031,0.7435897436,0,0,0.3144654088,3
BK005601,3005601,-74.034613000,40.615491000,23283.854761,0.0733621028,0.0517730496,45.672527974,0,0,109.61406714,0.2405238202,0.0642603473,0.9357396527,0.5972434916,0.0704441041,0.1890937623,0.1094546881,3
BK005602,3005602,-74.034596000,40.612791000,20335.853821,0.1328437917,0.0415704388,162.90403595,0,0,149.32869962,0.6404780962,0.2001992729,0.7998007271,0.578313253,0.0313253012,0.1782376502,0.1508678238,3
BK005700,3005700,-74.011395000,40.674757000,4679.8541224,0.2213316893,0.0367647059,31.737605023,0,0,109.63899917,0.7994409264,0.7239191113,0.2760808887,0.5362776025,0.1309148265,0.0641183724,0.5240443896,3
BK005800,3005800,-74.031402000,40.618388000,17182.80888,0.1363361548,0.0623936472,31.165916953,10.388638984,1,93.49775086,0.9075726142,0.347990637,0.652009363,0.4622871046,0.100973236,0.1529625151,0.2412333736,3
BK005900,3005900,-74.004656000,40.679585000,3021.4886469,0.3628731343,0.1111111111,19.729869896,0,0,135.29053643,0.461969117,0.8667529424,0.1332470576,0.5398550725,0.2391304348,0.0457089552,0.5559701493,3
BK006000,3006000,-74.030305000,40.621154000,19662.507204,0.1704158146,0.0637254902,60.314439277,6.7016043641,1,87.120856733,0.8617690662,0.3141028955,0.6858971045,0.5296803653,0.1187214612,0.1387184731,0.3592365372,3
BK006200,3006200,-74.031532000,40.625453000,18438.230123,0.1531678641,0.0565497495,30.108148469,6.0216296939,1,36.129778163,0.7360977933,0.2431429353,0.7568570647,0.5817044566,0.1047693511,0.1436969301,0.278902678,3
BK006300,3006300,-74.001425000,40.681162000,15183.686204,0.0734366036,0.0584694755,0,0,0,112.66433827,0.9877060828,0.4445610309,0.5554389691,0.6344186047,0.1609302326,0.0970319635,0.1866438356,3
BK006400,3006400,-74.027412000,40.628415000,17650.273224,0.147481002,0.0738052027,44.709388972,4.9677098857,1,54.644808743,0.6736597156,0.2143689949,0.7856310051,0.501658925,0.1174518912,0.149451168,0.2198142415,3
BK006500,3006500,-73.998894000,40.677565000,20579.231645,0.089758567,0.024216082,24.041158463,0,0,76.130335134,0.4450903923,0.1275387243,0.8724612757,0.6426061961,0.1335036729,0.1271417445,0.1421339564,3
BK006600,3006600,-74.028653000,40.632584000,23332.026757,0.2005517241,0.0767045455,19.277356175,6.4257853916,1,38.55471235,0.7087938747,0.230182411,0.769817589,0.6454258675,0.080126183,0.1310933627,0.248141008,3
BK006700,3006700,-73.996064000,40.683482000,22679.116422,0.0530694205,0.0405463082,12.959495098,0,0,71.277223039,0.6245744404,0.1936400974,0.8063599026,0.6895628903,0.0896520963,0.0925714286,0.1228571429,3
BK006800,3006800,-74.027134000,40.635458000,25027.55826,0.2202579035,0.0582761998,41.40208149,10.350520372,1,72.453642607,0.8991376998,0.3412058722,0.6587941278,0.5779527559,0.1223097113,0.1230355666,0.4081885856,3
BK006900,3006900,-73.990159000,40.684489000,18413.67713,0.1120243531,0.0150981379,11.210762332,22.421524664,1,89.686098655,0.9394104194,0.3769252457,0.6230747543,0.6927056389,0.0863942059,0.0648401826,0.2840182648,3
BK007000,3007000,-74.023760000,40.637415000,16946.797247,0.1199529596,0.0585996956,33.086289042,0,0,79.4070937,0.8278386247,0.2925383317,0.7074616683,0.5512489233,0.1033591731,0.1843030066,0.3861772745,3
BK007100,3007100,-73.985819000,40.682766000,26966.464857,0.338410596,0.1824602707,0,0,0,59.124018541,0.7774079721,0.264101702,0.735898298,0.704,0.1527272727,0.1056785793,0.7042315282,3
BK007200,3007200,-74.020593000,40.639663000,31531.45654,0.2454642476,0.1078066914,33.29615263,16.648076315,1,133.18461052,0.6595994803,0.2082807344,0.7917192656,0.6161764706,0.1029411765,0.0617740232,0.6805702218,3
BK007400,3007400,-74.017745000,40.642709000,37518.037518,0.2416776378,0.0798980025,21.117094288,28.156125717,1,70.390314293,0.8412115257,0.3007586424,0.6992413576,0.5585542169,0.174939759,0.0583489681,0.7198874296,3
BK007500,3007500,-73.992305000,40.681310000,15304.080386,0.0698850575,0.0694822888,3.5109154361,10.532746308,1,66.707393286,0.8343035294,0.2964708433,0.7035291567,0.691362621,0.0860014892,0.1052993806,0.1498050011,3
BK007600,3007600,-74.014009000,40.643117000,31954.860162,0.2671341325,0.0878947368,35.985202885,28.788162308,1,64.773365192,0.9148971002,0.3541379934,0.6458620066,0.6244825547,0.1212300414,0.045045045,0.6605855856,3
BK007700,3007700,-73.994931000,40.676144000,10318.107246,0.134,0.0203023758,18.056687681,7.7385804348,1,105.76059928,0.9929808054,0.5418903169,0.4581096831,0.6849620705,0.077643909,0.154,0.244,3
BK007800,3007800,-74.013033000,40.647069000,35665.801912,0.2927414517,0.1352885525,35.537865596,7.1075731192,1,106.61359679,0.8268808718,0.2919620658,0.7080379342,0.5369400814,0.1838278069,0.0563969709,0.6913112794,3
BK008000,3008000,-74.009265000,40.647590000,32036.44513,0.2519522278,0.0579625293,7.3478085161,29.391234064,1,102.86931923,0.8682186374,0.318491486,0.681508514,0.5099806825,0.197037991,0.1016055046,0.6139908257,3
BK008200,3008200,-74.008266000,40.651526000,30568.734611,0.283304391,0.0803188228,7.5070566332,0,0,67.563509699,0.982325212,0.4335267197,0.5664732803,0.5194539249,0.1959044369,0.0857072692,0.5213654224,3
BK008400,3008400,-74.005360000,40.654350000,13543.099688,0.285182889,0.0926076361,46.136295004,12.58262591,1,92.272590008,0.8264694582,0.7082849861,0.2917150139,0.5467756585,0.1734786558,0.0523381852,0.510374729,3
BK008500,3008500,-74.005748000,40.675551000,29479.431636,0.5458823529,0.2787046124,20.252426241,0,0,72.908734466,0.189016808,0.0497269739,0.9502730261,0.5979381443,0.1921944035,0.0805166254,0.859302006,3
BK008600,3008600,-74.003532000,40.647813000,0,,,8.7884273988,0,0,43.942136994,0,1,0,,,,,3
BK008800,3008800,-74.000659000,40.648770000,14411.762225,0.2925969448,0.0649635036,29.523656884,0,0,25.305991615,0.775638363,0.2631658613,0.7368341387,0.5253532835,0.2485453034,0.0839918057,0.5829675154,3
BK009000,3009000,-73.998450000,40.647428000,24225.430261,0.2807377049,0.0931615461,49.540757181,0,0,69.357060053,0.985792352,0.4404020806,0.5595979194,0.608305275,0.1627384961,0.0568507157,0.6347648262,3
BK009200,3009200,-73.998062000,40.644500000,47604.774102,0.3107745399,0.1283399036,18.166294258,0,0,63.582029902,0.7408910769,0.2454862857,0.7545137143,0.6,0.1259259259,0.0744132799,0.6742987979,3
BK009400,3009400,-74.001946000,40.644107000,32692.061654,0.2460613599,0.0755024443,13.467378642,0,0,53.869514568,0.5500917014,0.1646239802,0.8353760198,0.4607013301,0.1874244256,0.0906282183,0.5579814624,3
BK009600,3009600,-74.004808000,40.644920000,38485.121261,0.3003412969,0.1011723838,6.5229019086,0,0,58.706117177,0.4420009848,0.1265033417,0.8734966583,0.5042649272,0.1700953337,0.0618644068,0.6488135593,3
BK009800,3009800,-74.008750000,40.644520000,39535.469536,0.3285761155,0.1038461538,38.753931909,0,0,45.212920561,0.8514323093,0.307277602,0.692722398,0.5226932668,0.2309226933,0.0517889234,0.6984152916,3
BK010000,3010000,-74.011179000,40.642276000,41048.366509,0.2648195876,0.0823095823,6.5457449385,0,0,39.274469631,0.4934246879,0.1441294786,0.8558705214,0.5466179159,0.1855575868,0.0802104927,0.6965396269,3
BK010100,3010100,-73.999534000,40.657190000,13502.463087,0.2265030675,0.0880169671,9.8919143492,6.5946095661,1,92.324533926,0.8490390477,0.6942684691,0.3057315309,0.6973840666,0.0992865636,0.0854700855,0.5125763126,3
BK010200,3010200,-74.013490000,40.640086000,29384.990483,0.3462790193,0.1187319885,25.463596606,0,0,57.293092363,0.9789241061,0.427412305,0.572587695,0.5411686587,0.1932270916,0.1228336222,0.6559792028,3
BK010400,3010400,-74.009043000,40.637397000,36513.941987,0.3418617311,0.0600636436,33.014414093,0,0,59.425945368,0.7512006526,0.2506010488,0.7493989512,0.5059080963,0.2166301969,0.096925859,0.7793851718,3
BK010600,3010600,-74.006691000,40.639618000,37401.615257,0.3253255089,0.0852645387,20.550338053,0,0,68.501126844,0.6704030965,0.2129473465,0.7870526535,0.4507669471,0.1810984661,0.0950549451,0.7924908425,3
BK010800,3010800,-74.004340000,40.641862000,31806.683178,0.319490818,0.0766533066,46.355773943,0,0,59.600280784,0.9066767338,0.3472557152,0.6527442848,0.4886104784,0.2226651481,0.0870289402,0.7226733292,3
BK011000,3011000,-73.993599000,40.644538000,12701.517534,0.3051619433,0.0963302752,31.96154387,6.3923087741,1,57.530778967,0.9308923021,0.6314417151,0.3685582849,0.5659411012,0.1754161332,0.1333668848,0.5666834424,3
BK011200,3011200,-73.994754000,40.641544000,35111.99613,0.3709807723,0.085186938,0,11.250239068,1,67.501434405,0.6361480402,0.1983992872,0.8016007128,0.5137211855,0.1717892426,0.1145466197,0.5227491189,3
BK011400,3011400,-73.998377000,40.638275000,23846.354393,0.3040951854,0.0431034483,17.380724776,0,0,69.522899105,0.8924299897,0.6639893368,0.3360106632,0.2957983193,0.4142857143,0.1989795918,0.305393586,3
BK011600,3011600,-74.003462000,40.635831000,26410.929002,0.2845738436,0.1144465291,12.402408548,0,0,43.408429917,0.3137962176,0.0858129099,0.9141870901,0.4403735632,0.2054597701,0.1392345621,0.6975815919,3
BK011700,3011700,-73.992273000,40.667372000,14013.359988,0.2722202858,0.0886597938,0,0,0,68.26271393,0.933643312,0.6287989597,0.3712010403,0.6938616939,0.114996115,0.0824634656,0.5344467641,3
BK011800,3011800,-74.011494000,40.635239000,8713.0274032,0.3255330213,0.0615224192,40.778599391,4.5309554879,1,45.309554879,0.7394499951,0.7552204953,0.2447795047,0.5097588978,0.1549942595,0.1034841394,0.7077483099,3
BK012000,3012000,-74.011017000,40.632062000,7064.9003585,0.204964539,0.0195804196,14.957446066,0,0,64.815599619,0.6570811238,0.7927963781,0.2072036219,0.5140324963,0.0428360414,0.1037402964,0.8722653493,3
BK012100,3012100,-73.991563000,40.672126000,11725.453464,0.2285714286,0.0588853838,27.347996417,20.510997313,1,61.532991939,0.9611485766,0.5985538221,0.4014461779,0.6846950518,0.0471806674,0.0944606414,0.5714285714,3
BK012200,3012200,-74.017275000,40.636727000,26539.563657,0.2974995078,0.0918995737,31.034375744,5.1723959573,1,72.413543402,0.924051037,0.3622058029,0.6377941971,0.6021333333,0.1173333333,0.0773728318,0.6573767297,3
BK012300,3012300,-73.993829000,40.673870000,644.34946738,0.3737373737,0.091954023,2.1695268262,0,0,65.085804786,0.0961457057,0.9753562596,0.0246437404,0.664556962,0,0.0909090909,0.4377104377,3
BK012400,3012400,-74.019239000,40.634373000,12390.799913,0.1973474801,0.0623471883,39.440211925,0,0,72.307055197,0.9351824713,0.3727035658,0.6272964342,0.5694444444,0.0986111111,0.1045092838,0.3867374005,3
BK012500,3012500,-73.985864000,40.678832000,5328.9570733,0.2551903114,0.1308724832,0,9.2196489158,1,106.02596253,0.4868906309,0.8581582643,0.1418417357,0.6559356137,0.1368209256,0.1089965398,0.4247404844,3
BK012700,3012700,-73.983751000,40.681973000,21003.219877,0.3816524552,0.0916795069,0,0,0,80.188504669,0.9951970223,0.4653482407,0.5346517593,0.7069271758,0.108348135,0.0995594714,0.7353891336,3
BK012801,3012801,-74.012836000,40.630355000,17505.52924,0.2618925831,0.0827586207,53.725409432,0,0,80.588114149,0.6864639821,0.2200285649,0.7799714351,0.4655396619,0.1118335501,0.1427109974,0.4833759591,3
BK012802,3012802,-74.016324000,40.632998000,7002.2143755,0.211965812,0.1066176471,0,0,0,95.756777784,0.67207372,0.2136757607,0.7863242393,0.3497942387,0.1152263374,0.1743589744,0.4256410256,3
BK012901,3012901,-73.977835000,40.682090000,17090.679722,0.1142355009,0.0743193525,60.072687952,15.018171988,1,127.6544619,0.9842001392,0.4371512514,0.5628487486,0.6887631366,0.0953920776,0.0891915641,0.5377855888,3
BK012902,3012902,-73.975701000,40.680515000,16073.153159,0.0853600381,0.0515320334,61.318657735,38.324161084,1,76.648322168,0.9988663491,0.4831651338,0.5168348662,0.6813509545,0.0814977974,0.0567477349,0.3257033858,3
BK013000,3013000,-74.019840000,40.632295000,26984.594806,0.2140306658,0.1029023747,51.010576193,5.6678417992,1,45.342734394,0.7983049547,0.2754476423,0.7245523577,0.591429995,0.0966616841,0.1321151019,0.3877336694,3
BK013100,3013100,-73.978277000,40.676686000,26314.608614,0.1924482339,0.0620941558,19.23113906,0,0,70.514176555,0.7686950547,0.2595291362,0.7404708638,0.7130968025,0.0600087604,0.0523751523,0.4884287454,3
BK013200,3013200,-74.015094000,40.628033000,12815.713287,0.208129285,0.1338912134,62.393930318,0,0,74.872716382,0.6041669225,0.1854236669,0.8145763331,0.5238693467,0.108040201,0.1319376826,0.3500486855,3
BK013300,3013300,-73.980000000,40.674158000,25191.841333,0.095890411,0.0231846019,20.609632942,13.739755295,1,75.568654122,0.5508157994,0.1648939718,0.8351060282,0.7429643527,0.0848968105,0.0698118353,0.3294245978,3
BK013400,3013400,-74.019094000,40.629488000,14545.649313,0.1572856391,0.0341333333,42.083677654,0,0,118.59945521,0.7709818275,0.2607207842,0.7392792158,0.4838160136,0.1050539466,0.1438716465,0.2414518674,3
BK013500,3013500,-73.982056000,40.671777000,19717.053189,0.1343642612,0.0421849648,20.278080071,0,0,54.07488019,0.9871897339,0.556591223,0.443408777,0.600463231,0.082223509,0.0479945149,0.2968803565,3
BK013600,3013600,-74.022157000,40.626619000,18054.41169,0.1327365729,0.0601971977,18.404089389,4.6010223472,1,59.813290513,0.5438733194,0.1623142435,0.8376857565,0.4535673839,0.1415628539,0.1549439348,0.2229867482,3
BK013700,3013700,-73.984100000,40.669300000,18878.665519,0.1052259887,0.045427376,46.336135566,6.619447938,1,66.19447938,0.9656599351,0.4073446373,0.5926553627,0.6319845857,0.0725754656,0.072230014,0.2780504909,3
BK013800,3013800,-74.026009000,40.624411000,20446.679413,0.1503307276,0.0788787484,24.590113545,0,0,73.770340635,0.8235816226,0.2899890613,0.7100109387,0.6269956459,0.0616835994,0.2116656645,0.2273000601,3
BK013900,3013900,-73.986104000,40.666911000,25180.192205,0.1693698484,0.0718795532,26.695141484,0,0,80.085424453,0.8175611813,0.286435713,0.713564287,0.6916442049,0.0754716981,0.0834879406,0.416909621,3
BK014000,3014000,-74.019587000,40.619688000,13966.819531,0.0289715113,0.0576735093,6.7439978419,0,0,87.671971945,0.5133920937,0.151213566,0.848786434,0.3947643979,0.1371727749,0.1661033317,0.0811202318,3
BK014100,3014100,-73.988040000,40.664461000,16388.859145,0.1368267831,0.052432091,11.897538399,0,0,71.385230396,0.9795582275,0.4285126367,0.5714873633,0.7155405405,0.0581081081,0.1016333938,0.4617059891,3
BK014200,3014200,-74.022106000,40.622143000,16033.940167,0.1747512438,0.0582524272,49.794845238,0,0,84.651236904,0.7258360199,0.2381966482,0.7618033518,0.5470360825,0.1121134021,0.1173913043,0.2736024845,3
BK014300,3014300,-73.992237000,40.663738000,17058.901925,0.1998916576,0.0690931524,18.382437419,13.786828064,1,78.125359032,0.9966880752,0.4712253375,0.5287746625,0.6920999325,0.1033085753,0.0837823276,0.4307650862,3
BK014400,3014400,-74.017187000,40.619135000,7830.4893484,0.0642648491,0.037593985,7.6246244872,0,0,53.372371411,0.0379140589,0.0095701016,0.9904298984,0.2406417112,0.0802139037,0.2288218111,0.0087633885,3
BK014500,3014500,-73.994576000,40.661509000,20125.797867,0.2672853828,0.0840040241,13.956863986,0,0,79.088895919,0.9526963684,0.3912530097,0.6087469903,0.608841634,0.1516508114,0.0776699029,0.4623208507,3
BK014600,3014600,-74.015011000,40.617811000,7708.4473636,0.0078895464,0.0238095238,15.204038193,0,0,68.418171866,0.8990964562,0.3411734092,0.6588265908,0.3612903226,0.0537634409,0.2258382643,0.0138067061,3
BK014700,3014700,-73.988875000,40.659941000,17057.99719,0.1361161525,0.1150793651,15.43710153,0,0,54.029855354,0.9778640177,0.4256091701,0.5743908299,0.5869074492,0.1060948081,0.0764705882,0.4791855204,3
BK014800,3014800,-74.012815000,40.616475000,8985.4071583,0.1244778613,0.0383064516,22.519817439,0,0,37.533029066,0.5242939545,0.1551427667,0.8448572333,0.2777777778,0.0341880342,0.2071846282,0.1136173768,3
BK014900,3014900,-73.985635000,40.662056000,19075.093697,0.1443883985,0.1014492754,19.978103998,0,0,75.916795192,0.8725154803,0.321475128,0.678524872,0.65078125,0.07578125,0.0712191035,0.3963133641,3
BK015000,3015000,-74.010612000,40.615130000,12599.665321,0.0943509615,0.0809327846,30.287657023,0,0,60.575314045,0.603176344,0.1850302967,0.8149697033,0.4811912226,0.0721003135,0.2596153846,0.0721153846,3
BK015100,3015100,-73.983216000,40.666361000,21660.554747,0.0975683891,0.0104261106,39.502531454,19.751265727,1,46.086286696,0.6349972852,0.1979227273,0.8020772727,0.7142197599,0.0484764543,0.0592705167,0.2234042553,3
BK015300,3015300,-73.979299000,40.667095000,19854.067564,0.0477025605,0.0303030303,33.594022951,20.156413771,1,53.750436722,0.9881827582,0.5543535688,0.4456464312,0.596719457,0.1521493213,0.0774957699,0.2175972927,3
BK015400,3015400,-74.018710000,40.611944000,0,,,11.981591918,0,0,10.892356289,0,1,0,,,,,3
BK015500,3015500,-73.977288000,40.669524000,22766.661946,0.0584569733,0.0395505618,13.487358973,0,0,74.18047435,0.7724520664,0.2614900769,0.7385099231,0.6654064272,0.0746691871,0.07257109,0.1863151659,3
BK015600,3015600,-74.026848000,40.612701000,3683.4061657,0.1085899514,0.0454545455,11.939728252,0,0,29.849320629,0.9996999862,0.5086604528,0.4913395472,0.3055555556,0.0595238095,0.2009724473,0.244732577,3
BK015700,3015700,-73.975998000,40.672412000,24399.724377,0.0579290369,0.0306595365,17.668156681,0,0,58.893855604,0.7665450898,0.2584141404,0.7415858596,0.7211895911,0.0405204461,0.0820661357,0.1950277577,3
BK015800,3015800,-74.022671000,40.617080000,14787.732228,0.0363108206,0.0527086384,28.788576693,0,0,95.961922309,0.9968165085,0.5282112188,0.4717887812,0.4308426073,0.1637519873,0.2271252433,0.2310188189,3
BK015900,3015900,-73.972884000,40.675436000,19809.646843,0.0598019802,0.0517673254,42.802222603,15.564444583,1,116.73333437,0.5267869496,0.1560475867,0.8439524133,0.7098121086,0.0766477781,0.0652131212,0.2539776075,3
BK016000,3016000,-74.027154000,40.619295000,16765.158038,0.1167917448,0.0848544647,55.045077987,3.9317912848,1,66.840451841,0.9988736456,0.5167806017,0.4832193983,0.6016304348,0.0576086957,0.1341463415,0.3276266417,3
BK016100,3016100,-73.972606000,40.678886000,14520.686577,0.1000784929,0.0500281057,45.483748088,5.685468511,1,102.3384332,0.9359626355,0.373471975,0.626528025,0.7863905325,0.0615384615,0.0458104933,0.4796397807,3
