ctuniq,boroCT2000,ctrdlong,ctrdlat,popdens,povrate,unemp,busdens,subdens,subacc,intdens,landind,nonres,resid,ptrans,pwalk,propoa,propnonw,borocodenum
BK055000,3055000,-73.952803000,40.609654000,20093.492116,0.2637178052,0.0817120623,39.376944237,0,0,45.002221985,0.5598688897,0.1682881106,0.8317118894,0.5506493506,0.116017316,0.1973684211,0.1178611422,3
BK055100,3055100,-73.962719000,40.712995000,22634.12279,0.275169353,0.1374538745,52.478837909,0,0,104.95767582,0.9900103233,0.4500258148,0.5499741852,0.6629773105,0.1223021583,0.0549501507,0.5543705078,3
BK055200,3055200,-73.956727000,40.608695000,21410.188548,0.1697090702,0.0629139073,54.757515469,18.252505156,1,79.094189011,0.9372201679,0.3747204804,0.6252795196,0.6133236785,0.074583635,0.2111395283,0.2239272521,3
BK055300,3055300,-73.959505000,40.716641000,16388.391396,0.1652957305,0.0665770007,44.934876525,12.83853615,1,121.96609343,0.9999998007,0.5002231891,0.4997768109,0.686318972,0.0846560847,0.1226008617,0.3251077164,3
BK055400,3055400,-73.960615000,40.607695000,25956.557303,0.2263268646,0.0587188612,42.412675331,0,0,54.530582568,0.999838022,0.5063635282,0.4936364718,0.6360103627,0.1029792746,0.1631652661,0.2371615313,3
BK055500,3055500,-73.961515000,40.716917000,5342.8205064,0.16,0.1055194805,25.142684736,0,0,81.713725392,0.702084684,0.7729080962,0.2270919038,0.7804878049,0.0412757974,0.0611764706,0.1364705882,3
BK055600,3055600,-73.959333000,40.601902000,20387.598966,0.1761154856,0.0327510917,10.66297017,0,0,42.651880681,0.4878178361,0.1421654838,0.8578345162,0.5385202136,0.0381388253,0.1569037657,0.1456589958,3
BK055700,3055700,-73.958638000,40.721646000,7493.2204196,0.1714285714,0.0811518325,23.788001332,0,0,89.205004995,0.5889238347,0.8205761085,0.1794238915,0.5925925926,0.103988604,0.0896825397,0.1357142857,3
BK055800,3055800,-73.955724000,40.604510000,14387.461845,0.2398676592,0.0510869565,11.900299293,0,0,89.252244694,0.8441312618,0.3025989247,0.6974010753,0.5283018868,0.0731132075,0.1947890819,0.2320099256,3
BK055900,3055900,-73.956621000,40.725941000,2127.2778532,0.1506024096,0.0384615385,25.629853654,0,0,102.51941461,0.1719845472,0.9549767722,0.0450232278,0.67,0.13,0,0.3253012048,3
BK056000,3056000,-73.951531000,40.602771000,19783.385502,0.1764211705,0.0529661017,33.240076452,0,0,49.860114678,0.153748598,0.0400403817,0.9599596183,0.4489477786,0.0568978956,0.1856622795,0.0795295435,3
BK056200,3056200,-73.947682000,40.603164000,10026.981914,0.1360381862,0.0410958904,11.965372213,0,0,41.878802745,0.033989655,0.0085708736,0.9914291264,0.3839285714,0.0214285714,0.1276849642,0.0966587112,3
BK056300,3056300,-73.956328000,40.734307000,21750.226144,0.2565712957,0.1165672327,30.320947226,0,0,60.641894453,0.9883176864,0.554042376,0.445957624,0.5611814346,0.1144514768,0.1175650558,0.4447026022,3
BK056400,3056400,-73.942496000,40.606105000,13166.65557,0.0809102402,0.0481825866,55.485274208,0,0,77.679383892,0.304379593,0.0829806938,0.9170193062,0.3690909091,0.0636363636,0.207753898,0.0893383902,3
BK056500,3056500,-73.955635000,40.730097000,21247.955792,0.1765690377,0.0561351217,59.038499005,17.711549702,1,82.653898607,0.9999944752,0.5011752444,0.4988247556,0.6304464766,0.1183431953,0.0889135871,0.2753542651,3
BK056600,3056600,-73.941610000,40.601481000,15121.23868,0.1020092736,0.0314569536,40.899795501,0,0,40.899795501,0.7583549036,0.2542129497,0.7457870503,0.475308642,0.0599647266,0.1904945904,0.2032457496,3
BK056700,3056700,-73.954775000,40.726658000,20622.561326,0.1678380658,0.0825825826,23.190960164,11.595480082,1,92.763840655,0.9962668905,0.5305495888,0.4694504112,0.5648252537,0.1330326945,0.0992409334,0.152937869,3
BK056800,3056800,-73.936858000,40.601977000,10914.497375,0.0459587956,0.0380165289,51.564554525,0,0,51.564554525,0.3612850057,0.1004017661,0.8995982339,0.4014209591,0.053285968,0.1496062992,0.1377952756,3
BK056900,3056900,-73.952200000,40.723984000,13565.22554,0.0790080738,0.0801564027,70.286142696,31.238285643,1,78.095714107,0.8983152044,0.6594402675,0.3405597325,0.6010695187,0.0994652406,0.1197466897,0.195164076,3
BK057000,3057000,-73.937382000,40.599705000,13147.3849,0.1025145068,0.1022158685,39.937378191,0,0,71.887280744,0.9392523458,0.376764804,0.623235196,0.51910299,0.0490033223,0.3417375456,0.207472661,3
BK057100,3057100,-73.947903000,40.725333000,29291.427518,0.1512638231,0.0627015407,23.050503654,0,0,69.151510961,0.6418672202,0.2007790199,0.7992209801,0.5812330361,0.1593640946,0.1294511115,0.077906748,3
BK057200,3057200,-73.939361000,40.595002000,22989.30322,0.4348837209,0.1800687285,12.24354867,0,0,32.64946312,0.0580446735,0.0147280849,0.9852719151,0.6316246742,0.0686359687,0.1402449849,0.6632345109,3
BK057300,3057300,-73.948806000,40.728624000,16564.087736,0.160313502,0.0275103164,0,0,0,100.31688333,0.9984340551,0.4802139892,0.5197860108,0.5755131965,0.1239002933,0.1189882437,0.0708941931,3
BK057400,3057400,-73.944509000,40.601136000,16508.821387,0.0740455071,0.0533015115,12.669855247,0,0,76.019131481,0.4790875164,0.1391286643,0.8608713357,0.5417376491,0.031516184,0.1201074444,0.3787413661,3
BK057500,3057500,-73.952898000,40.731823000,27156.194227,0.2175226586,0.0729080365,54.247291704,10.849458341,1,103.06985424,0.8922966527,0.3359090593,0.6640909407,0.6014658727,0.1378836464,0.1128645625,0.2449061127,3
BK057600,3057600,-73.946912000,40.598942000,18265.218889,0.1000349773,0.0826023392,25.51899251,0,0,82.936725658,0.5494021101,0.1643670569,0.8356329431,0.5089430894,0.1016260163,0.1578763535,0.3555710793,3
BK057700,3057700,-73.960535000,40.722814000,219.24544595,0.1963190184,0,1.3450640856,0,0,32.281538054,0.3858515206,0.8918381296,0.1081618704,0.5714285714,0.1318681319,0,0.1901840491,3
BK057800,3057800,-73.951738000,40.598169000,17020.032168,0.1735395189,0.0912698413,40.941658137,0,0,35.092849832,0.8807790109,0.3273580373,0.6726419627,0.5760286225,0.0670840787,0.1553264605,0.3182130584,3
BK057900,3057900,-73.950715000,40.734110000,2123.4835157,0.2583333333,0.1499227202,11.797130643,0,0,67.833501197,0.2575605163,0.9308246406,0.0691753594,0.4841121495,0.1514018692,0.1006944444,0.4583333333,3
BK058000,3058000,-73.955859000,40.599934000,20557.811512,0.1930551131,0.0262762763,26.07205011,13.036025055,1,39.108075166,0.6672401552,0.2115733001,0.7884266999,0.6438906752,0.0876205788,0.1848446417,0.4337349398,3
BK058200,3058200,-73.959434000,40.597357000,18916.801456,0.2995991984,0.0849834983,31.591184796,0,0,44.227658714,0.7972136687,0.2748409832,0.7251590168,0.5450409463,0.135577798,0.127254509,0.3794255177,3
BK058400,3058400,-73.959070000,40.594048000,18479.379223,0.1223258365,0.0849315068,10.136796063,0,0,70.95757244,0.550587988,0.1648090052,0.8351909948,0.5452909418,0.0779844031,0.1607240812,0.1928140428,3
BK058600,3058600,-73.954109000,40.594817000,13353.483452,0.1145314622,0.091943128,0,6.0450355146,1,78.58546169,0.7005575123,0.226393308,0.773606692,0.6891025641,0.0608974359,0.1688546854,0.6514259846,3
BK058800,3058800,-73.958067000,40.589878000,21933.889404,0.1558253831,0.0525720746,31.523267324,0,0,81.960495041,0.632363451,0.1968348021,0.8031651979,0.5074805506,0.0544584081,0.1825237137,0.2460477149,3
BK058900,3058900,-73.942289000,40.729034000,4008.7248718,0.0929705215,0.0417972832,6.8021349634,0,0,34.010674817,0.7399761579,0.754962665,0.245037335,0.5483146067,0.0853932584,0.084841629,0.0514705882,3
BK059000,3059000,-73.954020000,40.588895000,12628.663684,0.1207335711,0.01558753,19.144007607,0,0,82.957366295,0.7368700846,0.2435190478,0.7564809522,0.521902378,0.1138923655,0.1243052046,0.4830722587,3
BK059100,3059100,-73.942154000,40.722355000,22046.362825,0.1278735632,0.0319656489,10.558602886,0,0,68.630918757,0.5369811877,0.1597725715,0.8402274285,0.5920920921,0.1446446446,0.1206896552,0.1027298851,3
BK059200,3059200,-73.951950000,40.593492000,17831.101091,0.1329653788,0.0585048754,31.314026,0,0,58.154619714,0.8221297184,0.2891266484,0.7108733516,0.5681950087,0.1149158445,0.1894129453,0.3349222278,3
BK059300,3059300,-73.937785000,40.724914000,13418.657811,0.184813178,0.0574521232,21.564737341,0,0,80.867765031,0.9464767282,0.6156754856,0.3843245144,0.5849909584,0.1600361664,0.0895942145,0.228204098,3
BK059401,3059401,-73.947867000,40.594000000,18582.886754,0.1613968254,0.0625561209,14.158389908,0,0,56.633559632,0.5230451475,0.1546904097,0.8453095903,0.5253307519,0.0567925137,0.1634285714,0.3156825397,3
BK059402,3059402,-73.943239000,40.594575000,14441.585757,0.0538948287,0.0323167956,15.649746161,0,0,46.949238483,0.5670571872,0.17100805,0.82899195,0.4505758157,0.0580614203,0.2145643693,0.122236671,3
BK059600,3059600,-73.939503000,40.590634000,12941.07397,0.0996409336,0.1117764471,29.041907472,0,0,81.317340923,0.9441180439,0.3818031767,0.6181968233,0.5053128689,0.0295159386,0.3191202873,0.1149012567,3
BK059800,3059800,-73.936012000,40.587006000,16347.423232,0.1257880516,0.0865617433,24.538311666,0,0,73.614934998,0.3975421162,0.1119091975,0.8880908025,0.4184782609,0.042798913,0.1549084359,0.1708195737,3
BK060000,3060000,-73.946664000,40.587219000,13598.605454,0.1214846305,0.0567277759,20.0110283,0,0,77.820665611,0.7538627018,0.2519388693,0.7480611307,0.4010416667,0.0755208333,0.181000654,0.1674296926,3
BK060600,3060600,-73.955437000,40.586443000,13654.505593,0.2367229312,0.0809756098,39.350160211,11.242902918,1,151.77918939,0.9982257378,0.4789390039,0.5210609961,0.5464362851,0.1058315335,0.2564841499,0.2630712227,3
BK060800,3060800,-73.950192000,40.583803000,10123.371878,0.2158292815,0.1221288515,34.926707647,0,0,214.93358552,0.9788515291,0.4272874307,0.5727125693,0.4582511506,0.0591715976,0.1260615711,0.2255838641,3
BK061001,3061001,-73.956057000,40.580947000,27928.217367,0.2579696506,0.0600060006,42.618479373,0,0,131.13378269,0.7770490056,0.2639115662,0.7360884338,0.6072477963,0.1077375122,0.2497945768,0.2404038033,3
BK061002,3061002,-73.954879000,40.576111000,13436.552829,0.1623563218,0.0460869565,19.305391996,0,0,101.35330798,0.6973006045,0.2249093806,0.7750906194,0.4905660377,0.0509433962,0.2956178161,0.0290948276,3
BK061200,3061200,-73.948182000,40.580794000,6492.3228684,0.1255161024,0,10.722250815,0,0,96.500257334,0.2687098259,0.0724224707,0.9275775293,0.2297063903,0.0811744387,0.1849710983,0.0090834021,3
BK061400,3061400,-73.949596000,40.578390000,6001.7050298,0.0968109339,0,20.460358056,0,0,68.201193521,0.6537166771,0.2057707854,0.7942292146,0.2385321101,0.0986238532,0.2068181818,0.0363636364,3
BK061600,3061600,-73.939272000,40.579683000,1870.2372886,0.1423047177,0.036036036,12.120786057,0,0,53.331458652,0.9985249466,0.5192032119,0.4807967881,0.3177570093,0.1043613707,0.2799740765,0.073882048,3
BK061800,3061800,-73.943138000,40.579441000,4722.8821632,0.0303766707,0.0121359223,17.215852357,0,0,80.340644332,0.3375408996,0.0930420475,0.9069579525,0.2800982801,0.0171990172,0.2077764277,0.0437424058,3
BK062200,3062200,-73.935484000,40.584954000,13298.108422,0.1499153976,0.0636991558,54.950861249,0,0,190.21451971,0.903173539,0.3444152474,0.6555847526,0.4082145851,0.0678960604,0.2886204704,0.0797838525,3
BK062600,3062600,-73.934260000,40.593366000,8316.1000706,0.1311599697,0.0949868074,3.1524261071,0,0,50.438817714,0.9631790323,0.404056048,0.595943952,0.4565004888,0.045943304,0.1967399545,0.2619408643,3
BK062800,3062800,-73.925724000,40.589809000,6673.1350895,0.0727571116,0.0288611544,12.11315137,0,0,153.83702239,0.9461020945,0.3839203878,0.6160796122,0.2527294784,0.0533764658,0.1281539299,0.0237792703,3
BK063200,3063200,-73.931269000,40.600092000,10732.071915,0.0704012112,0.0532110092,16.248405625,0,0,64.993622501,0.3117372929,0.0851920001,0.9148079999,0.3081395349,0.0348837209,0.3209689629,0.0900832702,3
BK063600,3063600,-73.936646000,40.610407000,11905.827589,0.0142857143,0.0230664858,17.903500134,0,0,53.710500403,0.274290562,0.0740570936,0.9259429064,0.3189655172,0.0373563218,0.1578947368,0.062406015,3
BK063800,3063800,-73.939269000,40.605967000,10367.876487,0.120923913,0.0213371266,42.260366116,0,0,77.477337879,0.0309452754,0.0077971138,0.9922028862,0.3525925926,0.0562962963,0.2051630435,0.1358695652,3
BK064000,3064000,-73.940651000,40.610615000,9698.0425619,0.0623768877,0.0377358491,31.838616421,0,0,44.57406299,0.270986074,0.0730884383,0.9269115617,0.303630363,0.0660066007,0.1818778726,0.0814182534,3
BK064200,3064200,-73.946761000,40.612922000,11583.298703,0.1251422071,0.0509666081,17.497430065,0,0,104.98458039,0.9688060578,0.4116909656,0.5883090344,0.3967649857,0.0865842055,0.1642749245,0.1049848943,3
BK064400,3064400,-73.942425000,40.612194000,11626.753437,0.0733788396,0.0465116279,19.840876173,0,0,89.283942779,0.7098334647,0.2306644587,0.7693355413,0.2940528634,0.0969162996,0.1062286689,0.1284129693,3
BK064600,3064600,-73.939886000,40.616700000,12928.750139,0.0388116914,0.0119695321,0,0,0,55.46174988,0.878773809,0.3259122413,0.6740877587,0.3728620296,0.0182440137,0.139656816,0.1263107722,3
BK064800,3064800,-73.937091000,40.618485000,13252.090278,0.0469072165,0.039800995,0,0,0,75.140718072,0.2252256103,0.0598936521,0.9401063479,0.4290254237,0.0466101695,0.0902061856,0.3407216495,3
BK065000,3065000,-73.933336000,40.619673000,7759.396804,0.1131254532,0.0847913863,33.760972316,0,0,101.28291695,0.9752839987,0.4213933825,0.5786066175,0.3994038748,0.1266766021,0.1189267585,0.5025380711,3
BK065200,3065200,-73.930223000,40.614473000,6508.3015126,0.0737439222,0.007797271,31.644902006,0,0,47.467353009,0.9710732282,0.4149606389,0.5850393611,0.3421588595,0.0977596741,0.1750405186,0.0364667747,3
BK065400,3065400,-73.932315000,40.613176000,12266.920818,0.0664160401,0.0182291667,23.058121839,0,0,38.430203065,0.1052567046,0.027045643,0.972954357,0.2669376694,0.0067750678,0.1384711779,0.078320802,3
BK065600,3065600,-73.935444000,40.613898000,11807.862057,0.0446137106,0,32.121496348,0,0,64.242992696,0.3338373807,0.0919060711,0.9080939289,0.3394919169,0.0381062356,0.162132753,0.092491839,3
BK065800,3065800,-73.931565000,40.608113000,11848.249529,0.0909090909,0.0423387097,12.899563995,0,0,38.698691984,0.3174936869,0.0869302985,0.9130697015,0.2802139037,0.0374331551,0.1333696244,0.0680457267,3
BK066000,3066000,-73.927521000,40.607970000,12058.657479,0.0240096038,0.0260972716,21.71426917,0,0,72.380897234,0.0376845095,0.0095115979,0.9904884021,0.3423312883,0.0503067485,0.1224489796,0.0804321729,3
BK066200,3066200,-73.924775000,40.609748000,6015.5884508,0.0777696258,0.0970394737,30.894438118,0,0,75.029349716,0.9740327932,0.5805717177,0.4194282823,0.2769516729,0.0724907063,0.2157006603,0.0814380044,3
BK066600,3066600,-73.919857000,40.584591000,0,,,3.9971906803,0,0,9.1700256784,0,1,0,,,,,3
BK067000,3067000,-73.923006000,40.612648000,12216.474333,0.121742671,0.0537974684,29.844807004,0,0,134.30163152,0.5615570906,0.1689248917,0.8310751083,0.365499573,0.0341588386,0.1701954397,0.4010586319,3
BK067200,3067200,-73.927143000,40.617522000,7327.6597149,0.0659090909,0.0639625585,38.508722226,0,0,60.513706354,0.971880275,0.5838446853,0.4161553147,0.3939393939,0.0656565657,0.0570570571,0.5750750751,3
BK067400,3067400,-73.930318000,40.619806000,9963.3699634,0.0896076352,0.0780748663,26.164311879,0,0,62.794348509,0.7235154036,0.237090987,0.762909013,0.5444839858,0.0640569395,0.0740546218,0.5971638655,3
BK067600,3067600,-73.927805000,40.624464000,11906.790346,0.0835718374,0.0527522936,27.262256088,0,0,88.602332286,0.7388049133,0.2444637566,0.7555362434,0.3982521848,0.0337078652,0.070406411,0.7103606182,3
BK067800,3067800,-73.923219000,40.624743000,15756.056909,0.0810502283,0.0760869565,5.9954554448,0,0,47.963643558,0.0415437788,0.0104961131,0.9895038869,0.4471890971,0.0153321976,0.1579147641,0.6670471842,3
BK068000,3068000,-73.925056000,40.622362000,10928.489399,0.0824858757,0.0897435897,24.697151184,0,0,55.568590163,0.9807004816,0.4305386466,0.5694613534,0.4281650071,0.0455192034,0.1197740113,0.5225988701,3
BK068200,3068200,-73.924252000,40.615549000,11660.597761,0.0645017794,0.0597302505,15.561295945,0,0,51.870986482,0.5002804883,0.1465457909,0.8534542091,0.2932098765,0.0679012346,0.159252669,0.3830071174,3
BK068600,3068600,-73.916798000,40.614892000,9973.7744062,0.1108857336,0.0089153046,40.2438779,0,0,114.02432072,0.1602785748,0.0418184243,0.9581815757,0.3685847589,0.032659409,0.2434431742,0.1217215871,3
BK068800,3068800,-73.918495000,40.616098000,10582.217954,0.0456535335,0.0513478819,26.128933221,0,0,78.386799663,0.5272875673,0.1562295705,0.8437704295,0.3149171271,0.0870165746,0.1827160494,0.312345679,3
BK069000,3069000,-73.920793000,40.620361000,10027.168908,0.0719257541,0.0454545455,23.024498066,0,0,46.048996132,0.9498111574,0.6120143323,0.3879856677,0.3707006369,0.0917197452,0.1171067738,0.4603903559,3
BK069200,3069200,-73.920073000,40.622702000,13556.119603,0.0768261965,0.0836236934,11.382132329,0,0,56.910661643,0.2870240994,0.0778104985,0.9221895015,0.3986486486,0.0250965251,0.1654072208,0.5709487825,3
BK069600,3069600,-73.912686000,40.622904000,6644.5664278,0.1109970486,0.0776621297,11.084224761,0,0,63.094817869,0.7752719573,0.2629725529,0.7370274471,0.2366548043,0.0305456702,0.1290902092,0.0971384576,3
BK069800,3069800,-73.913637000,40.616780000,7005.8699388,0.0444444444,0.0146341463,28.830740489,0,0,80.726073368,0.9491558933,0.3872568109,0.6127431891,0.2607260726,0.1765676568,0.1185185185,0.1020576132,3
BK070000,3070000,-73.907516000,40.619727000,8438.4519206,0.0411899314,0.0064516129,33.7924276,0,0,72.412344857,0.3596205881,0.0998814513,0.9001185487,0.2298701299,0.0831168831,0.1876430206,0.0200228833,3
BK070201,3070201,-73.908949000,40.609258000,6321.1457004,0.036450323,0.0222504768,0.9721848201,0,0,73.886046328,0.2060683376,0.0544857852,0.9455142148,0.183733948,0.0049390846,0.1942479237,0.034604737,3
BK070202,3070202,-73.906280000,40.596600000,32.224925732,0.0384615385,0.0692307692,2.4788404409,0,0,4.9576808819,0.0176628799,0.9955646073,0.0044353927,0.0991735537,0,0.1703296703,0.0989010989,3
BK070203,3070203,-73.854316000,40.623491000,0,,,0,0,0,0,,,,,,,,3
BK070600,3070600,-73.902009000,40.616159000,1945.2097111,0.038538206,0.0488126649,0,0,0,18.74122313,0.4857748356,0.141452526,0.858547474,0.2199288256,0.0277580071,0.1564784053,0.0159468439,3
BK072000,3072000,-73.921665000,40.629049000,9682.5645035,0.157622739,0.0945558739,18.764659891,0,0,56.293979672,0.7673487996,0.25883035,0.74116965,0.4710743802,0.0066115702,0.0897932817,0.7034883721,3
BK072200,3072200,-73.923978000,40.631572000,12150.137452,0.1403872752,0.1065693431,37.093363997,0,0,61.822273329,0.9075731356,0.3479910658,0.6520089342,0.4740313273,0.0313272877,0.1285617368,0.920624152,3
BK072400,3072400,-73.927361000,40.633407000,11024.397636,0.11880216,0.1114683816,59.53282965,0,0,108.24150845,0.9717588921,0.4159745457,0.5840254543,0.4774114774,0.0048840049,0.0976926853,0.969563083,3
BK072600,3072600,-73.933232000,40.632960000,9503.606929,0.06365834,0.0849582173,42.119128211,0,0,88.067268077,0.9930778143,0.5415998367,0.4584001633,0.4674509804,0.0188235294,0.0962933118,0.9250604351,3
BK072800,3072800,-73.926217000,40.629057000,18283.296705,0.0909090909,0.0762897914,14.5220784,0,0,67.769699199,0.4897494883,0.1428408927,0.8571591073,0.4981203008,0.0175438596,0.1252316653,0.87159121,3
BK073000,3073000,-73.929182000,40.625355000,13760.696087,0.1134564644,0.0662020906,36.054225555,0,0,90.135563888,0.5893737911,0.1795993879,0.8204006121,0.4780876494,0.0099601594,0.0851528384,0.8467248908,3
BK073200,3073200,-73.933021000,40.626781000,14880.152924,0.0657118787,0.0771028037,18.740746756,0,0,99.950649367,0.228304715,0.0607690571,0.9392309429,0.4960491659,0.0184372256,0.1011754828,0.922334173,3
BK073400,3073400,-73.937717000,40.626532000,14009.073058,0.1483808603,0.1114551084,0,0,0,67.709391293,0.5912545528,0.180333984,0.819666016,0.5166666667,0.0202380952,0.0546157564,0.9666505558,3
BK073600,3073600,-73.935656000,40.624371000,19098.41326,0.1656874266,0.0946573751,44.260517405,0,0,171.50950495,0.5859008073,0.1782473028,0.8217526972,0.5197588747,0.0361687877,0.0877752028,0.8296639629,3
BK073800,3073800,-73.938657000,40.622002000,18869.75531,0.169645562,0.0609137056,74.200489723,0,0,131.27778951,0.6889958625,0.2211612753,0.7788387247,0.4850157729,0.0425867508,0.0892316999,0.6188747731,3
BK074000,3074000,-73.941364000,40.627005000,22461.113074,0.1758211427,0.1145952109,18.598768762,0,0,99.193433395,0.6825389306,0.2182815815,0.7817184185,0.5643370346,0.0568256042,0.0552028705,0.8815898427,3
BK074200,3074200,-73.944615000,40.628037000,18039.063007,0.1047705314,0.0745044429,16.222178963,0,0,64.888715852,0.5697590855,0.1720362388,0.8279637612,0.5841121495,0.0218068536,0.067146283,0.7113309353,3
BK074400,3074400,-73.942323000,40.620979000,13643.297968,0.0700934579,0.0663900415,11.557219795,0,0,57.786098976,0.2172027498,0.0576208498,0.9423791502,0.3106145251,0.0636871508,0.0859805167,0.1046166878,3
BK074600,3074600,-73.941824000,40.618121000,10180.02041,0.1372070313,0.0968819599,39.63024977,0,0,138.70587419,0.9987173576,0.4820930011,0.5179069989,0.4630788486,0.0488110138,0.1445255474,0.3294403893,3
BK074800,3074800,-73.946660000,40.622908000,11662.613947,0.056028014,0.0580964153,51.859449368,0,0,40.335127286,0.9447515711,0.3824750783,0.6175249217,0.4737532808,0.0065616798,0.0721343874,0.2826086957,3
BK075000,3075000,-73.948999000,40.625138000,18957.345972,0.124205845,0.0709793351,12.044057161,0,0,42.154200064,0.4506330805,0.1294035485,0.8705964515,0.3584720862,0.0763956905,0.1089580686,0.1454891995,3
BK075200,3075200,-73.952159000,40.627158000,7163.9392739,0.0288161994,0.0165289256,27.896959789,0,0,33.476351747,0.051693839,0.0130949371,0.9869050629,0.3210412148,0.0347071584,0.1137071651,0,3
BK075400,3075400,-73.950858000,40.620029000,8814.5148661,0.0837563452,0.0193548387,11.185932571,0,0,33.557797714,0.8720387109,0.3211416139,0.6788583861,0.3544093178,0.0565723794,0.133248731,0.0247461929,3
BK075600,3075600,-73.947698000,40.617899000,11389.494573,0.082942097,0.0490956072,5.9413117228,0,0,65.354428951,0.1659150131,0.043358733,0.956641267,0.2703804348,0.1358695652,0.1246739697,0.1048513302,3
BK075800,3075800,-73.951946000,40.615795000,9101.9474591,0.0718717684,0.0476190476,4.7062810026,0,0,61.181653034,0.1595304481,0.0416143676,0.9583856324,0.362601626,0.0569105691,0.1556359876,0.0801447777,3
BK076000,3076000,-73.955201000,40.621993000,17186.925763,0.1960521914,0.1064859632,34.454244763,0,0,51.681367144,0.4324575135,0.1233229213,0.8766770787,0.4677595628,0.0841530055,0.186435015,0.1019044437,3
BK076200,3076200,-73.956740000,40.624262000,25000.936665,0.2045798229,0.0949748744,37.46661457,0,0,48.17136159,0.2288961019,0.0609373911,0.9390626089,0.581027668,0.0621118012,0.1477199743,0.3545279383,3
BK076400,3076400,-73.957929000,40.631380000,25123.650739,0.2245783133,0.1228070175,30.269458722,0,0,60.538917443,0.3316526523,0.0912374321,0.9087625679,0.6381066507,0.0431396046,0.096626506,0.7286746988,3
BK076600,3076600,-73.955814000,40.631820000,28801.517036,0.175716118,0.0756756757,36.940808511,0,0,49.254411348,0.3318082346,0.0912850121,0.9087149879,0.564612326,0.0387673956,0.0568619068,0.9059427106,3
BK077000,3077000,-73.953714000,40.636622000,18735.320135,0.0965630115,0.1395348837,36.604337614,0,0,48.805783485,0.7412494005,0.245662331,0.754337669,0.6241900648,0.0345572354,0.0836860957,0.8775643113,3
BK077200,3077200,-73.953435000,40.632353000,8345.7458586,0.1569165143,0.0879897238,12.580262072,0,0,52.837100702,0.7483082037,0.7508444719,0.2491555281,0.5438596491,0.0650584795,0.0934579439,0.6912873078,3
BK077400,3077400,-73.946419000,40.630732000,21501.450194,0.1996768982,0.0799136069,62.003541091,13.778564687,1,96.449952808,0.9714798517,0.4155604531,0.5844395469,0.6156893819,0.0396196513,0.0701698174,0.7311759052,3
BK077600,3077600,-73.941802000,40.630182000,23468.806922,0.1159455518,0.0880037054,0,0,0,51.229508197,0.3568724104,0.0990238194,0.9009761806,0.6119324182,0.0374868004,0.133640553,0.8826097502,3
BK078000,3078000,-73.939012000,40.633058000,15837.375726,0.0813102119,0.0786604361,24.014216416,0,0,60.03554104,0.4134349718,0.1170623327,0.8829376673,0.5056472632,0.0634231103,0.0962850644,0.9222896133,3
BK078200,3078200,-73.940467000,40.637582000,24519.959722,0.1897654584,0.1578458682,5.7871040174,0,0,40.509728122,0.0265013515,0.0066698244,0.9933301756,0.6994350282,0.0327683616,0.0684446542,0.9778144914,3
BK078400,3078400,-73.942923000,40.632742000,16737.730755,0.1042810099,0.1068111455,24.434643437,0,0,42.760626016,0.4964224558,0.145184011,0.854815989,0.5709156194,0.0377019749,0.0729927007,0.9489051095,3
BK078600,3078600,-73.946992000,40.634860000,25724.860842,0.210031348,0.1451236584,69.075482233,34.537741117,1,63.319192047,0.7646383207,0.257429557,0.742570443,0.6758304696,0.0349369989,0.091966883,0.927053032,3
BK078800,3078800,-73.949090000,40.637022000,23549.888333,0.2754966887,0.1447963801,18.715143046,0,0,74.860572184,0.8193325505,0.2874750311,0.7125249689,0.7171929825,0.049122807,0.0720529801,0.9626490066,3
BK079000,3079000,-73.953260000,40.639819000,31613.531533,0.2068376068,0.0734265734,26.754850654,0,0,101.66843249,0.5433483614,0.1621199774,0.8378800226,0.7401918047,0.0544899738,0.0790453622,0.9876438727,3
BK079200,3079200,-73.953896000,40.644190000,17219.979298,0.286237572,0.1838476691,17.92347572,0,0,116.50259218,0.9819501052,0.4328250515,0.5671749485,0.6170212766,0.0255319149,0.0863908405,0.975019516,3
BK079400,3079400,-73.953900000,40.648026000,8395.1727757,0.3345864662,0.173553719,13.227688197,0,0,83.775358581,0.5619192522,0.8309383431,0.1690616569,0.6945244957,0.0360230548,0.0646008403,0.9621848739,3
BK079600,3079600,-73.957420000,40.653981000,42113.288965,0.2487422601,0.1789971229,52.722723088,0,0,48.667129004,0.5753367959,0.1741690607,0.8258309393,0.7725622407,0.0386410788,0.0733821263,0.969472265,3
BK079800,3079800,-73.958413000,40.659658000,38193.146156,0.2582102711,0.1375446961,29.408428456,4.2012040651,1,37.810836586,0.3974389049,0.1118759557,0.8881240443,0.7600452745,0.0407470289,0.0810691893,0.948300517,3
BK080000,3080000,-73.954721000,40.659855000,22123.569742,0.1696565864,0.1258847321,22.534830397,0,0,61.970783592,0.3667756678,0.1021230303,0.8978769697,0.6674584323,0.0445368171,0.1204481793,0.9330277566,3
BK080200,3080200,-73.954337000,40.656829000,26369.956753,0.1806103384,0.1102023246,21.897410631,0,0,54.743526578,0.8550667827,0.3096495224,0.6903504776,0.7539370079,0.0236220472,0.0915507577,0.9755034254,3
